monastic_order_melkite_leader_desc;The Megaloschemos of the Melkite Order.;Le Conversus de l'Ordre des Bénédictins.;Der Conversus des Benediktinerordens.;;El conversus de la orden de san Benito.;;;;;;;;;x
monastic_order_monothelite_rank_1_female;Archaria;Archaria;Archaria;;Acharia;;;;;;;;;x
monastic_order_monothelite_rank_2_female;Rasophora;Rasophora;Rasophora;;Rasophora;;;;;;;;;x
monastic_order_monothelite_rank_3_female;Stavrophora;Stavrophora;Stavrophora;;Staurophora;;;;;;;;;x
monastic_order_monothelite_rank_4_female;Megaloscheme;Megaloscheme;Megaloscheme;;Gran esquema;;;;;;;;;x
monastic_order_monothelite_rank_1_male;Archarios;Archarios;Archarios;;Acharios;;;;;;;;;x
monastic_order_monothelite_rank_2_male;Rasophoros;Rasophoros;Rasophoros;;Rasophoros;;;;;;;;;x
monastic_order_monothelite_rank_3_male;Stavrophoros;Stavrophoros;Stavrophoros;;Staurophoros;;;;;;;;;x
monastic_order_monothelite_rank_4_male;Megaloschemos;Megaloschemos;Megaloschemos;;Gran esquema;;;;;;;;;x
monastic_order_monothelite;The Monothelite Order;Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
currency_name_monastic_order_monothelite;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
monastic_order_monothelite_desc;The Monothelite Order, follows the belief that Jesus had two natures (one divine, one human) but one will. The purpose of this order is to promote these ideals and beliefs among its members.;;;;;;;;;x
monastic_order_monothelite_leader_desc;The Megaloschemos of the Monothelite Order.;Le Conversus de l'Ordre des Bénédictins.;Der Conversus des Benediktinerordens.;;El conversus de la orden de san Benito.;;;;;;;;;x
monastic_order_montanist_rank_1_female;Archaria;Archaria;Archaria;;Acharia;;;;;;;;;x
monastic_order_montanist_rank_2_female;Rasophora;Rasophora;Rasophora;;Rasophora;;;;;;;;;x
monastic_order_montanist_rank_3_female;Stavrophora;Stavrophora;Stavrophora;;Staurophora;;;;;;;;;x
monastic_order_montanist_rank_4_female;Megaloscheme;Megaloscheme;Megaloscheme;;Gran esquema;;;;;;;;;x
monastic_order_montanist_rank_1_male;Archarios;Archarios;Archarios;;Acharios;;;;;;;;;x
monastic_order_montanist_rank_2_male;Rasophoros;Rasophoros;Rasophoros;;Rasophoros;;;;;;;;;x
monastic_order_montanist_rank_3_male;Stavrophoros;Stavrophoros;Stavrophoros;;Staurophoros;;;;;;;;;x
monastic_order_montanist_rank_4_male;Megaloschemos;Megaloschemos;Megaloschemos;;Gran esquema;;;;;;;;;x
monastic_order_montanist;The Montanist Order;Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
currency_name_monastic_order_montanist;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
monastic_order_montanist_desc;The Montanist Order, founded upon the views of Montanus, follows their leader's belief in prophecy and that the church will eventually be established in Phyrgia during the end of the world. The purpose of this order is to promote these ideals and beliefs among its members.;;;;;;;;;x
monastic_order_montanist_leader_desc;The Megaloschemos of the Montanist Order.;Le Conversus de l'Ordre des Bénédictins.;Der Conversus des Benediktinerordens.;;El conversus de la orden de san Benito.;;;;;;;;;x
monastic_order_pelagian_rank_1_female;Donatus;Donatus;Donatus;;Donatus;;;;;;;;;x
monastic_order_pelagian_rank_2_female;Oblatus;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
monastic_order_pelagian_rank_3_female;Commissus;Commissus;Commissus;;Commissus;;;;;;;;;x
monastic_order_pelagian_rank_4_female;Conversus;Conversus;Conversus;;Conversus;;;;;;;;;x
monastic_order_pelagian_rank_1_male;Donatus;Donatus;Donatus;;Donatus;;;;;;;;;x
monastic_order_pelagian_rank_2_male;Oblatus;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
monastic_order_pelagian_rank_3_male;Commissus;Commissus;Commissus;;Commissus;;;;;;;;;x
monastic_order_pelagian_rank_4_male;Conversus;Conversus;Conversus;;Conversus;;;;;;;;;x
monastic_order_pelagian;The Pelagian Order;Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
currency_name_monastic_order_pelagian;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
monastic_order_pelagian_desc;The Pelagian Order, founded by the monk Pelagius in 380 CE, holds that Adam never incurred any "original sin", only that he set a bad example for humanity. The purpose of this order is to promote these ideals and beliefs among its members.;;;;;;;;;x
monastic_order_pelagian_leader_desc;The Conversus of the Pelagian Order.;Le Conversus de l'Ordre des Bénédictins.;Der Conversus des Benediktinerordens.;;El conversus de la orden de san Benito.;;;;;;;;;x
