#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC930000011;"You are no longer worthy of being called ""King"" or ""Prince""";Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000011;Oh well;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000009;You have disputed the title of High King of Ireland. It is time to fight for your throne;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000009;To war!;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000012;You have lost the High Kingship to one more worthy of the name;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000012;My name is ruined;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000013;Your tireless efforts to reform the church both in reality and in the eyes of the Catholic world have been a great success. You can now proudly state that you are a Catholic ruler. History will remember your piety;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000013;It was God's will;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000014;You have been studying the culture of feudal Europe, and have found Scotland lacking in comparison. It is no surprise that we are considered a backwater when our culture and society have clinged to backwards traditional ways. It is time to put aside tradition and create a unified, feudal Scotland;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000014;I will create a new Scotland;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000015;The vision of a new Scotland is spreading to the masses as they adapt to urban and feudal life;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000015;Good;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000016;It is time that my court understood my vision for Scotland;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000016;Okay;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000017;It is time that my vassals understood my vision for Scotland;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000017;Okay;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000018;My liege has convinced me that Scotland is changing  and that I must change with it;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000018;I am Scottish;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000019;The previous ruler supported the High King, but perhaps I should not;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000019;I will deliberate on this;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000020;The Cistercian Monks have been founded;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000020;Patrongage is handled through the intrigue tab;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000021;The White Monks in a province have brought about local reform;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000021;Wonderful;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000022;The White Monks in a province have brought about cultural unity;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000022;Wonderful;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000023;The White Monks in a province have brought about cultural unity;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000023;Wonderful;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000024;You are David I, King of Scotland. The game will begin now;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000024;Have fun;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000025;You are the High King of Ireland. The game will begin now;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000025;Have fun;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000026;Having decided to generously patronise a Cistercian abbey, you must now choose which abbey will receive the new community;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000027;The activity and presence of the White Monks in your province have adequately brought it into line with Catholicism;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000028;The activity and presence of the White Monks in your province have imposed religious and economic domination upon the local populace. It is now of your culture;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000029;The native Welsh barbarians have risen up against your rule in great numbers;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000029;We must repel the savages;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000031;The native Irish barbarians have risen up against your rule in great numbers.;Roi;König;;Rey;;;;;;;;;x
EVTOPTA930000031;We must repel the savages.;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000032;You realize, of course, that this means...;;;;;;;;;;;;;x
EVTOPTA930000032;WAR!;;;;;;;;;;;;;x
EVTDESC930000035;A new Order of monks from Tiron have petitioned you for patronage. The influence of reformed monastic orders could help you reform Scotland;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000036;The Tironensians in this province have comprehensively reformed the church. It can now proudly be called a Catholic region;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000037;The Tironensians in this province have helped to spread your culture;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000038;The Tironensians in this province have helped to spread your culture;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000039;The Tironensians in this province have comprehensively reformed the church. It can now proudly be called a Catholic region;Roi;König;;Rey;;;;;;;;;x
EVTDESC930000040;The Tironensians in this province have helped to spread your culture;Roi;König;;Rey;;;;;;;;;x
#PROV47;Strathclyde;Strathclyde;Strathclyde;;Strathclyde;;;;;;;;;x
#c_clydesdale_adj;Strathclydian;Clydesdalienne;Clydesdaler;;Clydesdaliano;;;;;;;;;x
reform_decision;Choose your Stance;Roi;König;;Rey;;;;;;;;;x
reform_decision_desc;Decide whether to adapt to a changing world or defiantly hold on to your cultural traditions;Roi;König;;Rey;;;;;;;;;x
cistercian_decision;Invite Cistercian Monks;Roi;König;;Rey;;;;;;;;;x
cistercian_decision_desc;The White Monks can dramatically increase the rate of religious and cultural conversion as well as increase commerce on church land;Roi;König;;Rey;;;;;;;;;x
cistercian_select_decision;Fund Cistercian Abbey;Roi;König;;Rey;;;;;;;;;x
cistercian_select_decision_desc;Extend the reach of the White Monks to a new Abbey;Roi;König;;Rey;;;;;;;;;x
BM_DAVID_I;David I of Scotland;Strathclyde;Strathclyde;;Strathclyde;;;;;;;;;x
BM_DAVID_I_DESC;The year is 1124 and David I has been crowned King of Scotland;Strathclyde;;Strathclyde;;;;;;;;;;x
d_welsh_longbows_1;Welsh Longbowmen;Roi;König;;Rey;;;;;;;;;x
d_welsh_longbows_1_adj;Welsh Longbow;Roi;König;;Rey;;;;;;;;;x
d_welsh_longbows_2;Welsh Longbowmen;Roi;König;;Rey;;;;;;;;;x
d_welsh_longbows_2_adj;Welsh Longbow;Roi;König;;Rey;;;;;;;;;x
d_ostmen_1;Ostmen;Roi;König;;Rey;;;;;;;;;x
d_ostmen_1_adj;Ostmen;Roi;König;;Rey;;;;;;;;;x
d_ostmen_2;Ostmen;Roi;König;;Rey;;;;;;;;;x
d_ostmen_2_adj;Ostmen;Roi;König;;Rey;;;;;;;;;x
d_galloglaich;Galloglaich;Roi;König;;Rey;;;;;;;;;x
d_galloglaich_adj;Galloglaich;Roi;König;;Rey;;;;;;;;;x
d_strathclyde;Cumbria;Galloglaich;Roi;König;;Rey;;;;;;;;x
d_strathclyde_adj;Cumbrian;Galloglaich;Roi;König;;Rey;;;;;;;;x
k_the_isles;The Isles;Galloglaich;Roi;König;;Rey;;;;;;;;x
k_the_isles_adj;Islander;Galloglaich;Roi;König;;Rey;;;;;;;;x
#e_celtic;Celtic Empire;Galloglaich;Roi;König;;Rey;;;;;;;;x
#e_celtic_adj;Celtic;Galloglaich;Roi;König;;Rey;;;;;;;;x
#e_britannia;England;Roi;König;;Rey;;;;;;;;;x
#e_britannia_adj;English;Roi;König;;Rey;;;;;;;;;x
d_welsh_rebels;The Welsh Rebellion;Roi;König;;Rey;;;;;;;;;x
d_welsh_rebels_adj;Welsh;Roi;König;;Rey;;;;;;;;;x
d_gwynedd_rebels;The Gwynedd Uprising;Roi;König;;Rey;;;;;;;;;x
d_gwynedd_rebels_adj;Gwyneddian;;;;;;;;;;;;;x
#d_powys_rebels;The Powys Uprising;Roi;König;;Rey;;;;;;;;;x
#d_morgannwg_rebels;The Morgannwg Uprising;Roi;König;;Rey;;;;;;;;;x
d_deheubarth_rebels;The Deheaubarth Uprising;Roi;König;;Rey;;;;;;;;;x
d_deheubarth_rebels_adj;Deheubarthian;;;;;;;;;;;;;x
d_irish_rebels;The Irish Rebellion;Roi;König;;Rey;;;;;;;;;x
d_irish_rebels_adj;Irish;Roi;König;;Rey;;;;;;;;;x
temple_baron_scottish;Bishop;Évêque;Bischof;;Obispo;;;;;;;;;x
temple_baron_celtic;Abbot;Évêque;Bischof;;Obispo;;;;;;;;;x
temple_barony_celtic;Abbey;Évêque;Bischof;;Obispo;;;;;;;;;x
ca_celtic_warrior_lodge;Celtic Warrior's Lodge;Roi;König;;Rey;;;;;;;;;x
commit_to_reform;Commit to Church Reform;Se convertir à la religion du suzerain;Zur Religion des Lehnsherrn konvertieren;;Convertir a la religión del señor;;;;;;;;;x
commit_to_reform_desc;By taking this decision, I will fully commit to the cause of church reform. My vassals may not share my vision however;Nul doute que mon suzerain apprécierait que je partage sa foi...;Ich bin sicher, dass mein Lehnsherr erfreut wäre, wenn wir denselben Glauben hätten ...;;Seguro que a mi señor le complacerá que tengamos la misma fe...;;;;;;;;;x
b_oxmantown;Oxmantown;Oxmantown;Oxmantown;;Oxmantown;;;;;;;;;x
#duke_irish;King;Roi;König;;Rey;;;;;;;;;x
#duke_irish_female;Queen;Roi;König;;Rey;;;;;;;;;x
#king_irish;High King;Roi;König;;Rey;;;;;;;;;x
#duke_welsh;Prince;Roi;König;;Rey;;;;;;;;;x
duke_welsh_female;Princess;Roi;König;;Rey;;;;;;;;;x
#duchy_of_welsh;Principality of;Roi;König;;Rey;;;;;;;;;x
#duchy_of_irish;Kingdom of;Roi;König;;Rey;;;;;;;;;x
duchy_welsh;Principality;Roi;König;;Rey;;;;;;;;;x
#duchy_irish;Kingdom;Roi;König;;Rey;;;;;;;;;x
#duke_scottish;Mormaer;Roi;König;;Rey;;;;;;;;;x
#duchy_of_scottish;Mormaerdom of;Roi;König;;Rey;;;;;;;;;x
duchy_scottish;Mormaerdom;Roi;König;;Rey;;;;;;;;;x
duchy_of_norsegael;Lordship of;Roi;König;;Rey;;;;;;;;;x
duchy_norsegael;Lordship;Roi;König;;Rey;;;;;;;;;x
duke_norsegael;Lord;Roi;König;;Rey;;;;;;;;;x
duke_cumbrian;Prince;Roi;König;;Rey;;;;;;;;;x
duchy_cumbrian;Kingdom;Roi;König;;Rey;;;;;;;;;x
duchy_of_cumbrian;Kingdom of;Roi;König;;Rey;;;;;;;;;x
king_cumbrian;Prince;Roi;König;;Rey;;;;;;;;;x
#count_scottish;Thane;Roi;König;;Rey;;;;;;;;;x
#baron_scottish;Thane;Roi;König;;Rey;;;;;;;;;x
celtic_king;Celtic King;Roi;König;;Rey;;;;;;;;;x
celtic_king_desc;Your status as an overlord is recognised by your vassals;Roi;König;;Rey;;;;;;;;;x
reformer;Reformer;Roi;König;;Rey;;;;;;;;;x
traditionalist;Traditionalist;Roi;König;;Rey;;;;;;;;;x
reformer_desc;You are dedicated to reforming your religiously backward country;Roi;König;;Rey;;;;;;;;;x
traditionalist_desc;You are decicated to preserving the traditions of the Celtic church and resisting integration with the Catholic world;Roi;König;;Rey;;;;;;;;;x
high_king;High King;Roi;König;;Rey;;;;;;;;;x
high_king_desc;The petty kings of Ireland have acknowledged you as High King;Roi;König;;Rey;;;;;;;;;x
cistercian;White Monk;Roi;König;;Rey;;;;;;;;;x
cistercian_desc;A reformed monk of the Cistercian Order, also called the White Monks;Roi;König;;Rey;;;;;;;;;x
tironensian;Grey Monk;Roi;König;;Rey;;;;;;;;;x
tironensian_desc;A reformed monk of the Tironensian Order, also called the Grey Monks;Roi;König;;Rey;;;;;;;;;x
scottish_new;Scottish;Scottish;Scottish;;Scottish;;;;;;;;;x
#scottish;Gaelic;Gaelic;Gaelic;;Gaelic;;;;;;;;;x
cumbrian;Cumbrian;Gaelic;Gaelic;;Gaelic;;;;;;;;;x
#norsegael;Norse-Gael;Norse-Gael;Norse-Gael;;Norse-Gael;;;;;;;;;x
