# Regular Control Policy ;;;;;;;;;;;;;x
clanic_centralization_desc;The level of control the overlord exercises on the realm's diverse clans and tribes determines how a new ruler is chosen, how much authority the overlord has on heads of clans and tribes and his ability to make centralized decisions for the realm. Less control also means the overlord should not control too large a demesne, but the realm can accommodate a larger number of autonomous chieftains.\n\nThe two main conditions to tightening control over tribes and clans are:\n- favorable disposition of one of the three influential classes: warriors, merchants or priests\n- personal leadership skills of the overlord.;;;;;;;;;;;;;x
clanic_centralization_0;Autonomous Clans and Tribes;;;;;;;;;;;;;x
clanic_centralization_0_option;None;;;;;;;;;;;;;x
clanic_centralization_0_desc;The overlord has almost no authority on clans and tribes of the realm. Local chieftains think of themselves as almost independent rulers. They recognize their overlord only as a mere primus inter pares, to whom not much more is due than a vague and symbolic allegiance. They expect their overlord to retain a private demesne not larger than theirs. But as they benefit greatly from decentralized governance, they are ready to fight hard alongside their overlord against invaders threatening their tribal liberties.\n;;;;;;;;;;;;;x
clanic_centralization_0_effect_1;Available succession law limited to §YElective Gavelkind§!.\n;;;;;;;;;;;;;x
clanic_centralization_0_effect_2;If a non-tribal ruler declares war on the realm, the overlord will become §YDefenser of Tribal Liberties§!: tribes and clans will provide §Ymassive§! additional support for the duration of the war.\n;;;;;;;;;;;;;x
clanic_centralization_1;Minor Control on Clans and Tribes;;;;;;;;;;;;;x
clanic_virtues_tooltip_1;Clanic leadership requirements:\n- Has at least §Y1 Tribal virtue§!:\nJust / Ambitious / Brave / Diligent / Gregarious / Proud / Strong, Brawny or Master Warrior /\n- Has no more than §Y3 Tribal faults§!:\nArbitrary / Content / Craven / Slothful / Shy / Humble / Weak or Feeble /\n;;;;;;;;;;;;;x
clanic_centralization_1_option;Minor;;;;;;;;;;;;;x
clanic_centralization_1_desc;Enjoying a limited level of authority, local chieftains may recognize as their obligations to pay a symbolic tribute and to send a few warriors to fight in their liege's wars. They expect their overlord to retain only a limited private demesne. But as they benefit from decentralized governance, they are ready to provide significant support to their overlord against invaders threatening their tribal liberties.\n;;;;;;;;;;;;;x
clanic_centralization_1_effect_1;Available succession law limited to §YGavelkind§!.\n;;;;;;;;;;;;;x
clanic_centralization_1_effect_2;If a non-tribal ruler declares war on the realm, the overlord will become §YDefenser of Tribal Liberties§!: tribes and clans will provide §Ysignificant§! additional support for the duration of the war.\n;;;;;;;;;;;;;x
clanic_disposition_tooltip_1;At least one out of Martial, Mercantile or Clerical §YDisposition§! is §YInterested§!, §YRespectful§!, §YLoyal§! or §YDevoted§!.\n;;;;;;;;;;;;;x
clanic_centralization_2;Moderate Control on Clans and Tribes;;;;;;;;;;;;;x
clanic_virtues_tooltip_2;§YClanic Leadership§! requirements:\n- Has at least §Y2 Tribal virtues§!:\nJust / Ambitious / Brave / Diligent / Gregarious / Proud / Strong, Brawny or Master Warrior /\n- Has no more than §Y2 Tribal faults§!:\nArbitrary / Content / Craven / Slothful / Shy / Humble / Weak or Feeble /\n;;;;;;;;;;;;;x
clanic_centralization_2_option;Moderate;;;;;;;;;;;;;x
clanic_centralization_2_desc;With a moderate amount of control established, local chieftains recognize more discretionary power for their overlord, while still retaining a large autonomy. As they benefit from this relatively decentralized governance, they are ready to provide some support to their overlord against invaders threatening their tribal liberties.\n;;;;;;;;;;;;;x
clanic_centralization_2_effect_1;Available succession law limited to §YGavelkind§!.\n;;;;;;;;;;;;;x
clanic_centralization_2_effect_2;If a non-tribal ruler declares war on the realm, the overlord will become §YDefenser of Tribal Liberties§!: tribes and clans will provide §Ymarginal§! additional support for the duration of the war.\n;;;;;;;;;;;;;x
clanic_disposition_tooltip_2;At least one out of Martial, Mercantile or Clerical §YDisposition§! is §YRespectful§!, §YLoyal§! or §YDevoted§!.\n;;;;;;;;;;;;;x
clanic_virtues_tooltip_3;§YClanic Leadership§! requirements:\n- Has at least §Y3 Tribal virtues§!:\nJust / Ambitious / Brave / Diligent / Gregarious / Proud / Strong, Brawny or Master Warrior /\n- Has no more than §Y1 Tribal faults§!:\nArbitrary / Content / Craven / Slothful / Shy / Humble / Weak or Feeble /\n;;;;;;;;;;;;;x
clanic_centralization_3;Federation of Clans and Tribes;;;;;;;;;;;;;x
clanic_centralization_3_option;Federal;;;;;;;;;;;;;x
clanic_centralization_3_desc;At this level of control, clans and tribes recognize an institutionalized form of power beyond the immediate oath to their overlord, and they are willing to get actively involved in choosing their next liege. No ruler from outside the federation may legally inherit land controled by the federation. The overlord now reserves the right to demand clans and tribes to cease most of their internal feuding. They acknowledge their overlord's legitimate entitlement to rule directly a large private demesne.\n;;;;;;;;;;;;;x
clanic_centralization_3_effect_1;Available succession laws include §YTanistry§! and §YGavelkind§!.\n;;;;;;;;;;;;;x
clanic_disposition_tooltip_3;At least one out of Martial, Mercantile or Clerical §YDisposition is §YLoyal§! or §YDevoted§!.\n;;;;;;;;;;;;;x
clanic_virtues_tooltip_4;§YClanic Leadership§! requirements:\n- Has at least §Y4 Tribal virtues§!:\nJust / Ambitious / Brave / Diligent / Gregarious / Proud / Strong, Brawny or Master Warrior /\n- Has §Yno Tribal fault:\nArbitrary / Content / Craven / Slothful / Shy / Humble / Weak or Feeble /\n;;;;;;;;;;;;;x
clanic_centralization_4;Integrated Clans and Tribes;;;;;;;;;;;;;x
clanic_centralization_4_desc;With this level of control, clans and tribes recognize that they belong to an institutionalized State, mirroring the power structure of the great Empires of old. The overlord is now able to demand the leaders of clans and tribes to give up their position, he can impose relatively stable succession laws and he may even create an imperial administration if he succeeds to rule over an empire. The overlord  enforces the sole right to engage war over all the realm's clans and tribes.\n;;;;;;;;;;;;;x
clanic_centralization_4_effect_1;Available succession laws include §YSeniority§!, §YFeudal Elective§!, §YOpen§!, §YTanistry§! and §YGavelkind§!.\n;;;;;;;;;;;;;x
clanic_centralization_4_effect_2;May instate §YAbsolute Rule§! towards Council Power.\n;;;;;;;;;;;;;x
clanic_centralization_4_effect_3;May instate §YBalanced Crown Sovereignty§! on Hereditary Titles.\n;;;;;;;;;;;;;x
clanic_centralization_4_effect_4;May instate §YImperial Administration§! if authority is 2,000 or higher.\n;;;;;;;;;;;;;x
clanic_centralization_4_option;Integrated;;;;;;;;;;;;;x
clanic_disposition_tooltip_4;At least one out of Martial, Mercantile or Clerical §YDisposition§! is §YDevoted§!.\n;;;;;;;;;;;;;x
clanic_virtues_tooltip_5;§YClanic Leadership§! requirements:\n- Has at least §Y5 Tribal virtues§!:\nJust / Ambitious / Brave / Diligent / Gregarious / Proud / Strong, Brawny or Master Warrior /\n- Has no Tribal fault: Arbitrary / Content / Craven / Slothful / Shy / Humble / Weak or Feeble /\n;;;;;;;;;;;;;x
# Provincial modifiers events: Martial ;;;;;;;;;;;;;x
clanic_martial_disposition_province_2;Respectful Warriors;;;;;;;;;;;;;x
clanic_martial_disposition_province_3;Loyal Warriors;;;;;;;;;;;;;x
clanic_martial_disposition_province_4;Devoted Warriors;;;;;;;;;;;;;x
EVTDESCclanic_martial_province.40;Warriors in [Root.GetName] are now devoted supporters to my rule. A much larger number of warriors will willingly defend the province and join my wars.;;;;;;;;;;;;;x
EVTOPTclanic_martial_province.40;Excellent!;;;;;;;;;;;;;x
EVTDESCclanic_martial_province.30;Warriors in [Root.GetName] are now loyal supporters to my rule. More of them will willingly defend the province and join my wars.;;;;;;;;;;;;;x
EVTOPTclanic_martial_province.30;Good;;;;;;;;;;;;;x
EVTDESCclanic_martial_province.20;Warriors in [Root.GetName] are now respectful supporters to my rule. Slightly more of them will willingly defend the province and join my wars.;;;;;;;;;;;;;x
EVTOPTclanic_martial_province.20;Encouraging...;;;;;;;;;;;;;x
EVTDESCclanic_martial_province.41;Warriors in [Root.GetName] are no longer devoted supporters to my rule. Less warriors will willingly defend the province and join my wars.;;;;;;;;;;;;;x
EVTOPTclanic_martial_province.41;They are still loyal me, though.;;;;;;;;;;;;;x
EVTDESCclanic_martial_province.31;Warriors in [Root.GetName] are no longer loyal supporters to my rule. Less warriors will willingly defend the province and join my wars.;;;;;;;;;;;;;x
EVTOPTclanic_martial_province.31;They still have respect for me, though.;;;;;;;;;;;;;x
EVTDESCclanic_martial_province.21;Warriors in [Root.GetName] are no longer respectful supporters to my rule. Less warriors will willingly defend the province and join my wars.;;;;;;;;;;;;;x
EVTOPTclanic_martial_province.21;They still have some interest in my rule, though.;;;;;;;;;;;;;x
# Provincial modifiers events: Mercantile ;;;;;;;;;;;;;x
clanic_mercantile_disposition_province_2;Respectful Merchants;;;;;;;;;;;;;x
clanic_mercantile_disposition_province_3;Loyal Merchants;;;;;;;;;;;;;x
clanic_mercantile_disposition_province_4;Devoted Merchants;;;;;;;;;;;;;x
EVTDESCclanic_mercantile_province.40;Affluent Merchants in [Root.GetName] are now devoted supporters to my rule. They will willingly contribute a large share of their income as taxes and will generously support local development.;;;;;;;;;;;;;x
EVTOPTclanic_mercantile_province.40;Excellent!;;;;;;;;;;;;;x
EVTDESCclanic_mercantile_province.30;Affluent Merchants in [Root.GetName] are now loyal supporters to my rule. They will willingly contribute a significant share of their income as taxes and will actively support local development.;;;;;;;;;;;;;x
EVTOPTclanic_mercantile_province.30;Good;;;;;;;;;;;;;x
EVTDESCclanic_mercantile_province.20;Affluent Merchants in [Root.GetName] are now respectful supporters to my rule. They will contribute a small share of their income as taxes and will provide some support to local development.;;;;;;;;;;;;;x
EVTOPTclanic_mercantile_province.20;Encouraging...;;;;;;;;;;;;;x
EVTDESCclanic_mercantile_province.41;Affluent Merchants in [Root.GetName] are no longer devoted supporters to my rule. They will contribute less of their income as taxes and reduce their involvement in local development.;;;;;;;;;;;;;x
EVTOPTclanic_mercantile_province.41;They are still loyal me, though.;;;;;;;;;;;;;x
EVTDESCclanic_mercantile_province.31;Affluent Merchants in [Root.GetName] are no longer loyal supporters to my rule. They will contribute less of their income as taxes and reduce their involvement in local development.;;;;;;;;;;;;;x
EVTOPTclanic_mercantile_province.31;They still have respect for me, though.;;;;;;;;;;;;;x
EVTDESCclanic_mercantile_province.21;Affluent Merchants in [Root.GetName] are no longer respectful supporters to my rule. They will contribute less of their income as taxes and reduce their involvement in local development.;;;;;;;;;;;;;x
EVTOPTclanic_mercantile_province.21;They still have some interest in my rule, though.;;;;;;;;;;;;;x
# Provincial modifiers events: Clerical ;;;;;;;;;;;;;x
clanic_clerical_disposition_province_2;Respectful Clergy;;;;;;;;;;;;;x
clanic_clerical_disposition_province_3;Loyal Clergy;;;;;;;;;;;;;x
clanic_clerical_disposition_province_4;Devoted Clergy;;;;;;;;;;;;;x
EVTDESCclanic_clerical_province.40;Influential priests in [Root.GetName] are now devoted supporters to my rule. They will greatly stabilize the province, strengthen my spiritual aura and spead knowledge to remote areas.;;;;;;;;;;;;;x
EVTOPTclanic_clerical_province.40;Excellent!;;;;;;;;;;;;;x
EVTDESCclanic_clerical_province.30;Influential priests in [Root.GetName] are now loyal supporters to my rule. They will stabilize the province, strengthen my spiritual aura and spead knowledge to remote areas.;;;;;;;;;;;;;x
EVTOPTclanic_clerical_province.30;Good;;;;;;;;;;;;;x
EVTDESCclanic_clerical_province.20;Influential priests in [Root.GetName] are now respectful supporters to my rule. They will somehow stabilize the province, strengthen my spiritual aura and spead knowledge to remote areas.;;;;;;;;;;;;;x
EVTOPTclanic_clerical_province.20;Encouraging...;;;;;;;;;;;;;x
EVTDESCclanic_clerical_province.41;Influential priests in [Root.GetName] are no longer devoted supporters to my rule. They will reduce their involvement in stabilizing the province, strengthening my spiritual aura and speading knowledge to remote areas.;;;;;;;;;;;;;x
EVTOPTclanic_clerical_province.41;They are still loyal me, though.;;;;;;;;;;;;;x
EVTDESCclanic_clerical_province.31;Influential priests in [Root.GetName] are no longer loyal supporters to my rule. They will reduce their involvement in stabilizing the province, strengthening my spiritual aura and speading knowledge to remote areas.;;;;;;;;;;;;;x
EVTOPTclanic_clerical_province.31;They still have respect for me, though.;;;;;;;;;;;;;x
EVTDESCclanic_clerical_province.21;Influential priests in [Root.GetName] are no longer respectful supporters to my rule. They will reduce their involvement in stabilizing the province, strengthening my spiritual aura and speading knowledge to remote areas.;;;;;;;;;;;;;x
EVTOPTclanic_clerical_province.21;They still have some interest in my rule, though.;;;;;;;;;;;;;x
# Tribal "Defense of Tribal Liberty" system;;;;;;;;;;;;;x
EVTDESCclanic_defense.0;My realm's clans and tribes are autonomous, and I have almost no authority on them in normal circumstances. But with the current war, chiefs as well as common folk fear for their precious liberty. They rally to my banners to defend their land and their ancestral lifestyle!;;;;;;;;;;;;;x
EVTOPTclanic_defense.0;Follow me, for freedom and glory!;;;;;;;;;;;;;x
clanic_defense_0;Defender of Tribal Liberties;;;;;;;;;;;;;x
clanic_defense_0_desc;Chiefs as well as common folk have rallied to my banners to defend their land and their ancestral lifestyle.;;;;;;;;;;;;;x
EVTDESCclanic_defense.1;I have only limited authority on clans and tribes of the realm in normal circumstances. But with the current war, chiefs as well as common folk fear for their precious liberty. They rally to my banners to defend their land and their ancestral lifestyle!;;;;;;;;;;;;;x
EVTOPTclanic_defense.1;Follow me, for freedom and glory!;;;;;;;;;;;;;x
clanic_defense_1;Defender of Tribal Liberties;;;;;;;;;;;;;x
clanic_defense_1_desc;Chiefs as well as common folk have rallied to my banners to defend their land and their ancestral lifestyle.;;;;;;;;;;;;;x
EVTDESCclanic_defense.2;I have moderate authority on clans and tribes of the realm. But with the current war, chiefs as well as common folk fear for their precious liberty. They rally to my banners to defend their land and their ancestral lifestyle!;;;;;;;;;;;;;x
EVTOPTclanic_defense.2;Follow me, for freedom and glory!;;;;;;;;;;;;;x
clanic_defense_2;Defender of Tribal Liberties;;;;;;;;;;;;;x
clanic_defense_2_desc;Chiefs as well as common folk have rallied to my banners to defend their land and their ancestral lifestyle.;;;;;;;;;;;;;x
EVTDESCclanic_defense.3;As I defend the realm against invaders threatening our lifestyle, warriors from a settlement in [Root.GetName] have gathered into a small warband, and offer to fight by my side at their own expense. Any effort is welcome, but the emergence of autonomous tribal warbands tends to restrain my authority.;;;;;;;;;;;;;x
EVTOPTBclanic_defense.3;Thanks, I will win this war for you.;;;;;;;;;;;;;x
EVTOPTAclanic_defense.3;Victory shall be ours!;;;;;;;;;;;;;x
EVTDESCclanic_defense.9;Tribal chiefs had rallied to my banners to defend their land and their ancestral lifestyle. With the war over, they go back to their usual squabblings. But the role I played in defending our realm is not forgotten, and they realize the importance of having a leader above them...;;;;;;;;;;;;;x
EVTOPTclanic_defense.9;To lead them is my duty;;;;;;;;;;;;;x
clanic_defense_90_desc;Tribal chiefs remember the role I played to defend their liberties.;;;;;;;;;;;;;x
clanic_defense_90;Recent Defender of Tribal Liberties;;;;;;;;;;;;;x
clanic_defense_91_desc;Tribal chiefs remember the role I played to defend their liberties.;;;;;;;;;;;;;x
clanic_defense_91;Recent Defender of Tribal Liberties;;;;;;;;;;;;;x
clanic_defense_92_desc;Tribal chiefs remember the role I played to defend their liberties.;;;;;;;;;;;;;x
clanic_defense_92;Recent Defender of Tribal Liberties;;;;;;;;;;;;;x
clanic_defense_0_commander;Honored Warlord;;;;;;;;;;;;;x
clanic_defense_0_commander_desc;The present circumstances require a talented warlord, and you appear to be precisely that leader. Your warriors know you can defeat the invader. They will follow you to win this war!;;;;;;;;;;;;;x
clanic_defense_1_commander;Trusted Warlord;;;;;;;;;;;;;x
clanic_defense_1_commander_desc;The present circumstances require a talented warlord, and you appear to be precisely that leader. Your warriors trust your ability to defend against the invader. They rely on you to win this war!;;;;;;;;;;;;;x
clanic_defense_2_commander;Acknowledged Warlord.;;;;;;;;;;;;;x
clanic_defense_2_commander_desc;The present circumstances require a talented warlord, and you appear to be precisely that leader. Your warriors put faith in your ability to defend against the invader, and expect you to bring them victory!;;;;;;;;;;;;;x
# Military Policy ;;;;;;;;;;;;;x
militarypolicy;Military Policy;;;;;;;;;;;;;x
militarypolicy_desc;The Military Policy of the Crown determines how much men your vassals are obliged to give as well as the efficiency in regrouping the host.;;;;;;;;;;;;;x
militarypolicy_0;No Military Policy;;;;;;;;;;;;;x
militarypolicy_0_option;None;;;;;;;;;;;;;x
militarypolicy_0_desc;At this level, the provision of levies is mostly dependent on the whims of the vassals themselves.;;;;;;;;;;;;;x
militarypolicy_1;Minor Military Policy;;;;;;;;;;;;;x
militarypolicy_1_option;Minor;;;;;;;;;;;;;x
militarypolicy_1_desc;At this level, the crown establishes some level of control in the training and recruitment of the levies.;;;;;;;;;;;;;x
militarypolicy_2;Moderate Military Policy;;;;;;;;;;;;;x
militarypolicy_2_option;Moderate;;;;;;;;;;;;;x
militarypolicy_2_desc;At this level, the Crown establishes better control in recruiting levies and their training.;;;;;;;;;;;;;x
militarypolicy_3;High Military Policy;;;;;;;;;;;;;x
militarypolicy_3_option;High;;;;;;;;;;;;;x
militarypolicy_3_desc;At this level, the Crown establishes enough regulations to allow even but a few men to be recruited despite their lord's wishes, as well as training the men to reorganize better.;;;;;;;;;;;;;x
militarypolicy_4;Maximum Military Policy;;;;;;;;;;;;;x
militarypolicy_4_option;Max;;;;;;;;;;;;;x
militarypolicy_4_desc;At this level, the Crown asserts its authority enough to recruit a minimum amount of men for most scenarios as well as improved reorganization of the men.;;;;;;;;;;;;;x
# Economic Policy ;;;;;;;;;;;;;x
economicpolicy;Economic Policy;;;;;;;;;;;;;x
economicpolicy_desc;The Economic Policy of the Crown determines how much gold your vassals are obliged to give you as well as the productive efficiency of the realm.;;;;;;;;;;;;;x
economicpolicy_0;No Economic Policy;;;;;;;;;;;;;x
economicpolicy_0_option;None;;;;;;;;;;;;;x
economicpolicy_0_desc;At this level, the Crown is inefficient in imposing taxation upon its vassals.;;;;;;;;;;;;;x
economicpolicy_1;Minor Economic Policy;;;;;;;;;;;;;x
economicpolicy_1_option;Minor;;;;;;;;;;;;;x
economicpolicy_1_desc;While still inefficient in taxing its vassals, new policies reduce the severity as well as improving economic productivity for the realm.;;;;;;;;;;;;;x
economicpolicy_2;Moderate Economic Policy;;;;;;;;;;;;;x
economicpolicy_2_option;Moderate;;;;;;;;;;;;;x
economicpolicy_2_desc;At this level. the Crown is able to tax its vassals as is rightfully due, as well as further improving economic productivity..;;;;;;;;;;;;;xw
economicpolicy_3;High Economic Policy;;;;;;;;;;;;;x
economicpolicy_3_option;High;;;;;;;;;;;;;x
economicpolicy_3_desc;The Crown's improved policies allows further taxation than usual as well as improving economic productivity even further.;;;;;;;;;;;;;x
economicpolicy_4;Maximum Economic Policy;;;;;;;;;;;;;x
economicpolicy_4_option;Max;;;;;;;;;;;;;x
economicpolicy_4_desc;At this level, the Crown is able to maximize taxation that it could legally impose as well as greatly improving economic productivity of the realm.;;;;;;;;;;;;;x
# General Category Laws;;;;;;;;;;;;;;x
feudal_slider;Noble Emphasis;;;;;;;;;;;;;x
feudal_slider_desc;Noble Emphasis determines the degree by which your feudal vassals contribute either levies or taxes.;;;;;;;;;;;;;x
feudal_slider_0;Martial Emphasis for Nobles;;;;;;;;;;;;;x
feudal_slider_0_option;Martial;;;;;;;;;;;;;x
feudal_slider_0_desc;Martial Emphasis stresses out maximizing their obligation to send you men in exchange for being mostly exempt from taxation.;;;;;;;;;;;;;x
feudal_slider_1;Levy Emphasis for Nobles;;;;;;;;;;;;;x
feudal_slider_1_option;Levies;;;;;;;;;;;;;x
feudal_slider_1_desc;Levy Emphasis puts precedence on feudal vassals providing men in lieu of money.;;;;;;;;;;;;;x
feudal_slider_2;Balanced Emphasis for Nobles;;;;;;;;;;;;;x
feudal_slider_2_option;Balanced;;;;;;;;;;;;;x
feudal_slider_2_desc;Balanced Emphasis means your feudal vassals attempt to strike a balance in the amount of men they provide you and taxes they contribute.;;;;;;;;;;;;;x
feudal_slider_3;Taxation Emphasis for Nobles;;;;;;;;;;;;;x
feudal_slider_3_option;Taxation;;;;;;;;;;;;;x
feudal_slider_3_desc;Taxation Emphasis results in your feudal vassals providing less men than they normally would be obliged to in exchange for providing more taxes than usual.;;;;;;;;;;;;;x
feudal_slider_4;Mercantile Emphasis for Nobles;;;;;;;;;;;;;x
feudal_slider_4_option;Mercantile;;;;;;;;;;;;;x
feudal_slider_4_desc;Mercantile Emphasis further results in your feudal vassals providing even less men than the norm in exchange for providing even more taxes than is regular..;;;;;;;;;;;;;x
feudal_obligations;Noble Demands;;;;;;;;;;;;;x
feudal_obligations_desc;Vassal Demands indicate how strict or relaxed the realm is in enforcing lawful obligations, whether towards the hosts or coffers of the realm..;;;;;;;;;;;;;x
feudal_obligations_0;Lax Demands on Nobles;;;;;;;;;;;;;x
feudal_obligations_0_option;Lax;;;;;;;;;;;;;x
feudal_obligations_0_desc;Lax Demands are when the realm barely obligates its vassals to provide their lawful share, a state which vassals approve of as it means more power retained for them.;;;;;;;;;;;;;x
feudal_obligations_1;Lenient Demands on Nobles;;;;;;;;;;;;;x
feudal_obligations_1_option;Lenient;;;;;;;;;;;;;x
feudal_obligations_1_desc;Lenient Demands show that the realm is slightly relaxed when collecting men and money from its vassals, which vassals like as they have slightly more power retained for them.;;;;;;;;;;;;;x
feudal_obligations_2;Lawful Demands on Nobles;;;;;;;;;;;;;x
feudal_obligations_2_option;Lawful;;;;;;;;;;;;;x
feudal_obligations_2_desc;Lawful Demands means the realm requires its vassals to provide exactly what the laws call for, neither more nor less, a fair state of affairs.;;;;;;;;;;;;;x
feudal_obligations_3;Heavy Demands on Nobles;;;;;;;;;;;;;x
feudal_obligations_3_option;Heavy;;;;;;;;;;;;x
feudal_obligations_3_desc;Heavy Demands causes the realm to demand its vassals to provide more than what is lawfully asked of them, a state vassals naturally disapprove of.;;;;;;;;;;;;;x
feudal_obligations_4;Harsh Demands on Nobles;;;;;;;;;;;;;x
feudal_obligations_4_option;Harsh;;;;;;;;;;;;;x
feudal_obligations_4_desc;Harsh Demands makes the realm outright demand their vassals to provide much more than what they are lawfully required to provide, a state of affairs which vassals despise for obvious reasons.;;;;;;;;;;;;;x
city_slider;Merchant Emphasis;;;;;;;;;;;;;x
city_slider_desc;Mercantile Emphasis determines the degree by which your city vassals contribute either soldiers or scutage.;;;;;;;;;;;;;x
city_slider_0;Martial Emphasis for Merchants;;;;;;;;;;;;;x
city_slider_0_option;Martial;;;;;;;;;;;;;x
city_slider_0_desc;Martial Emphasis stresses out city vassals providing as much soldiery as they can provide in exhange for highly reduced taxation.;;;;;;;;;;;;;x
city_slider_1;Levy Emphasis for Merchants;;;;;;;;;;;;;x
city_slider_1_option;Levies;;;;;;;;;;;;;x
city_slider_1_desc;Levy Emhasis puts precedence on city vassals providing more levies in exchange for lowered taxes.;;;;;;;;;;;;;x
city_slider_2;Balanced Emphasis for Merchants;;;;;;;;;;;;;x
city_slider_2_option;Balanced;;;;;;;;;;;;;x
city_slider_2_desc;Balanced Emphasis means your city vassals attempt to strike a balance in the amount of soldiers they provide you and scutage and taxes to compensate..;;;;;;;;;;;;;x
city_slider_3;Taxation Emphasis for Merchants;;;;;;;;;;;;;x
city_slider_3_option;Taxation;;;;;;;;;;;;;x
city_slider_3_desc;Taxation Emphasis results in your city vassals remitting their income from taxation in exchange for providing fewer soldiers.;;;;;;;;;;;;;x
city_slider_4;Mercantile Emphasis for Merchants;;;;;;;;;;;;;x
city_slider_4_option;Mercantile;;;;;;;;;;;;;x
city_slider_4_desc;Mercantile Emphasis furthers the amount of income city vassals have to remit in exchange for being mostly exempted from providing soldiers.;;;;;;;;;;;;;x
city_obligations;Merchant Demands;;;;;;;;;;;;;x
city_obligations_desc;Vassal Demands indicate how strict or relaxed the realm is in enforcing lawful obligations, whether towards the hosts or coffers of the realm..;;;;;;;;;;;;;x
city_obligations_0;Lax Demands on Merchants;;;;;;;;;;;;;x
city_obligations_0_option;Lax;;;;;;;;;;;;;x
city_obligations_0_desc;Lax Demands are when the realm barely obligates its vassals to provide their lawful share, a state which vassals approve of as it means more power retained for them.;;;;;;;;;;;;;x
city_obligations_1;Lenient Demands on Merchants;;;;;;;;;;;;;x
city_obligations_1_option;Lenient;;;;;;;;;;;;;x
city_obligations_1_desc;Lenient Demands show that the realm is slightly relaxed when collecting men and money from its vassals, which vassals like as they have slightly more power retained for them.;;;;;;;;;;;;;x
city_obligations_2;Lawful Demands on Merchants;;;;;;;;;;;;;x
city_obligations_2_option;Lawful;;;;;;;;;;;;;x
city_obligations_2_desc;Lawful Demands means the realm requires its vassals to provide exactly what the laws call for, neither more nor less, a fair state of affairs.;;;;;;;;;;;;;x
city_obligations_3;Heavy Demands on Merchants;;;;;;;;;;;;;x
city_obligations_3_option;Heavy;;;;;;;;;;;;x
city_obligations_3_desc;Heavy Demands causes the realm to demand its vassals to provide more than what is lawfully asked of them, a state vassals naturally disapprove of.;;;;;;;;;;;;;x
city_obligations_4;Harsh Demands on Merchants;;;;;;;;;;;;;x
city_obligations_4_option;Harsh;;;;;;;;;;;;;x
city_obligations_4_desc;Harsh Demands makes the realm outright demand their vassals to provide much more than what they are lawfully required to provide, a state of affairs which vassals despise for obvious reasons.;;;;;;;;;;;;;x
temple_slider;Clergy Emphasis;;;;;;;;;;;;;x
temple_slider_desc;Clergy Emphasis determines the degree the by which your temple vassals contribute either men or money.;;;;;;;;;;;;;x
temple_slider_0;Martial Emphasis for Clergy;;;;;;;;;;;;;x
temple_slider_0_option;Martial;;;;;;;;;;;;;x
temple_slider_0_desc;Martial Emphasis stresses out maximizing the number of men temple vassals provide the liege in exchange for keeping most of the money for themselves.;;;;;;;;;;;;;x
temple_slider_1;Levy Emphasis for Clergy;;;;;;;;;;;;;x
temple_slider_1_option;Levies;;;;;;;;;;;;;x
temple_slider_1_desc;Levy Emphasis puts precedence in a larger number of men in exchange for providing less money to the realm..;;;;;;;;;;;;;x
temple_slider_2;Balanced Emphasis for Clergy;;;;;;;;;;;;;x
temple_slider_2_option;Balanced;;;;;;;;;;;;;x
temple_slider_2_desc;Balanced Emphasis  means your temple vassals attempt to provide an proportionally equivalent amount of men and money to the realm.;;;;;;;;;;;;;x
temple_slider_3;Taxation Emphasis for Clergy;;;;;;;;;;;;;x
