#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
tall_desc;This character is of freakishly tall and impressive stature.;Ce personnage est d’une stature aussi impressionnante qu’inhabituelle ;Dieser Charakter ist von ungewöhnlich hoher und eindrucksvoller Statur.;This character is of unusually tall and impressive stature.;This character is of unusually tall and impressive stature.;;;;;;;;;x
crusade_war;Crusade;Guerre de la Foi;Kreuzzug;Crusade;Crusade;;;;;;;;;x
crusade_war_desc;Defending against a Crusade allows us to call on more troops from our vassals.;Se défendre contre une guerre de la Foi permet de lever d’avantage de troupes chez nos vassaux;Defending against a Crusade allows us to call on more troops from our vassals.;Gegen einen Kreuzzug zu verteidigen erlaubt uns mehr Truppen von unseren Vasallen aufzurufen.;Defending against a Crusade allows us to call on more troops from our vassals.;;;;;;;;;x
vassal_ruler;Local Levies;Levées locales;Lokale Aushebungen;Local Levies;Local Levies;;;;;;;;;x
vassal_ruler_desc;Our relatively low rank gives us better control over our local vassals, who will supply us with more troops.;Notre rang relativement modeste nous octroie un meilleur contrôle sur nos vassaux locaux, qui vont nous fournir plus de troupes. ;Unser relativ niedriger Stand gibt uns eine bessere Kontrolle über unsere lokalen Vasallen, die uns mit mehr Truppen versorgen werden.;Our relatively low rank gives us better control over our local vassals, who will supply us with more troops.;Our relatively low rank gives us better control over our local vassals, who will supply us with more troops.;;;;;;;;;x
defensive_war;Defensive War;Guerre défensive;Verteidigungskrieg ;Defensive War;Defensive War;;;;;;;;;x
defensive_war_desc;As we are fighting a defensive war, our vassals are obligated to provide us with more troops than they otherwise would.;Comme nous nous battons dans une guerre défensive, nos vassaux sont obligés de nous fournir d'avantage de troupes qu'à l'accoutumé. ;Da wir mit einem Verteidigungskrieg kämpfen, werden unsere Vasallen verpflichtet, uns mit mehr Truppen zu versorgen, als sie sonst würden.;As we are fighting a defensive war, our vassals are obligated to provide us with more troops than they otherwise would.;As we are fighting a defensive war, our vassals are obligated to provide us with more troops than they otherwise would.;;;;;;;;;x
opinion_outraged;Outraged;Outragé;Empört;Outraged;Outraged;;;;;;;;;x
ct_city_levies;City Levies;Levées citadines;Stadt Aushebungen;City Levies;City Levies;;;;;;;;;x
tp_papal_levies;Papal Levies;Levées papales;Päpstliche Aushebungen;Papal Levies;Papal Levies;;;;;;;;;x
ca_order_house;Order House;Maison de l'Ordre;Ordnungshaus;Order House;Order House;;;;;;;;;x
opinion_won_holy_war;Won Holy War;Guerre sainte gagnée;Gewonnener Heiliger Krieg;Won Holy War;Won Holy War;;;;;;;;;x
opinion_job_security_concerns;Council Job Change;Changement de poste au conseil;Ratsjob-Änderung;Council Job Change;Council Job Change;;;;;;;;;x
opinion_martial_ties;Married Close Relative;Marié avec un parent proche;Naher Verwandter geheiratet.;Married Close Relative;Married Close Relative;;;;;;;;;x
not_dejure_liege;Not De Jure Liege;Pas suzerain de jure;Kein De Jure Lehnsherr;Not De Jure Liege;Not De Jure Liege;;;;;;;;;x
not_dejure_liege_desc;This character resents being ruled by a liege who has no natural rights to their land.;Ce personnage en veut à son suzerain qui n'a aucun droits naturels sur ces terres.;Dieser Charakter nimmt übel, durch eine Lehnsherr beherrscht zu werden, der kein natürliches Rechte auf sein Land hat.;This character resents being ruled by a liege who has no natural rights to their land.;This character resents being ruled by a liege who has no natural rights to their land.;;;;;;;;;x
employ_steward;Invite Master of Coin to Court;Inviter un Grand Argentier à la cour;Invite Master of Coin to Court;Invite Master of Coin to Court;Invite Master of Coin to Court;;;;;;;;;x
employ_steward_desc;Invite a promising nobleman to court, to aid with matters of administration.;Inviter un noble prometteur à la cour, afin qu’il vous assiste sur le plan administratif;Laden Sie einen viel versprechenden Adligen in den Rat ein, um in Regierungsangelegenheiten zu helfen.;Invite a promising nobleman to court, to aid with matters of administration.;Invite a promising nobleman to court, to aid with matters of administration.;;;;;;;;;x
employ_chancellor;Invite Master of Laws to Court;Inviter un maître des lois à la cour;Invite Master of Laws to Court;Invite Master of Laws to Court;Invite Master of Laws to Court;;;;;;;;;x
employ_chancellor_desc;Invite a promising nobleman to court, to aid with diplomatic affairs.;Inviter un noble prometteur à la cour, afin qu’il vous assiste sur le plan diplomatique.;Laden Sie einen viel versprechenden Adligen in den Rat ein, um bei diplomatischen Angelegenheiten zu helfen.;Invite a promising nobleman to court, to aid with diplomatic affairs.;Invite a promising nobleman to court, to aid with diplomatic affairs.;;;;;;;;;x
employ_marshal;Invite Master-at-Arms to Court;Inviter un maître d'armes à la Cour.;Invite Master-at-Arms to Court;Invite Master-at-Arms to Court;Invite Master-at-Arms to Court;;;;;;;;;x
employ_marshal_desc;Invite a promising nobleman to court, to help train your armies.;Inviter un noble prometteur à la cour, pour qu’il supervise l’entraînement de vos gens d’armes.;Laden Sie einen viel versprechenden Adligen in den Rat ein, um dabei zu helfen unsere Armee auszubilden.;Invite a promising nobleman to court, to help train your armies.;Invite a promising nobleman to court, to help train your armies.;;;;;;;;;x
employ_spymaster;Invite Master of Whisperers to Court;Inviter un maître des chuchoteurs à la cour;Invite Master of Whisperers to Court;Invite Master of Whisperers to Court;Invite Master of Whisperers to Court;;;;;;;;;x
employ_spymaster_desc;Invite a promising nobleman to court, to help run your spy network.;Inviter un noble prometteur à la cour, pour qu’il supervise votre réseaux d’espions.;Laden Sie einen Hofspitzel in den Rat ein der uns hilft ein Spitzelnetzwerk aufzubauen.;Invite a promising nobleman to court, to help run your spy network.;Invite a promising nobleman to court, to help run your spy network.;Invite a promising nobleman to court, to help run your spy network.;;;;;;;;x
underhanded_rogue;Gruff Diplomat;Diplomate brusque;Schroffer Diplomat;;Gruff Diplomat;;;;;;;;;x
underhanded_rogue_desc;The Gruff Diplomat is a rough but decently effective diplomat.;Le diplomate brusque est un diplomate grossier mais néanmoins efficace.;Der Schroffe Diplomat ist ein rauer, aber sehr wirksamer Diplomat.;;The Gruff Diplomat is a rough but decently effective diplomat.;;;;;;;;;x
controls_antipope;Controls the Anti-Pope;Contrôle de l'Anti-Pape;Kontrolliert den Gegenpapst;Controls the Anti-Pope;Controls the Anti-Pope;;;;;;;;;x
desc_controls_antipope;This character presumes to decide over the affairs of the church despite being a temporal ruler. This attitude could be seen as borderline heretical.;Ce personnage entend prendre des décisions sur les affaires de l'Eglise bien qu'il soit un souverain temporel. Cette attitude peut être considérée comme à la limite de l'orthodoxie. ;Dieser Charakter nimmt sich heraus, um über die Angelegenheiten der Kirche zu entscheiden, trotz, seiner zeitlichen Herschaft. Diese Einstellung könnte als ketzerische Grenzlinie angesehen werden.;This character presumes to decide over the affairs of the church despite being a temporal ruler. This attitude could be seen as borderline heretical.;This character presumes to decide over the affairs of the church despite being a temporal ruler. This attitude could be seen as borderline heretical.;;;;;;;;;x
nick_the_bloody;the Bloody;le Sanglant;der Blutige;the Bloody;the Bloody;;;;;;;;;x
nick_the_quiverfull;Quiverfull;l'Agité;Köchervoll;Quiverfull;Quiverfull;;;;;;;;;x
nick_the_lewd;the Lewd;le Lubrique ;der Unanständige;the Lewd;the Lewd;;;;;;;;;x
nick_the_dwarf;the Dwarf;le Nain;der Zwerg;the Dwarf;the Dwarf;;;;;;;;;x
nick_the_fool;the Fool;le Niais ;der Einfältige;the Fool;the Fool;;;;;;;;;x
plot_kidnap_liege_desc;[From.GetTitledFirstName] has decided that kidnapping is the only way to make [This.GetTitledFirstName] give up some of [This.GetHerHis] land.;[From.GetTitledFirstName] a décidé que l'enlèvement constitue le seul moyen de pousser [This.GetTitledFirstName] à abandonner certaines de ses terres. ;[From.GetTitledFirstName] has decided that kidnapping is the only way to make [This.GetTitledFirstName] give up some of [This.GetHerHis] land.;[From.GetTitledFirstName] has decided that kidnapping is the only way to make [This.GetTitledFirstName] give up some of [This.GetHerHis] land.;[From.GetTitledFirstName] has decided that kidnapping is the only way to make [This.GetTitledFirstName] give up some of [This.GetHerHis] land.;;;;;;;;;x
dishonorable1;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable1_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable2;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable2_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable3;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable3_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable4;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable4_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable5;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable5_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable6;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable6_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable7;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable7_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable8;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable8_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable9;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable9_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable10;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable10_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dyn_dishonorable1;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;;;x
