#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ca_asoiaf_slavepit_1;Tiny Slave Camp;Très petit camp d'esclaves;;;;;;;;;;;;x
slave_desc;This character is a slave, human property, wholely owned by their master.;Ce personnage est un(e) esclave, une propriété, appartenant totalement à son maître. ;;;;;;;;;;;;x
former_slave;Former Slave;Ancien(ne) esclave;;;;;;;;;;;;x
former_slave_desc;This character was once a slave, but, by either force of arms or their master's mercy, has now been set free.;Ce personnage a un jour été un esclave, mais il(elle) a été affranchi, par son maître ou par la force des armes.;;;;;;;;;;;;x
slave_owner;Slave Owner;Propriétaire d'esclave;;;;;;;;;;;;x
slave_owner_desc;This character owns a slave.;Ce personnage possède un esclave.;;;;;;;;;;;;x
slave_trader;Slave Trader;Marchand d'esclaves;;;;;;;;;;;;x
slave_trader_desc;This character not only owns a slave, but buys and sells them, profitting off of human merchandise.;Ce personnage ne fait pas que posséder des esclaves, il en achète et en vend, tirant ainsi profit du trafic humain.;;;;;;;;;;;;x
liberator;Liberator;Libérateur;;;;;;;;;;;;x
liberator_desc;This character is a fanatical opponent of the practice of slavery, seeking to eliminate it from the world by any means necessary.;Ce personnage est un opposant fanatique à l'esclavage et cherche à le faire disparaître de la surface du globe par tous les moyens possibles.;;;;;;;;;;;;x
plot_escape_slavery;Escape Slavery;Echapper à l'esclavage;;;;;;;;;;;;x
plot_escape_slavery_title;Escape Slavery;Echapper à l'esclavage;;;;;;;;;;;;x
plot_escape_slavery_desc;[From.GetBestName] has formed a plot to attempt to escape [From.GetHerHis] shackles and become a free [From.GetManWoman].;[From.GetBestName] a formenté un complot dans le but d'échapper à ses chaînes et à redevenir un(e) [From.GetManWoman] libre.;;;;;;;;;;;;x
slavery;Slavery;Esclavage;;;;;;;;;;;;x
slavery_desc;The practice of slavery can take many forms, and is widespread throughout the world, though it is forbidden by some religions.;L'esclavage peut prendre bien des formes, et sa pratique est attestée dans bien des contrées du monde bien qu'il soit interdit par les religions de Westeros. ;;;;;;;;;;;;x
slavery_0;Slavery Abolished;Eslavage aboli;;;;;;;;;;;;x
slavery_0_option;Illegal;Illégal;;;;;;;;;;;;x
slavery_0_desc;Slavery is strictly illegal in all its forms, and this law is actively enforced.;L'esclavage est strictement interdit, quelque soit sa forme. Cette loi est appliquée et respectée.;;;;;;;;;;;;x
slavery_1;Indentured Servitude;Servitude déguisée;;;;;;;;;;;;x
slavery_1_option;De Facto;De facto;;;;;;;;;;;;x
slavery_1_desc;Slavery is technically illegal, but some 'indentured servants' are slaves in all but name.;L'esclavage est techniquement illégal, mais certains 'serviteurs' sont de véritables esclaves, même s'ils n'en n'ont pas le nom.;;;;;;;;;;;;x
slavery_2;Chattel Slavery;Esclavage;;;;;;;;;;;;x
slavery_2_option;Legal;Legal;;;;;;;;;;;;x
slavery_2_desc;Slavery is fully legal, and slaves are bought and purchased openly in great markets.;L'esclavage est complètement légal, les esclaves sont achetés et vendus dans de grands marchés que l'on ne cherche pas à dissimuler.;;;;;;;;;;;;x
slavery_3;Thralldom;Servage;;;;;;;;;;;;x
slavery_3_option;Thralls;Serf;;;;;;;;;;;;x
slavery_3_desc;Prisoners of war may be taken as slaves, but they may not be traded or purchased, and their children are born free.;Les prisonniers de guerre peuvent être asservis, mais ils ne peuvent pas être vendus ou achetés et leurs enfants naissent libres.;;;;;;;;;;;;x
treaty_breach;Broken Peace Treaties;Traités de paix brisés;;;;;;;;;;;;x
treaty_breach_desc;This nation has broken one or more peace treaties, and is vulnerable to special casus belli.;Cette nation a brisé un ou plusieurs traités de paix et est vulnérable à un casus belli spécial.;;;;;;;;;;;;x
treaty_breach_0;Broke Anti-Slavery Treaty;Briser le traité anti-esclavagiste;;;;;;;;;;;;x
treaty_breach_0_option;Anti-Slavery;Anti-esclavagiste;;;;;;;;;;;;x
treaty_breach_0_desc;[This.GetName] has broken the terms of a peace treaty by illegally instituting the practice of chattel slavery. This makes it a legitimate target for the War of Liberation casus belli. This violation will expire if a War of Liberation is successfully defeated.;[This.GetName] a brisé les termes d'un traité de paix en instituant illégalement la pratique de l'esclavage. Cela en fait une cible légitime pour une guerre de libération. Ce casus belli expirera si une guerre de libération venait à être défaite. ;;;;;;;;;;;;x
treaty_breach_1;Forced to Abolish Slavery;Forcé à abolir l'esclavage;;;;;;;;;;;;x
treaty_breach_1_option;Liberated;Libéré;;;;;;;;;;;;x
treaty_breach_1_desc;[This.GetName] has recently been liberated by another country, being forced to abolish slavery. This makes it a legitimate target for the War of Enslavement casus belli. This violation will expire if a War of Enslavement is successfully defeated.;[This.GetName] a récemment été libéré par un autre pays qui l'a forcé à abolir l'esclavage. Cela en fait une cible légitime pour une guerre d'asservissement. Cette violation expirera si une guerre d'asservissement échoue.;;;;;;;;;;;;x
enter_slave_trade;Enter the Slave Trade;Se lancer dans le commerce d'esclaves;;;;;;;;;;;;x
enter_slave_trade_desc;At present, your family deals only in traditional goods, but there is good money in the slave trade. Perhaps your ships could be put to good use in that market.;Pour l'instant, votre famille ne s'occupe que du commerce des biens et marchandises, mais il y a beaucoup d'argent à se faire dans le commerce des esclaves;;;;;;;;;;;;x
leave_slave_trade;Leave the Slave Trade;Ne plus s'adonner au commerce d'esclaves;;;;;;;;;;;;x
leave_slave_trade_desc;Your ships ply the waters, laden with human cargo, and the fortune it brings is considerable, but can such a thing be right? It does not truly sit easy with you.;Vos bateaux sillonnent les eaux, chargés de cargaisons humaines, et la fortune qu'ils vous rapportent est considérable, mais est-ce un commerce moralement aceptable ? Vous avez du mal a y croire. ;;;;;;;;;;;;x
buy_slave;Buy Slave;Acheter un esclave;;;;;;;;;;;;x
buy_slave_desc;Buy a new slave from a slave trader.;Acheter un nouvel esclave chez un marchand d'esclaves.;;;;;;;;;;;;x
buy_bulk_slaves;Buy Slaves For Your Camps;Acheter des esclaves pour vos camps;;;;;;;;;;;;x
buy_bulk_slaves_desc;Buy one level for your slave camp from a slave trader for 400¤.;Acheter un niveau pour votre camp d'esclaves à un marchand d'esclaves pour 1000 pièces d'or.;;;;;;;;;;;;x
sell_bulk_slaves;Sell Slaves From Your Camps;Vendre des esclaves de vos camps;;;;;;;;;;;;x
sell_bulk_slaves_desc;Sell one level of your slave camp to a slave trader for 400¤.;Vendre un niveau de votre camp d'esclave à un marchand d'esclave pour 1000 pièces d'or.;;;;;;;;;;;;x
free_bulk_slaves;Free Slaves In Your Camps;Libérer des esclaves de vos camps;;;;;;;;;;;;x
free_bulk_slaves_desc;Set one level's worth of slaves in your camps free.;Rendre la liberté à un niveau de votre camps d'esclave.;;;;;;;;;;;;x
toggle_slavery_decisions;Toggle Slave Decisions Menu;Ouvrir le menu de gestion des esclaves;;;;;;;;;;;;x
toggle_slavery_decisions_desc;Display or hide decisions related to Slavery (Manage slave decisions may be displayed at the bottom of the decisions tab).;Afficher les décisions relatives à la gestion de vos esclaves.;;;;;;;;;;;;x
close_slave_management_menu;Close Slave Management Menu;Fermer le menu de gestion des esclaves;;;;;;;;;;;;x
close_slave_management_menu_desc;Hide decisions related to managing your slaves.;Cacher les décisions relatives à la gestion des esclaves;;;;;;;;;;;;x
enslave_prisoner;Enslave Prisoner;Asservir [Root.GetBestName];;;;;;;;;;;;x
enslave_prisoner_desc;So long as [Root.GetBestName] is in your custody, perhaps [Root.GetSheHe] could be put to more practical use than simply rotting in a cell.;Vu que [Root.GetBestName] est sous votre garde, peut-être pourrait-[Root.GetSheHe] servir à autre chose qu'à pourrir dans une cellule. ;;;;;;;;;;;;x
sell_prisoner;Sell Into Slavery;Vendre [Root.GetBestName] en tant qu'esclave;;;;;;;;;;;;x
sell_prisoner_desc;One of your prisoners, [Root.GetBestName] [Root.GetOnlyDynastyName], isn't doing you much good in your dungeons, and nobody would miss [Root.GetHerHim] if [Root.GetSheHe] were to disappear. Perhaps you could get a bit of quick cash for your troubles?;L'un de vos prisonniers, [Root.GetBestName], ne sert pas à grand-chose dans vos donjons, et ne manquera à personne si [Root.GetSheHe] venait à disparaître. Peut-être pourriez vous vous faire un peu d'agent ? ;;;;;;;;;;;;x
sell_slave;Sell Slave;Vendre [Root.GetBestName];;;;;;;;;;;;x
sell_slave_desc;If [Root.GetBestName] [Root.GetOnlyDynastyName] is not serving your needs adequately, perhaps a slave trader would be willing to buy [Root.GetHerHim];Si [Root.GetBestName] ne vous sert à rien, peut-être qu'un marchand d'esclaves voudra l'acheter. ;;;;;;;;;;;;x
lash_slave;Lash Slave;Fouetter [Root.GetBestName];;;;;;;;;;;;x
lash_slave_desc;Have the guards bring [Root.GetBestName] [Root.GetOnlyDynastyName] up from [Root.GetHerHis] quarters and lash [Root.GetHerHim]. You may not have just cause, but sometimes an example must be made.;Ordonner aux gardes de faire sortir [Root.GetBestName] de ses quartiers et de le(a) foutter. Cela n'est peut-être pas juste, mais parfois il faut faire des exemples. ;;;;;;;;;;;;x
breed_slave;Breed Slave;Faire s'accoupler [Root.GetBestName] avec un autre esclave;;;;;;;;;;;;x
breed_slave_desc;Good slaves can be hard to find. Fortunately, slaves are a renewable resource. So you can try and breed [Root.GetBestName] [Root.GetOnlyDynastyName] with another slave.;De bons esclaves peuvent être durs à trouver. Heureusement, les esclaves sont une ressource renouvelable.;;;;;;;;;;;;x
stop_breeding_slave;Stop Breeding Slave;Faire s'accoupler [Root.GetBestName] avec un autre esclave;;;;;;;;;;;;x
stop_breeding_slave_desc;Cancel the breeding between [Root.GetFirstName] and [Root.Spouse.GetFirstName].;De bons esclaves peuvent être durs à trouver. Heureusement, les esclaves sont une ressource renouvelable.;;;;;;;;;;;;x
EVTTOOLTIPSLAVERY0;[This.GetBestName] will be set free.;[This.GetBestName] va être affranchi(e).;;;;;;;;;;;;x
EVTDESCSLAVERY1;Your former slave, [From.GetBestName], has managed to leave your service and is now a free [From.GetManWoman].;Votre ancien esclave, [From.GetBestName], est parvenu à quitter votre service et est maintenant un(e) [From.GetManWoman] libre.;;;;;;;;;;;;x
EVTOPTASLAVERY1;So be it.;Bien.;;;;;;;;;;;;x
EVTDESCSLAVERY100;[From.GetBestName] has arranged to meet with you in the hopes of selling you a new slave, a [FromFrom.Culture.GetName] by the name of [FromFrom.GetFirstName]. [From.GetFirstName] leads [FromFrom.GetHerHim] to you in chains, and allows you to inspect the merchandise.;[From.GetBestName] a arrangé une rencontre avec vous dans l'espoir de vous vendre un(e) nouvel(le) esclave, une(e) [FromFrom.Culture.GetName] répondant au nom de [FromFrom.GetFirstName]. [From.GetFirstName] vous l'amène enchainé(e) et vous permet d'inspecter la marchandise. ;;;;;;;;;;;;x
EVTOPTASLAVERY100;This one isn't even worth the time it took to speak with you!;Il(elle) ne vaut même pas le temps que j'ai perdu à parler avec vous.;;;;;;;;;;;;x
EVTOPTBSLAVERY100;I will buy [FromFrom.GetHerHim] for 15 gold coins.;Je l'achète pour 30 pièces d'or. ;;;;;;;;;;;;x
EVTOPTCSLAVERY100;I will buy [FromFrom.GetHerHim] for 40 gold coins.;Je l'achète pour 80 pièces d'or. ;;;;;;;;;;;;x
EVTOPTDSLAVERY100;I will buy [FromFrom.GetHerHim], and offer more gold to secure [FromFrom.GetHerHim];Je vais l'acheter, et offrir plus d'or pour en être sûr;;;;;;;;;;;;x
EVTOPTESLAVERY100;I will buy [FromFrom.GetHerHim] for 75 gold coins.;Je l'achète pour 150 pièces d'or. ;;;;;;;;;;;;x
EVTOPTESLAVERY100B;I will buy the slave for 75 gold coins.;Je vais acheter l'esclave pour 150 pièces d'or.;;;;;;;;;;;;x
EVTOPTFSLAVERY100;I will buy the slave for 115 gold coins.;Je vais acheter l'esclave pour 225 pièces d'or.;;;;;;;;;;;;x
EVTOPTGSLAVERY100;I will buy the slave for 150 gold coins.;Je vais acheter l'esclave pour 300 pièces d'or.;;;;;;;;;;;;x
EVTOPTHSLAVERY100;I will buy the slave for 225 gold coins.;Je vais acheter l'esclave pour 450 pièces d'or.;;;;;;;;;;;;x
EVTDESCSLAVERY102;You take [From.GetBestName] in chains to meet with a [FromFrom.GetManWoman] by the name of [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName], a wealthy slaver from [FromFrom.Capital.GetName]. [FromFrom.GetSheHeCap] carefully inspects [From.GetFirstName] for over an hour, before finally turning to you and spitting in your face. 'Are you trying to rob me?' [FromFrom.GetSheHe] demands, 'This one is not even worth the time it took to speak with you! I cannot buy [From.GetHerHim].';Vous emmenez [From.GetBestName] enchainé(e) avec vous pour rencontrer un(e) [FromFrom.GetManWoman] nommé(e) [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName], un(e) riche esclavagiste originaire de [FromFrom.Capital.GetName]. [FromFrom.GetSheHeCap] inspecte [From.GetFirstName] sous toutes les coutures pendant plus d'une heure avant de se tourner vers vous, rouge de colère. 'Vous essayez de me voler ?' fini-t-[FromFrom.GetSheHe] par vous demander, 'Cet(te) esclave ne vaut même pas le temps que j'ai perdu à parler avec vous ! Je ne l'achèterai pas.';;;;;;;;;;;;x
EVTOPTASLAVERY102;Then I suppose I'll have to find someone who will.;Bien, alors je suppose que je vais devoir trouver quelqu'un qui voudra. ;;;;;;;;;;;;x
EVTOPTBSLAVERY102;Perhaps I should give up on this after all.;Peut-être que je devrais laisser tomber après tout. ;;;;;;;;;;;;x
EVTDESCSLAVERY10399;You have decided you shall make an offer for the slave, but exactly how much coin shall you offer?;Vous avez décidé de faire une offre pour l'esclave, mais combien de pièces d'or allez-vous offrir exactement ?;;;;;;;;;;;;x
EVTDESCSLAVERY104;You take [From.GetBestName] in chains to meet with a [FromFrom.GetManWoman] by the name of [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName], a wealthy slaver from [FromFrom.Capital.GetName]. [FromFrom.GetSheHeCap] carefully inspects [From.GetFirstName] for over an hour, before finally turning to you, and naming [FromFrom.GetHerHis] price.;Vous emmenez [From.GetBestName] enchainé(e) avec vous pour rencontrer un(e) [FromFrom.GetManWoman] nommé(e) [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName], un(e) riche esclavagiste originaire de [FromFrom.Capital.GetName]. [FromFrom.GetSheHeCap] inspecte [From.GetFirstName] sous toutes les coutures pendant plus d'une heure avant de se tourner vers vous et de vous proposer son prix.;;;;;;;;;;;;x
EVTOPTASLAVERY104;Done. A pleasure doing business with you.;Entendu. C'est un plaisir de faire affaire avec vous.;;;;;;;;;;;;x
EVTOPTBSLAVERY104;Ridiculous! Perhaps some other slaver will offer me a fairer price.;Ridicule ! Peut-être qu'un autre esclavagiste me proposera un meilleur prix.;;;;;;;;;;;;x
EVTOPTCSLAVERY104;Perhaps I should just give up on the whole thing.;Peut-être que je devrais laisser tomber.;;;;;;;;;;;;x
EVTDESCSLAVERY105;[From.GetBestName] hands one end of the slave's chains to you. 'Done,' [From.GetSheHe] says, '[FromFrom.GetSheHeCap] is yours. A pleasure doing business with you.;'[From.GetBestName] vous remet la chaine de l'esclave entre vos mains. 'Entendu,' dit-[From.GetSheHe], '[FromFrom.GetSheHeCap] est à vous. Un plaisir de faire affaire avec vous.';;;;;;;;;;;;x
EVTOPTASLAVERY105;A fine new acquisition!;Une bien belle acquisition !;;;;;;;;;;;;x
EVTDESCSLAVERY106;[From.GetBestName] seems ready to slap you across the face. 'Are you mad? [FromFrom.GetSheHeCap] is easily worth ten times that amount! If you will not pay me a fair price, perhaps some other trader will.';'[From.GetBestName] semble à deux doigts de vous frapper au visage. 'Etes-vous complètement fou(lle) ? [FromFrom.GetSheHeCap] vaut facilement dix fois ce prix ! Si vous ne me payez pas un bon prix, peut-être qu'un autre marchand le fera'.;;;;;;;;;;;;x
EVTOPTASLAVERY106;I suppose you can't win them all.;Je pense qu'on ne peut pas toujours gagner.;;;;;;;;;;;;x
EVTDESCSLAVERY107;You have been informed of horrifying news. One of your vassals, [From.GetBestName], has sold a [FromFrom.GetManWoman] into slavery!;Vous avez reçu une nouvelle terrifiante. L'un de vos vassaux, [From.GetBestName], a vendu un(e) [FromFrom.GetManWoman] comme esclave !;;;;;;;;;;;;x
EVTOPTASLAVERY107;The laws of gods and men forbid such evil.;Les lois des hommes et des dieux interdisent une telle chose.;;;;;;;;;;;;x
EVTDESCSLAVERY108;Unfortunately, it appears that you recent activities have not gone unnoticed. Your liege, [From.GetTitledFirstName], has learned of your illegal dealings with the slaver.;Malheureusement, il semble que vos récentes activités ne sont pas passées inaperçues. Votre suzerain, [From.GetTitledFirstName], a entendu parler de votre marché illégal avec l'esclavagiste.;;;;;;;;;;;;x
EVTOPTASLAVERY108;May [Root.Religion.GetRandomGodName] protect me.;Que [Root.Religion.GetRandomGodName] me protègent.;;;;;;;;;;;;x
EVTDESCSLAVERY110;You have been informed of horrible news! [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] has sold your [GetFromRelation] [From.GetTitledFirstName] into slavery!;Vous avez reçu une nouvelle terrifiante ! [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] a vendu votre [GetFromRelation] [From.GetTitledFirstName] comme esclave !;;;;;;;;;;;;x
EVTOPTASLAVERY110;How dare [FromFrom.GetSheHe]!;Comment a-t-[FromFrom.GetSheHe] osé !;;;;;;;;;;;;x
EVTTOOLTIPSLAVERY152;[This.GetBestName] will be taken to the slave market;[Root.GetBestName] va être emmené(e) au marché aux esclaves;;;;;;;;;;;;x
EVTDESCSLAVERY153;Your guards retrieve [From.GetBestName] from [From.GetHerHis] quarters, scrubbed, bathed, and ready to be presented to the slave trader.;Vos gardes sortent [From.GetBestName] de ses quartiers, nettoyé(e), baigné(e), prêt(e) à être présenté(e) au marché aux esclaves. ;;;;;;;;;;;;x
EVTOPTASLAVERY153;Time to do business.;Il est temps de faire des affaires. ;;;;;;;;;;;;x
EVTOPTBSLAVERY153;On second thought, perhaps I still need [From.GetHerHim] after all.;Hum. En y repensant, j'en aurai peut-être encore besoin...;;;;;;;;;;;;x
EVTDESCSLAVERY200;You have decided to purchase a new slave, and arranged a meeting with a prominent slaver.;Vous avez décidé d'acquérir un nouvel esclave et avez arrangé une rencontre avec un important marchand d'esclaves.;;;;;;;;;;;;x
EVTOPTASLAVERY200;Meet with the slaver;Rencontre avec le marchand d'esclaves;;;;;;;;;;;;x
EVTOPTBSLAVERY200;I've changed my mind.;J'ai changé d'avis.;;;;;;;;;;;;x
EVTTOOLTIPSLAVERY201;shows you [This.GetHerHis] stock;vous montre son stock;;;;;;;;;;;;x
EVTDESCSLAVERY201;You've arranged to meet with [From.GetBestName], a wealthy [From.GetManWoman] from [From.Capital.GetName] who wishes to purchase one of your slaves.;Vous avez arrangé une rencontre avec [From.GetBestName], un(e) [From.GetManWoman] important(e) de [From.Capital.GetName] qui souhaite acheter l'un de vos esclaves. ;;;;;;;;;;;;x
EVTOPTASLAVERY201;Please, choose any one you like!;S'il vous plaît, choisissez celui qui vous convient le mieux !;;;;;;;;;;;;x
EVTDESCSLAVERY202;You arrive at the slave market to meet with [From.GetFirstName] [From.GetOnlyDynastyName], a wealthy slaver from [From.Capital.GetName]. [From.GetSheHeCap] shows you [From.GetHerHis] stock, and asks what kind of slave you wish to buy.;Vous vous rendez au marché aux esclaves pour rencontrer [From.GetFirstName] [From.GetOnlyDynastyName], un important marchand d'esclaves originaire de [From.Capital.GetName]. [From.GetSheHeCap] vous montre son stock et vous demande quel genre d'esclave vous recherchez. ;;;;;;;;;;;;x
EVTOPTASLAVERY202;A new bed-slave for my harem.;Un(e) nouvel(le) esclave de lit pour mon harem. ;;;;;;;;;;;;x
EVTOPTBSLAVERY202;A bodyguard, someone skilled with a blade.;Un garde du corps, quelqu'un qui sait se servir d'une arme.;;;;;;;;;;;;x
EVTOPTCSLAVERY202;A new advisor for my council.;Un nouveau conseiller pour mon conseil.;;;;;;;;;;;;x
