b_banihal;Banihal;Banihal;Banihal;Banihal;Banihal;Banihal;Banihal;Banihal;Banihal;Banihal;Banihal;Banihal;Banihal;x
b_ganderbal;Ganderbal;Ganderbal;Ganderbal;Ganderbal;Ganderbal;Ganderbal;Ganderbal;Ganderbal;Ganderbal;Ganderbal;Ganderbal;Ganderbal;Ganderbal;x
c_jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;x
c_jambupura_adj;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;x
b_jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;Jambupura;x
b_udhampur;Udhampur;Udhampur;Udhampur;Udhampur;Udhampur;Udhampur;Udhampur;Udhampur;Udhampur;Udhampur;Udhampur;Udhampur;Udhampur;x
b_vijay_pur;Vijay Pur;Vijay Pur;Vijay Pur;Vijay Pur;Vijay Pur;Vijay Pur;Vijay Pur;Vijay Pur;Vijay Pur;Vijay Pur;Vijay Pur;Vijay Pur;Vijay Pur;x
b_bani;Bani;Bani;Bani;Bani;Bani;Bani;Bani;Bani;Bani;Bani;Bani;Bani;Bani;x
b_kathua;Kathua;Kathua;Kathua;Kathua;Kathua;Kathua;Kathua;Kathua;Kathua;Kathua;Kathua;Kathua;Kathua;x
b_pathankot;Pathankot;Pathankot;Pathankot;Pathankot;Pathankot;Pathankot;Pathankot;Pathankot;Pathankot;Pathankot;Pathankot;Pathankot;Pathankot;x
b_dalhousie;Dalhousie;Dalhousie;Dalhousie;Dalhousie;Dalhousie;Dalhousie;Dalhousie;Dalhousie;Dalhousie;Dalhousie;Dalhousie;Dalhousie;Dalhousie;x
b_dharamsala;Dharamsala;Dharamsala;Dharamsala;Dharamsala;Dharamsala;Dharamsala;Dharamsala;Dharamsala;Dharamsala;Dharamsala;Dharamsala;Dharamsala;Dharamsala;x
c_skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;x
c_skardu_adj;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;x
b_skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;x
b_huldi;Huldi;Huldi;Huldi;Huldi;Huldi;Huldi;Huldi;Huldi;Huldi;Huldi;Huldi;Huldi;Huldi;x
b_madhupur;Madhupur;Madhupur;Madhupur;Madhupur;Madhupur;Madhupur;Madhupur;Madhupur;Madhupur;Madhupur;Madhupur;Madhupur;Madhupur;x
b_kharkoo;Kharkoo;Kharkoo;Kharkoo;Kharkoo;Kharkoo;Kharkoo;Kharkoo;Kharkoo;Kharkoo;Kharkoo;Kharkoo;Kharkoo;Kharkoo;x
b_khaplu;Khaplu;Khaplu;Khaplu;Khaplu;Khaplu;Khaplu;Khaplu;Khaplu;Khaplu;Khaplu;Khaplu;Khaplu;Khaplu;x
b_hilmat;Hilmat;Hilmat;Hilmat;Hilmat;Hilmat;Hilmat;Hilmat;Hilmat;Hilmat;Hilmat;Hilmat;Hilmat;Hilmat;x
b_janwai;Janwai;Janwai;Janwai;Janwai;Janwai;Janwai;Janwai;Janwai;Janwai;Janwai;Janwai;Janwai;Janwai;x
b_kel;Kel;Kel;Kel;Kel;Kel;Kel;Kel;Kel;Kel;Kel;Kel;Kel;Kel;x
d_pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;x
d_pamir_adj;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;Pamir;x
c_gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;x
c_gilgit_adj;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;x
b_gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;x
b_danyor;Danyor;Danyor;Danyor;Danyor;Danyor;Danyor;Danyor;Danyor;Danyor;Danyor;Danyor;Danyor;Danyor;x
b_chilmish_das;Chilmish Das;Chilmish Das;Chilmish Das;Chilmish Das;Chilmish Das;Chilmish Das;Chilmish Das;Chilmish Das;Chilmish Das;Chilmish Das;Chilmish Das;Chilmish Das;Chilmish Das;x
b_minawar;Minawar;Minawar;Minawar;Minawar;Minawar;Minawar;Minawar;Minawar;Minawar;Minawar;Minawar;Minawar;Minawar;x
b_pahot;Pahot;Pahot;Pahot;Pahot;Pahot;Pahot;Pahot;Pahot;Pahot;Pahot;Pahot;Pahot;Pahot;x
b_chatorkhand;Chatorkhand;Chatorkhand;Chatorkhand;Chatorkhand;Chatorkhand;Chatorkhand;Chatorkhand;Chatorkhand;Chatorkhand;Chatorkhand;Chatorkhand;Chatorkhand;Chatorkhand;x
b_barjangle;Barjangle;Barjangle;Barjangle;Barjangle;Barjangle;Barjangle;Barjangle;Barjangle;Barjangle;Barjangle;Barjangle;Barjangle;Barjangle;x
b_munjawa;Munjawa;Munjawa;Munjawa;Munjawa;Munjawa;Munjawa;Munjawa;Munjawa;Munjawa;Munjawa;Munjawa;Munjawa;Munjawa;x
c_tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;x
c_tashkurgan_adj;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;x
b_tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;x
b_jianggala;Jianggala;Jianggala;Jianggala;Jianggala;Jianggala;Jianggala;Jianggala;Jianggala;Jianggala;Jianggala;Jianggala;Jianggala;Jianggala;x
b_hangdi;Hangdi;Hangdi;Hangdi;Hangdi;Hangdi;Hangdi;Hangdi;Hangdi;Hangdi;Hangdi;Hangdi;Hangdi;Hangdi;x
b_kaladong;Kaladong;Kaladong;Kaladong;Kaladong;Kaladong;Kaladong;Kaladong;Kaladong;Kaladong;Kaladong;Kaladong;Kaladong;Kaladong;x
b_zankan;Zankan;Zankan;Zankan;Zankan;Zankan;Zankan;Zankan;Zankan;Zankan;Zankan;Zankan;Zankan;Zankan;x
b_qiate;Qiate;Qiate;Qiate;Qiate;Qiate;Qiate;Qiate;Qiate;Qiate;Qiate;Qiate;Qiate;Qiate;x
b_seri_ketashi_pasture;Seri Ketashi Pasture;Seri Ketashi Pasture;Seri Ketashi Pasture;Seri Ketashi Pasture;Seri Ketashi Pasture;Seri Ketashi Pasture;Seri Ketashi Pasture;Seri Ketashi Pasture;Seri Ketashi Pasture;Seri Ketashi Pasture;Seri Ketashi Pasture;Seri Ketashi Pasture;Seri Ketashi Pasture;x
b_bulongke;Bulongke;Bulongke;Bulongke;Bulongke;Bulongke;Bulongke;Bulongke;Bulongke;Bulongke;Bulongke;Bulongke;Bulongke;Bulongke;x
c_chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;x
c_chitral_adj;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;x
b_chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;x
b_tar;Tar;Tar;Tar;Tar;Tar;Tar;Tar;Tar;Tar;Tar;Tar;Tar;Tar;x
b_drosh;Drosh;Drosh;Drosh;Drosh;Drosh;Drosh;Drosh;Drosh;Drosh;Drosh;Drosh;Drosh;Drosh;x
b_sheringal;Sheringal;Sheringal;Sheringal;Sheringal;Sheringal;Sheringal;Sheringal;Sheringal;Sheringal;Sheringal;Sheringal;Sheringal;Sheringal;x
b_ayun;Ayun;Ayun;Ayun;Ayun;Ayun;Ayun;Ayun;Ayun;Ayun;Ayun;Ayun;Ayun;Ayun;x
b_brumboret;Brumboret;Brumboret;Brumboret;Brumboret;Brumboret;Brumboret;Brumboret;Brumboret;Brumboret;Brumboret;Brumboret;Brumboret;Brumboret;x
b_nekratok;Nekratok;Nekratok;Nekratok;Nekratok;Nekratok;Nekratok;Nekratok;Nekratok;Nekratok;Nekratok;Nekratok;Nekratok;Nekratok;x
b_mogh;Mogh;Mogh;Mogh;Mogh;Mogh;Mogh;Mogh;Mogh;Mogh;Mogh;Mogh;Mogh;Mogh;x
d_ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;x
d_ladakh_adj;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;Ladakh;x
c_leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;x
c_leh_adj;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;x
b_leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;x
b_udaipur;Udaipur;Udaipur;Udaipur;Udaipur;Udaipur;Udaipur;Udaipur;Udaipur;Udaipur;Udaipur;Udaipur;Udaipur;Udaipur;x
b_keylong;Keylong;Keylong;Keylong;Keylong;Keylong;Keylong;Keylong;Keylong;Keylong;Keylong;Keylong;Keylong;Keylong;x
b_gya;Gya;Gya;Gya;Gya;Gya;Gya;Gya;Gya;Gya;Gya;Gya;Gya;Gya;x
b_shakti;Shakti;Shakti;Shakti;Shakti;Shakti;Shakti;Shakti;Shakti;Shakti;Shakti;Shakti;Shakti;Shakti;x
b_thiksey;Thiksey;Thiksey;Thiksey;Thiksey;Thiksey;Thiksey;Thiksey;Thiksey;Thiksey;Thiksey;Thiksey;Thiksey;Thiksey;x
b_chuchot_yakma;Chuchot Yakma;Chuchot Yakma;Chuchot Yakma;Chuchot Yakma;Chuchot Yakma;Chuchot Yakma;Chuchot Yakma;Chuchot Yakma;Chuchot Yakma;Chuchot Yakma;Chuchot Yakma;Chuchot Yakma;Chuchot Yakma;x
b_chumathang;Chumathang;Chumathang;Chumathang;Chumathang;Chumathang;Chumathang;Chumathang;Chumathang;Chumathang;Chumathang;Chumathang;Chumathang;Chumathang;x
c_diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;x
c_diskit_adj;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;x
b_diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;x
b_thirit;Thirit;Thirit;Thirit;Thirit;Thirit;Thirit;Thirit;Thirit;Thirit;Thirit;Thirit;Thirit;Thirit;x
b_hundar;Hundar;Hundar;Hundar;Hundar;Hundar;Hundar;Hundar;Hundar;Hundar;Hundar;Hundar;Hundar;Hundar;x
b_thoise;Thoise;Thoise;Thoise;Thoise;Thoise;Thoise;Thoise;Thoise;Thoise;Thoise;Thoise;Thoise;Thoise;x
b_charassa;Charassa;Charassa;Charassa;Charassa;Charassa;Charassa;Charassa;Charassa;Charassa;Charassa;Charassa;Charassa;Charassa;x
b_panamik;Panamik;Panamik;Panamik;Panamik;Panamik;Panamik;Panamik;Panamik;Panamik;Panamik;Panamik;Panamik;Panamik;x
b_unmaru;Unmaru;Unmaru;Unmaru;Unmaru;Unmaru;Unmaru;Unmaru;Unmaru;Unmaru;Unmaru;Unmaru;Unmaru;Unmaru;x
b_kimi;Kimi;Kimi;Kimi;Kimi;Kimi;Kimi;Kimi;Kimi;Kimi;Kimi;Kimi;Kimi;Kimi;x
k_taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;x
k_taklamakan_adj;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;Taklamakan;x
d_kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;x
d_kashgar_adj;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;x
c_kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;x
c_kashgar_adj;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;x
b_kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;x
b_kizilsu;Kizilsu;Kizilsu;Kizilsu;Kizilsu;Kizilsu;Kizilsu;Kizilsu;Kizilsu;Kizilsu;Kizilsu;Kizilsu;Kizilsu;Kizilsu;x
b_akto;Akto;Akto;Akto;Akto;Akto;Akto;Akto;Akto;Akto;Akto;Akto;Akto;Akto;x
b_shule;Shule;Shule;Shule;Shule;Shule;Shule;Shule;Shule;Shule;Shule;Shule;Shule;Shule;x
b_payzawat;Payzawat;Payzawat;Payzawat;Payzawat;Payzawat;Payzawat;Payzawat;Payzawat;Payzawat;Payzawat;Payzawat;Payzawat;Payzawat;x
b_shufu;Shufu;Shufu;Shufu;Shufu;Shufu;Shufu;Shufu;Shufu;Shufu;Shufu;Shufu;Shufu;Shufu;x
b_yengisar;Yengisar;Yengisar;Yengisar;Yengisar;Yengisar;Yengisar;Yengisar;Yengisar;Yengisar;Yengisar;Yengisar;Yengisar;Yengisar;x
b_yopurga;Yopurga;Yopurga;Yopurga;Yopurga;Yopurga;Yopurga;Yopurga;Yopurga;Yopurga;Yopurga;Yopurga;Yopurga;Yopurga;x
c_yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;x
c_yarkand_adj;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;x
b_yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;x
b_makit;Makit;Makit;Makit;Makit;Makit;Makit;Makit;Makit;Makit;Makit;Makit;Makit;Makit;x
b_xiyitidunxiang;Xiyitidunxiang;Xiyitidunxiang;Xiyitidunxiang;Xiyitidunxiang;Xiyitidunxiang;Xiyitidunxiang;Xiyitidunxiang;Xiyitidunxiang;Xiyitidunxiang;Xiyitidunxiang;Xiyitidunxiang;Xiyitidunxiang;Xiyitidunxiang;x
b_meiqi_teduncun;Meiqi Teduncun;Meiqi Teduncun;Meiqi Teduncun;Meiqi Teduncun;Meiqi Teduncun;Meiqi Teduncun;Meiqi Teduncun;Meiqi Teduncun;Meiqi Teduncun;Meiqi Teduncun;Meiqi Teduncun;Meiqi Teduncun;Meiqi Teduncun;x
b_kuona_bage_airike;Kuona Bage Airike;Kuona Bage Airike;Kuona Bage Airike;Kuona Bage Airike;Kuona Bage Airike;Kuona Bage Airike;Kuona Bage Airike;Kuona Bage Airike;Kuona Bage Airike;Kuona Bage Airike;Kuona Bage Airike;Kuona Bage Airike;Kuona Bage Airike;x
b_bageawatixiang;Bageawatixiang;Bageawatixiang;Bageawatixiang;Bageawatixiang;Bageawatixiang;Bageawatixiang;Bageawatixiang;Bageawatixiang;Bageawatixiang;Bageawatixiang;Bageawatixiang;Bageawatixiang;Bageawatixiang;x
b_maimaixi;Maimaixi;Maimaixi;Maimaixi;Maimaixi;Maimaixi;Maimaixi;Maimaixi;Maimaixi;Maimaixi;Maimaixi;Maimaixi;Maimaixi;Maimaixi;x
b_qing_gree_kecun;Qing Gree Kecun;Qing Gree Kecun;Qing Gree Kecun;Qing Gree Kecun;Qing Gree Kecun;Qing Gree Kecun;Qing Gree Kecun;Qing Gree Kecun;Qing Gree Kecun;Qing Gree Kecun;Qing Gree Kecun;Qing Gree Kecun;Qing Gree Kecun;x
c_karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;x
c_karghalik_adj;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;x
b_karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;Karghalik;x
b_poskam;Poskam;Poskam;Poskam;Poskam;Poskam;Poskam;Poskam;Poskam;Poskam;Poskam;Poskam;Poskam;Poskam;x
b_huore_ziqiaka;Huore Ziqiaka;Huore Ziqiaka;Huore Ziqiaka;Huore Ziqiaka;Huore Ziqiaka;Huore Ziqiaka;Huore Ziqiaka;Huore Ziqiaka;Huore Ziqiaka;Huore Ziqiaka;Huore Ziqiaka;Huore Ziqiaka;Huore Ziqiaka;x
b_bashiye_yikecun;Bashiye Yikecun;Bashiye Yikecun;Bashiye Yikecun;Bashiye Yikecun;Bashiye Yikecun;Bashiye Yikecun;Bashiye Yikecun;Bashiye Yikecun;Bashiye Yikecun;Bashiye Yikecun;Bashiye Yikecun;Bashiye Yikecun;Bashiye Yikecun;x
b_jieyinai_keboyi;Jieyinai Keboyi;Jieyinai Keboyi;Jieyinai Keboyi;Jieyinai Keboyi;Jieyinai Keboyi;Jieyinai Keboyi;Jieyinai Keboyi;Jieyinai Keboyi;Jieyinai Keboyi;Jieyinai Keboyi;Jieyinai Keboyi;Jieyinai Keboyi;Jieyinai Keboyi;x
b_kangkai_qikecun;Kangkai Qikecun;Kangkai Qikecun;Kangkai Qikecun;Kangkai Qikecun;Kangkai Qikecun;Kangkai Qikecun;Kangkai Qikecun;Kangkai Qikecun;Kangkai Qikecun;Kangkai Qikecun;Kangkai Qikecun;Kangkai Qikecun;Kangkai Qikecun;x
b_yingai_rikecun;Yingai Rikecun;Yingai Rikecun;Yingai Rikecun;Yingai Rikecun;Yingai Rikecun;Yingai Rikecun;Yingai Rikecun;Yingai Rikecun;Yingai Rikecun;Yingai Rikecun;Yingai Rikecun;Yingai Rikecun;Yingai Rikecun;x
b_hotan_mailicun;Hotan Mailicun;Hotan Mailicun;Hotan Mailicun;Hotan Mailicun;Hotan Mailicun;Hotan Mailicun;Hotan Mailicun;Hotan Mailicun;Hotan Mailicun;Hotan Mailicun;Hotan Mailicun;Hotan Mailicun;Hotan Mailicun;x
c_tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;x
c_tumxuk_adj;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;x
b_tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;Tumxuk;x
b_baozi;Baozi;Baozi;Baozi;Baozi;Baozi;Baozi;Baozi;Baozi;Baozi;Baozi;Baozi;Baozi;Baozi;x
b_paisiwu_sitangcun;Paisiwu Sitangcun;Paisiwu Sitangcun;Paisiwu Sitangcun;Paisiwu Sitangcun;Paisiwu Sitangcun;Paisiwu Sitangcun;Paisiwu Sitangcun;Paisiwu Sitangcun;Paisiwu Sitangcun;Paisiwu Sitangcun;Paisiwu Sitangcun;Paisiwu Sitangcun;Paisiwu Sitangcun;x
b_dunmaili;Dunmaili;Dunmaili;Dunmaili;Dunmaili;Dunmaili;Dunmaili;Dunmaili;Dunmaili;Dunmaili;Dunmaili;Dunmaili;Dunmaili;Dunmaili;x
b_ahonga_jimaili;Ahonga Jimaili;Ahonga Jimaili;Ahonga Jimaili;Ahonga Jimaili;Ahonga Jimaili;Ahonga Jimaili;Ahonga Jimaili;Ahonga Jimaili;Ahonga Jimaili;Ahonga Jimaili;Ahonga Jimaili;Ahonga Jimaili;Ahonga Jimaili;x
b_dunmailicun;Dunmailicun;Dunmailicun;Dunmailicun;Dunmailicun;Dunmailicun;Dunmailicun;Dunmailicun;Dunmailicun;Dunmailicun;Dunmailicun;Dunmailicun;Dunmailicun;Dunmailicun;x
b_mazhaa_ledicun;Mazhaa Ledicun;Mazhaa Ledicun;Mazhaa Ledicun;Mazhaa Ledicun;Mazhaa Ledicun;Mazhaa Ledicun;Mazhaa Ledicun;Mazhaa Ledicun;Mazhaa Ledicun;Mazhaa Ledicun;Mazhaa Ledicun;Mazhaa Ledicun;Mazhaa Ledicun;x
b_shileda_niangmazha;Shileda Niangmazha;Shileda Niangmazha;Shileda Niangmazha;Shileda Niangmazha;Shileda Niangmazha;Shileda Niangmazha;Shileda Niangmazha;Shileda Niangmazha;Shileda Niangmazha;Shileda Niangmazha;Shileda Niangmazha;Shileda Niangmazha;Shileda Niangmazha;x
d_hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;x
d_hotan_adj;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;x
c_hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;x
c_hotan_adj;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;x
b_hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;x
b_lop;Lop;Lop;Lop;Lop;Lop;Lop;Lop;Lop;Lop;Lop;Lop;Lop;Lop;x
b_karakax;Karakax;Karakax;Karakax;Karakax;Karakax;Karakax;Karakax;Karakax;Karakax;Karakax;Karakax;Karakax;Karakax;x
b_atiqu;Atiqu;Atiqu;Atiqu;Atiqu;Atiqu;Atiqu;Atiqu;Atiqu;Atiqu;Atiqu;Atiqu;Atiqu;Atiqu;x
b_jia_wakuqia;Jia Wakuqia;Jia Wakuqia;Jia Wakuqia;Jia Wakuqia;Jia Wakuqia;Jia Wakuqia;Jia Wakuqia;Jia Wakuqia;Jia Wakuqia;Jia Wakuqia;Jia Wakuqia;Jia Wakuqia;Jia Wakuqia;x
b_kuozi_yibage;Kuozi Yibage;Kuozi Yibage;Kuozi Yibage;Kuozi Yibage;Kuozi Yibage;Kuozi Yibage;Kuozi Yibage;Kuozi Yibage;Kuozi Yibage;Kuozi Yibage;Kuozi Yibage;Kuozi Yibage;Kuozi Yibage;x
b_kumua_zimacun;Kumua Zimacun;Kumua Zimacun;Kumua Zimacun;Kumua Zimacun;Kumua Zimacun;Kumua Zimacun;Kumua Zimacun;Kumua Zimacun;Kumua Zimacun;Kumua Zimacun;Kumua Zimacun;Kumua Zimacun;Kumua Zimacun;x
b_kuo_hayawa;Kuo Hayawa;Kuo Hayawa;Kuo Hayawa;Kuo Hayawa;Kuo Hayawa;Kuo Hayawa;Kuo Hayawa;Kuo Hayawa;Kuo Hayawa;Kuo Hayawa;Kuo Hayawa;Kuo Hayawa;Kuo Hayawa;x
c_keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;x
c_keriya_adj;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;x
b_keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;Keriya;x
b_kongka_mazhacun;Kongka Mazhacun;Kongka Mazhacun;Kongka Mazhacun;Kongka Mazhacun;Kongka Mazhacun;Kongka Mazhacun;Kongka Mazhacun;Kongka Mazhacun;Kongka Mazhacun;Kongka Mazhacun;Kongka Mazhacun;Kongka Mazhacun;Kongka Mazhacun;x
