EVTDESCDUEL202;You try to hold [Root.round_winner.GetBestName] back, but [Root.round_winner.GetHerHis] onslaught is unstoppable! You only slip once, but once is all [Root.round_winner.GetSheHe] needs...;Vous essayez de repousser [Root.round_winner.GetBestName], mais son attaque est imparable ! Vous êtes déstabilisé pendant une seconde, et une seconde c'est tout ce dont [Root.round_winner.GetSheHe] a besoin...;You try to hold [Root.round_winner.GetBestName] back, but [Root.round_winner.GetHerHis] onslaught is unstoppable! You only slip once, but once is all [Root.round_winner.GetSheHe] needs...;;You try to hold [Root.round_winner.GetBestName] back, but [Root.round_winner.GetHerHis] onslaught is unstoppable! You only slip once, but once is all [Root.round_winner.GetSheHe] needs...;;;;;;;;x
EVTDESCDUEL203;[Root.round_loser.GetBestName] crumples to the ground, lifeless. You wipe [Root.round_loser.GetHerHis] blood from your weapon. The deed is done. [Root.round_loser.GetSheHeCap] is dead.;[Root.round_loser.GetBestName] gît à terre, du sang s'écoulant de la blessure fatale que vous lui avez infligé. Vous essuyez votre arme avec de la terre. C'est fait. [Root.round_loser.GetSheHeCap] est mort.;[Root.round_loser.GetBestName] crumples to the ground, lifeless. You wipe [Root.round_loser.GetHerHis] blood from your weapon. The deed is done. [Root.round_loser.GetSheHeCap] is dead.;;[Root.round_loser.GetBestName] crumples to the ground, lifeless. You wipe [Root.round_loser.GetHerHis] blood from your weapon. The deed is done. [Root.round_loser.GetSheHeCap] is dead.;;;;;;;;x
EVTDESCDUEL2;You and [Root.duel_challenged.GetBestName] slowly circle each other, tense and focused. You scan [Root.duel_challenged.GetHerHim] for any sign of weakness, any opening in [Root.duel_challenged.GetHerHis] defense that you could possibly exploit.;Avec [Root.duel_challenged.GetBestName], vous vous tournez lentement autour, raidis et concentrés. Vous tentez de percevoir le moindre signe de faiblesse chez lui, la moindre ouverture dans sa défense, que vous pourriez peut-être exploiter.;You and [Root.duel_challenged.GetBestName] slowly circle each other, tense and focused. You scan [Root.duel_challenged.GetHerHim] for any sign of weakness, any opening in [Root.duel_challenged.GetHerHis] defense that you could possibly exploit.;;You and [Root.duel_challenged.GetBestName] slowly circle each other, tense and focused. You scan [Root.duel_challenged.GetHerHim] for any sign of weakness, any opening in [Root.duel_challenged.GetHerHis] defense that you could possibly exploit.;;;;;;;;x
EVTDESCDUEL301;You and [Root.duel_challenged.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;Vous vous trouvez à l'extrémité de la lice, face à [Root.duel_challenged.GetBestName]. Vos chevaux s'ébrouent, les bannières claquent au vent et la foule silencieuse attend fébrilement. Vous abaissez votre bassinet et préparez votre lance. ;You and [Root.duel_challenged.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;;You and [Root.duel_challenged.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;;;;;;;;x
EVTDESCDUEL302;You and [Root.duel_challenger.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;Vous vous trouvez à l'extrémité de la lice, face à [Root.duel_challenger.GetBestName]. Vos chevaux s'ébrouent, les bannières claquent au vent et la foule silencieuse attend fébrilement. Vous abaissez votre bassinet et préparez votre lance. ;You and [Root.duel_challenger.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;;You and [Root.duel_challenger.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;;;;;;;;x
EVTDESCDUEL303;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances crashes into your opponent!;La foule rugit tandis que les sabots martèlent la lice. Vous vous penchez sur votre monture, la lance en avant, une goutte de sueur perle le long de votre cou. Un moment la tension s'empare de vous, puis vous sentez le choc à travers votre bras alors que votre lance frappe votre adversaire.;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances crashes into your opponent!;;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances crashes into your opponent!;;;;;;;;x
EVTDESCDUEL304;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock as your opponent's lance crashes into you!;La foule rugit tandis que les sabots martèlent la lice. Vous vous penchez sur votre monture, la lance en avant, une goutte de sueur perle le long de votre cou. Un moment la tension s'empare de vous, puis vous sentez le choc alors que la lance de votre adversaire vous frappe !;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock as your opponent's lance crashes into you!;;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock as your opponent's lance crashes into you!;;;;;;;;x
EVTDESCDUEL305;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the slam of your opponent's lance into your shield, shattering it and wounding you!;La foule rugit tandis que les sabots martèlent la lice. Vous vous penchez sur votre monture, la lance en avant, une goutte de sueur perle le long de votre cou. Un moment la tension s'empare de vous, puis vous sentez le choc alors que la lance de votre adversaire traverse votre bouclier et rentre dans votre chair !;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the slam of your opponent's lance into your shield, shattering it and wounding you!;;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the slam of your opponent's lance into your shield, shattering it and wounding you!;;;;;;;;x
EVTDESCDUEL306;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances shatters your opponent's shield and wounds [Root.round_loser.GetHerHim]!;La foule rugit tandis que les sabots martèlent la lice. Vous vous penchez sur votre monture, la lance en avant, une goutte de sueur perle le long de votre cou. Un moment la tension s'empare de vous, puis vous sentez le choc alors que votre lance traverse le bouclier de votre adversaire et rentre dans sa chair !;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances shatters your opponent's shield and wounds [Root.round_loser.GetHerHim]!;;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances shatters your opponent's shield and wounds [Root.round_loser.GetHerHim]!;;;;;;;;x
EVTDESCDUEL309;Your lance smashes into [Root.round_loser.GetBestName]'s shield, and [Root.round_loser.GetSheHe] topples from [Root.round_loser.GetHerHis] horse. You slow your horse to a trot and turn, raising your lance into the sky while the crowd cheers your victory.;Votre lance se brise sur le bouclier de [Root.round_loser.GetBestName] qui est jeté à bas de son cheval. Vous mettez votre cheval au trot puis faîtes demi-tour au bout de la lice, levant votre lance au ciel tandis que la foule acclame votre victoire.;Your lance smashes into [Root.round_loser.GetBestName]'s shield, and [Root.round_loser.GetSheHe] topples from [Root.round_loser.GetHerHis] horse. You slow your horse to a trot and turn, raising your lance into the sky while the crowd cheers your victory.;;Your lance smashes into [Root.round_loser.GetBestName]'s shield, and [Root.round_loser.GetSheHe] topples from [Root.round_loser.GetHerHis] horse. You slow your horse to a trot and turn, raising your lance into the sky while the crowd cheers your victory.;;;;;;;;x
EVTDESCDUEL310;[Root.round_winner.GetBestName]'s lance smashes into your shield, and you try to cling to your horse, but the force is too much. You are thrown from the saddle, and are left in the dirt as the crowd cheers for [Root.round_winner.GetTitledFirstName]'s victory.;La lance de [Root.round_winner.GetBestName] se brise sur votre bouclier, vous tentez désespéremment de rester en selle mais le choc est trop fort. Vous êtes désarçonné et vous écrasez au sol tandis que la foule acclame la victoire de [Root.round_winner.GetTitledFirstName].;[Root.round_winner.GetBestName]'s lance smashes into your shield, and you try to cling to your horse, but the force is too much. You are thrown from the saddle, and are left in the dirt as the crowd cheers for [Root.round_winner.GetTitledFirstName]'s victory.;;[Root.round_winner.GetBestName]'s lance smashes into your shield, and you try to cling to your horse, but the force is too much. You are thrown from the saddle, and are left in the dirt as the crowd cheers for [Root.round_winner.GetTitledFirstName]'s victory.;;;;;;;;x
EVTDESCDUEL311;[Root.round_loser.GetBestName] tries to take the blow on [Root.round_loser.GetHerHis] shield, but your lance slips past, driving hard into [Root.round_loser.GetHerHis] neck. The wood cracks and your opponent slips from [Root.round_loser.GetHerHis] horse and lies in the dirt, slowly dying in a pool of [Root.round_loser.GetHerHis] own blood. You have won, but at what cost?;[Root.round_loser.GetBestName] tente de prendre le coup sur son bouclier, mais votre lance dévie et le frappe violemment au cou. Le bois craque et votre adversaire chute de son cheval. A terre, il agonise, s'etouffant dans son propre sang. Vous avez gagné, mais à quel prix ?;[Root.round_loser.GetBestName] tries to take the blow on [Root.round_loser.GetHerHis] shield, but your lance slips past, driving hard into [Root.round_loser.GetHerHis] neck. The wood cracks and your opponent slips from [Root.round_loser.GetHerHis] horse and lies in the dirt, slowly dying in a pool of [Root.round_loser.GetHerHis] own blood. You have won, but at what cost?;;[Root.round_loser.GetBestName] tries to take the blow on [Root.round_loser.GetHerHis] shield, but your lance slips past, driving hard into [Root.round_loser.GetHerHis] neck. The wood cracks and your opponent slips from [Root.round_loser.GetHerHis] horse and lies in the dirt, slowly dying in a pool of [Root.round_loser.GetHerHis] own blood. You have won, but at what cost?;;;;;;;;x
EVTDESCDUEL312;You try to take the blow on your shield, but it slips past. You have just time enough time to fill with horror before the great wooden spear drives itself into your throat, and everything goes dark.;Vous essayez de prendre le coup sur votre bouclier mais elle dévie. Vous avez juste le temps de lâcher un cri avant que la grande lance de bois ne frappe votre gorge, et tout devient noir.;You try to take the blow on your shield, but it slips past. You have just time enough time to fill with horror before the great wooden spear drives itself into your throat, and everything goes dark.;;You try to take the blow on your shield, but it slips past. You have just time enough time to fill with horror before the great wooden spear drives itself into your throat, and everything goes dark.;;;;;;;;x
EVTDESCDUEL313;[Root.round_winner.GetBestName]'s lance has wounded you, and you try to cling to your horse, but you can't hold on. You fall down into the dirt as the crowd cheers for [Root.round_winner.GetTitledFirstName]'s victory.;La lance de [Root.round_winner.GetBestName] se brise sur votre bouclier, vous tentez désespéremment de rester en selle mais le choc est trop fort. Vous êtes désarçonné et vous écrasez au sol tandis que la foule acclame la victoire de [Root.round_winner.GetTitledFirstName].;[Root.round_winner.GetBestName]'s lance smashes into your shield, and you try to cling to your horse, but the force is too much. You are thrown from the saddle, and are left in the dirt as the crowd cheers for [Root.round_winner.GetTitledFirstName]'s victory.;;[Root.round_winner.GetBestName]'s lance smashes into your shield, and you try to cling to your horse, but the force is too much. You are thrown from the saddle, and are left in the dirt as the crowd cheers for [Root.round_winner.GetTitledFirstName]'s victory.;;;;;;;;x
EVTDESCDUEL3;You and [Root.duel_challenger.GetBestName] slowly circle each other, tense and focused. You scan [Root.duel_challenger.GetHerHim] for any sign of weakness, any opening in [Root.duel_challenger.GetHerHis] defense that you could possibly exploit.;Avec [Root.duel_challenger.GetBestName] vous vous tournez lentement autour, raidis et concentrés. Vous tentez de percevoir le moindre signe de faiblesse chez lui, la moindre ouverture dans sa défense que vous pourriez peut-être exploiter.;You and [Root.duel_challenger.GetBestName] slowly circle each other, tense and focused. You scan [Root.duel_challenger.GetHerHim] for any sign of weakness, any opening in [Root.duel_challenger.GetHerHis] defense that you could possibly exploit.;;You and [Root.duel_challenger.GetBestName] slowly circle each other, tense and focused. You scan [Root.duel_challenger.GetHerHim] for any sign of weakness, any opening in [Root.duel_challenger.GetHerHis] defense that you could possibly exploit.;;;;;;;;x
EVTDESCDUEL5;You see a weak spot, a vulnerability. It's not much, but it's all you need.;Vous apercevez une minuscule faille. Ce n'est pas grand-chose, mais c'est une erreur que [Root.round_loser.GetBestName] va payer cher...;You see a weak spot, a vulnerability. It's not much, but it's all you need.;;You see a weak spot, a vulnerability. It's not much, but it's all you need.;;;;;;;;x
EVTDESCDUEL6;Before you have a chance to spot an opening, [Root.round_winner.GetBestName] launches a furious, frenzied attack!;Avant d'avoir eu la chance de trouver une ouverture, [Root.round_winner.GetBestName] se rue sur vous !;Before you have a chance to spot an opening, [Root.round_winner.GetBestName] launches a furious, frenzied attack!;;Before you have a chance to spot an opening, [Root.round_winner.GetBestName] launches a furious, frenzied attack!;;;;;;;;x
EVTDESCDUELOUTPUT1;The fight is over. [Root.round_loser.GetBestName] lies defeated. You have won!;Le combat est terminé. [Root.round_loser.GetBestName] est vaincu. Vous avez gagné !;The fight is over. [Root.round_loser.GetBestName] lies defeated. You have won!;;The fight is over. [Root.round_loser.GetBestName] lies defeated. You have won!;;;;;;;;x
