#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#;;;;;;;;;;;;;x
###Provincial Modifiers;;;;;;;;;;;;;x
#001;;;;;;;;;;;;;x
province_berber_pagan_desc;The population of this province is predominantly Amazigh.;;;;;;;;;;;;;x
#022;;;;;;;;;;;;;x
province_bogomilist;Bogomilist;;;;;;;;;;;;;x
province_bogomilist_desc;The population of this province is predominantly Bogomilist.;;;;;;;;;;;;;x
#023;;;;;;;;;;;;;x
province_bon;Bön;;;;;;;;;;;;;x
province_bon_desc;The population of this province is predominantly Bön.;;;;;;;;;;;;;x
#024;;;;;;;;;;;;;x
province_bud_bahusrutiya;Bahusrutiya;;;;;;;;;;;;;x
province_bud_bahusrutiya_desc;The population of this province is predominantly Bahusrutiya.;;;;;;;;;;;;;x
#025;;;;;;;;;;;;;x
province_bud_mahayana;Mahayana;;;;;;;;;;;;;x
province_bud_mahayana_desc;The population of this province is predominantly Mahayana.;;;;;;;;;;;;;x
#026;;;;;;;;;;;;;x
province_bud_pratyeka;Pratyekan;;;;;;;;;;;;;x
province_bud_pratyeka_desc;The population of this province is predominantly Pratyekan.;;;;;;;;;;;;;x
#027;;;;;;;;;;;;;x
province_bud_pureland;Buddhaksetran;;;;;;;;;;;;;x
province_bud_pureland_desc;The population of this province is predominantly Buddhaksetran.;;;;;;;;;;;;;x
#028;;;;;;;;;;;;;x
province_bud_sthaviravada;Sthaviravada;;;;;;;;;;;;;x
province_bud_sthaviravada_desc;The population of this province is predominantly Sthaviravada.;;;;;;;;;;;;;x
#029;;;;;;;;;;;;;x
province_bud_vajrayana;Vajrayana;;;;;;;;;;;;;x
province_bud_vajrayana_desc;The population of this province is predominantly Vajrayana.;;;;;;;;;;;;;x
#030;;;;;;;;;;;;;x
province_bud_zen;Chan;;;;;;;;;;;;;x
province_bud_zen_desc;The population of this province is predominantly Chan.;;;;;;;;;;;;;x
#031;;;;;;;;;;;;;x
province_bud_zor;Buddha-Mazdan;;;;;;;;;;;;;x
province_bud_zor_desc;The population of this province is predominantly Buddha-Mazdan.;;;;;;;;;;;;;x
#032;;;;;;;;;;;;;x
province_cathar;Cathar;;;;;;;;;;;;;x
province_cathar_desc;The population of this province is predominantly Cathar.;;;;;;;;;;;;;x
#033;;;;;;;;;;;;;x
province_catholic;Catholic;;;;;;;;;;;;;x
province_catholic_desc;The population of this province is predominantly Catholic.;;;;;;;;;;;;;x
#034;;;;;;;;;;;;;x
province_celtic_christ;Hibernicist;;;;;;;;;;;;;x
province_celtic_christ_desc;The population of this province is predominantly Hibernicist.;;;;;;;;;;;;;x
#035;;;;;;;;;;;;;x
province_celtic_pagan;Druidic;;;;;;;;;;;;;x
province_celtic_pagan_desc;The population of this province is predominantly Druidic.;;;;;;;;;;;;;x
#036;;;;;;;;;;;;;x
province_chumbylat;Chumbylatic;;;;;;;;;;;;;x
province_chumbylat_desc;The population of this province is predominantly Chumbylatic.;;;;;;;;;;;;;x
#037;;;;;;;;;;;;;x
province_confucian;Confucian;;;;;;;;;;;;;x
province_confucian_desc;The population of this province is predominantly Confucian.;;;;;;;;;;;;;x
#038;;;;;;;;;;;;;x
province_cybele;Cybelite;;;;;;;;;;;;;x
province_cybele_desc;The population of this province is predominantly Cybelite.;;;;;;;;;;;;;x
#039;;;;;;;;;;;;;x
province_dazhbog;Dažbogite;;;;;;;;;;;;;x
province_dazhbog_desc;The population of this province is predominantly Dažbogite.;;;;;;;;;;;;;x
#040;;;;;;;;;;;;;x
province_dievas;Dievasic;;;;;;;;;;;;;x
province_dievas_desc;The population of this province is predominantly Dievasic.;;;;;;;;;;;;;x
#041;;;;;;;;;;;;;x
province_dionysos;Dionysian;;;;;;;;;;;;;x
province_dionysos_desc;The population of this province is predominantly Dionysian.;;;;;;;;;;;;;x
#042;;;;;;;;;;;;;x
province_docetist;Docetist;;;;;;;;;;;;;x
province_docetist_desc;The population of this province is predominantly Docetist.;;;;;;;;;;;;;x
#043;;;;;;;;;;;;;x
province_donatist;Donatist;;;;;;;;;;;;;x
province_donatist_desc;The population of this province is predominantly Donatist.;;;;;;;;;;;;;x
#044;;;;;;;;;;;;;x
province_druze;Druze;;;;;;;;;;;;;x
province_druze_desc;The population of this province is predominantly Druze.;;;;;;;;;;;;;x
#045;;;;;;;;;;;;;x
province_endovellico;Endovellican;;;;;;;;;;;;;x
province_endovellico_desc;The population of this province is predominantly Endovellican.;;;;;;;;;;;;;x
#046;;;;;;;;;;;;;x
province_erlik;Erliki;;;;;;;;;;;;;x
province_erlik_desc;The population of this province is predominantly Erliki.;;;;;;;;;;;;;x
#047;;;;;;;;;;;;;x
province_finnish_pagan;Suomenuskan;;;;;;;;;;;;;x
province_finnish_pagan_desc;The population of this province is predominantly Suomenuskan.;;;;;;;;;;;;;x
#048;;;;;;;;;;;;;x
province_fraticelli;Fraticelli;;;;;;;;;;;;;x
province_fraticelli_desc;The population of this province is predominantly Fraticelli.;;;;;;;;;;;;;x
#049;;;;;;;;;;;;;x
province_german_pagan;Furistaz Siduzic;;;;;;;;;;;;;x
province_german_pagan_desc;The population of this province is predominantly Furistaz Siduzic.;;;;;;;;;;;;;x
#050;;;;;;;;;;;;;x
province_ghazi_islam;Ghazi Muslim;;;;;;;;;;;;;x
province_ghazi_islam_desc;The population of this province is predominantly Ghazi Muslim.;;;;;;;;;;;;;x
#051;;;;;;;;;;;;;x
province_graeco_roman;Hellenic;;;;;;;;;;;;;x
province_graeco_roman_desc;The population of this province predominantly follows the Hellenic religion.;;;;;;;;;;;;;x
#052;;;;;;;;;;;;;x
province_gurzil;Gurzili;;;;;;;;;;;;;x
province_gurzil_desc;The population of this province is predominantly Gurzili.;;;;;;;;;;;;;x
#053;;;;;;;;;;;;;x
province_hadad;Hadadi;;;;;;;;;;;;;x
province_hadad_desc;The population of this province is predominantly Hadadi.;;;;;;;;;;;;;x
#054;;;;;;;;;;;;;x
province_haruri;Haruri;;;;;;;;;;;;;x
province_haruri_desc;The population of this province is predominantly Haruri.;;;;;;;;;;;;;x
#055;;;;;;;;;;;;;x
province_hindu;Hindu;;;;;;;;;;;;;x
province_hindu_desc;The population of this province is predominantly Hindu.;;;;;;;;;;;;;x
#056;;;;;;;;;;;;;x
province_horus_re;Ra-Horakhtic;;;;;;;;;;;;;x
province_horus_re_desc;The population of this province is predominantly Ra-Horakhtic.;;;;;;;;;;;;;x
#057;;;;;;;;;;;;;x
province_hubal;Hubali;;;;;;;;;;;;;x
province_hubal_desc;The population of this province is predominantly Hubali.;;;;;;;;;;;;;x
#058;;;;;;;;;;;;;x
province_hurufi;Hurufi;;;;;;;;;;;;;x
province_hurufi_desc;The population of this province is predominantly Hurufi.;;;;;;;;;;;;;x
#059;;;;;;;;;;;;;x
province_ibadi;Ibadi;;;;;;;;;;;;;x
province_ibadi_desc;The population of this province is predominantly Ibadi.;;;;;;;;;;;;;x
#060;;;;;;;;;;;;;x
province_iconoclast;Iconoclast;;;;;;;;;;;;;x
province_iconoclast_desc;The population of this province is predominantly Iconoclast.;;;;;;;;;;;;;x
#061;;;;;;;;;;;;;x
province_illuyanka;Illuyankan;;;;;;;;;;;;;x
province_illuyanka_desc;The population of this province is predominantly Illuyankan.;;;;;;;;;;;;;x
#062;;;;;;;;;;;;;x
province_ilm_islam;'Ilmi;;;;;;;;;;;;;x
province_ilm_islam_desc;The population of this province is predominantly 'Ilmi.;;;;;;;;;;;;;x
#063;;;;;;;;;;;;;x
province_ilmatar;Ilmattarenpalvoja;;;;;;;;;;;;;x
province_ilmatar_desc;The population of this province is predominantly Ilmattarenpalvoja.;;;;;;;;;;;;;x
#064;;;;;;;;;;;;;x
province_imana;Imanai;;;;;;;;;;;;;x
province_imana_desc;The population of this province is predominantly Imanai.;;;;;;;;;;;;;x
#065;;;;;;;;;;;;;x
province_indoh_bud;Eusebeian;;;;;;;;;;;;;x
province_indoh_bud_desc;The population of this province is predominantly Eusebeian.;;;;;;;;;;;;;x
#066;;;;;;;;;;;;;x
province_indoh_confucian;Konphosian;;;;;;;;;;;;;x
province_indoh_confucian_desc;The population of this province is predominantly Konphosian.;;;;;;;;;;;;;x
#067;;;;;;;;;;;;;x
province_indoh_hindu;Sindhian Hindu;;;;;;;;;;;;;x
province_indoh_hindu_desc;The population of this province is predominantly Sindhian Hindu.;;;;;;;;;;;;;x
#068;;;;;;;;;;;;;x
province_indoh_zor;Pyromantic;;;;;;;;;;;;;x
province_indoh_zor_desc;The population of this province is predominantly Pyromantic.;;;;;;;;;;;;;x
#069;;;;;;;;;;;;;x
province_indohelen;Indo-Hellenic;;;;;;;;;;;;;x
province_indohelen_desc;The population of this province is predominantly Indo-Hellenic.;;;;;;;;;;;;;x
#070;;;;;;;;;;;;;x
province_inuit_pagan;Ukpirniq;;;;;;;;;;;;;x
province_inuit_pagan_desc;The population of this province is predominantly Ukpirniq.;;;;;;;;;;;;;x
#071;;;;;;;;;;;;;x
province_irminsul;Irminsulic;;;;;;;;;;;;;x
province_irminsul_desc;The population of this province is predominantly Irminsulic.;;;;;;;;;;;;;x
#072;;;;;;;;;;;;;x
province_isis;Isetite;;;;;;;;;;;;;x
province_isis_desc;The population of this province is predominantly Isetite.;;;;;;;;;;;;;x
#073;;;;;;;;;;;;;x
province_jain;Jaina;;;;;;;;;;;;;x
province_jain_desc;The population of this province is predominantly Jaina.;;;;;;;;;;;;;x
#074;;;;;;;;;;;;;x
province_jud_ark;'Arôn Habrîtan;;;;;;;;;;;;;x
province_jud_ark_desc;The population of this province is predominantly 'Arôn Habrîtan.;;;;;;;;;;;;;x
#075;;;;;;;;;;;;;x
province_jud_sabaoth;Yahweh Sabaothite;;;;;;;;;;;;;x
province_jud_sabaoth_desc;The population of this province is predominantly Yahweh Sabaothite.;;;;;;;;;;;;;x
#076;;;;;;;;;;;;;x
province_jud_zion;Khawdash Siyunic;;;;;;;;;;;;;x
province_jud_zion_desc;The population of this province is predominantly Khawdash Siyunic.;;;;;;;;;;;;;x
#077;;;;;;;;;;;;;x
province_judaism;Jewish;;;;;;;;;;;;;x
province_judaism_desc;The population of this province is predominantly Jewish.;;;;;;;;;;;;;x
#078;;;;;;;;;;;;;x
province_jumala;Jumalanpalvoja;;;;;;;;;;;;;x
province_jumala_desc;The population of this province is predominantly Jumalanpalvoja.;;;;;;;;;;;;;x
#079;;;;;;;;;;;;;x
province_jupiter;Jovian;;;;;;;;;;;;;x
province_jupiter_desc;The population of this province is predominantly worshipping the "Mos Jovis".;;;;;;;;;;;;;x
#080;;;;;;;;;;;;;x
province_kharijite;Kharijite;;;;;;;;;;;;;x
province_kharijite_desc;The population of this province is predominantly Kharijite.;;;;;;;;;;;;;x
#081;;;;;;;;;;;;;x
province_kintu;Kintu;;;;;;;;;;;;;x
province_kintu_desc;The population of this province is predominantly Kintu.;;;;;;;;;;;;;x
#082;;;;;;;;;;;;;x
province_kothar;Kothar-wa-Khasisi;;;;;;;;;;;;;x
province_kothar_desc;The population of this province is predominantly Kothar-wa-Khasisi.;;;;;;;;;;;;;x
#083;;;;;;;;;;;;;x
province_kubera;Kuberan;;;;;;;;;;;;;x
province_kubera_desc;The population of this province is predominantly Kuberan.;;;;;;;;;;;;;x
#084;;;;;;;;;;;;;x
province_lubu;Fengxian Chóngbài;;;;;;;;;;;;;x
province_lubu_desc;The population of this province is predominantly Fengxian Chóngbài.;;;;;;;;;;;;;x
#085;;;;;;;;;;;;;x
province_lugh;Lughite;;;;;;;;;;;;;x
province_lugh_desc;The population of this province is predominantly Lughite.;;;;;;;;;;;;;x
#086;;;;;;;;;;;;;x
province_luwian;Luwian;;;;;;;;;;;;;x
province_luwian_desc;The population of this province is predominantly Luwian.;;;;;;;;;;;;;x
#087;;;;;;;;;;;;;x
province_maher;Maherite;;;;;;;;;;;;;x
province_maher_desc;The population of this province is predominantly Maherite.;;;;;;;;;;;;;x
#088;;;;;;;;;;;;;x
province_makonde_pagan;Msolo;;;;;;;;;;;;;x
province_makonde_pagan_desc;The population of this province is predominantly Msolo.;;;;;;;;;;;;;x
#089;;;;;;;;;;;;;x
province_malakbel;Malakbêlite;;;;;;;;;;;;;x
province_malakbel_desc;The population of this province is predominantly Malakbêlite.;;;;;;;;;;;;;x
#090;;;;;;;;;;;;;x
province_mand_ruha;Ruha d-Qudshai;;;;;;;;;;;;;x
province_mand_ruha_desc;The population of this province is predominantly Ruha d-Qudshai.;;;;;;;;;;;;;x
#091;;;;;;;;;;;;;x
province_mandaean;Mandaean;;;;;;;;;;;;;x
province_mandaean_desc;The population of this province is predominantly Mandaean.;;;;;;;;;;;;;x
#092;;;;;;;;;;;;;x
province_mande_pagan;Serer;;;;;;;;;;;;;x
province_mande_pagan_desc;The population of this province is predominantly Serer.;;;;;;;;;;;;;x
#093;;;;;;;;;;;;;x
province_mani;Manichaean;;;;;;;;;;;;;x
province_mani_desc;The population of this province is predominantly Manichaean.;;;;;;;;;;;;;x
#094;;;;;;;;;;;;;x
province_mani_ahriman;Ahrimanic;;;;;;;;;;;;;x
province_mani_ahriman_desc;The population of this province is predominantly Ahrimanic.;;;;;;;;;;;;;x
#095;;;;;;;;;;;;;x
province_mani_germanic;Wulfilist;;;;;;;;;;;;;x
province_mani_germanic_desc;The population of this province is predominantly Wulfilist.;;;;;;;;;;;;;x
#096;;;;;;;;;;;;;x
province_mani_mithra;Theomachian;;;;;;;;;;;;;x
province_mani_mithra_desc;The population of this province is predominantly Theomachian.;;;;;;;;;;;;;x
#097;;;;;;;;;;;;;x
province_mani_slavic;Dragomirist;;;;;;;;;;;;;x
province_mani_slavic_desc;The population of this province is predominantly Dragomirist.;;;;;;;;;;;;;x
#098;;;;;;;;;;;;;x
province_marabout;Marabouti;;;;;;;;;;;;;x
province_marabout_desc;The population of this province is predominantly Marabouti.;;;;;;;;;;;;;x
#099;;;;;;;;;;;;;x
province_marcionist;Marcionist;;;;;;;;;;;;;x
province_marcionist_desc;The population of this province is predominantly Marcionist.;;;;;;;;;;;;;x
#100;;;;;;;;;;;;;x
province_mari_christ;Euskalist;;;;;;;;;;;;;x
province_mari_christ_desc;The population of this province is predominantly Euskalist.;;;;;;;;;;;;;x
#101;;;;;;;;;;;;;x
province_maturidi;Maturidi;;;;;;;;;;;;;x
province_maturidi_desc;The population of this province is predominantly Maturidi.;;;;;;;;;;;;;x
#102;;;;;;;;;;;;;x
province_mazdakism;Mazdakist;;;;;;;;;;;;;x
province_mazdakism_desc;The population of this province is predominantly Mazdakist.;;;;;;;;;;;;;x
#103;;;;;;;;;;;;;x
province_melkite;Melkite;;;;;;;;;;;;;x
province_melkite_desc;The population of this province is predominantly Melkite.;;;;;;;;;;;;;x
#104;;;;;;;;;;;;;x
province_mithra;Mithraic;;;;;;;;;;;;;x
province_mithra_desc;The population of this province is predominantly Mithraic.;;;;;;;;;;;;;x
#105;;;;;;;;;;;;;x
province_mithra_christ;Mithraic-Christian;;;;;;;;;;;;;x
province_mithra_christ_desc;The population of this province is predominantly Mithraic-Christian.;;;;;;;;;;;;;x
#106;;;;;;;;;;;;;x
province_mithra_sol;Eosphorist;;;;;;;;;;;;;x
province_mithra_sol_desc;The population of this province is predominantly Eosphorist.;;;;;;;;;;;;;x
#107;;;;;;;;;;;;;x
province_monophysite;Monophysite;;;;;;;;;;;;;x
province_monophysite_desc;The population of this province is predominantly Monophysite.;;;;;;;;;;;;;x
#108;;;;;;;;;;;;;x
province_monothelite;Monothelite;;;;;;;;;;;;;x
province_monothelite_desc;The population of this province is predominantly Monothelite.;;;;;;;;;;;;;x
#109;;;;;;;;;;;;;x
province_montanist;Montanist;;;;;;;;;;;;;x
province_montanist_desc;The population of this province is predominantly Montanist.;;;;;;;;;;;;;x
#110;;;;;;;;;;;;;x
province_murjiah;Murji'i;;;;;;;;;;;;;x
province_murjiah_desc;The population of this province is predominantly Murji'i.;;;;;;;;;;;;;x
#111;;;;;;;;;;;;;x
province_murugan;Kartikeyan;;;;;;;;;;;;;x
province_murugan_desc;The population of this province is predominantly Kartikeyan.;;;;;;;;;;;;;x
#112;;;;;;;;;;;;;x
province_mutazil;Mu'tazili;;;;;;;;;;;;;x
province_mutazil_desc;The population of this province is predominantly Mu'tazili.;;;;;;;;;;;;;x
#113;;;;;;;;;;;;;x
province_mwari;Mwari;;;;;;;;;;;;;x
province_mwari_desc;The population of this province is predominantly Mwari.;;;;;;;;;;;;;x
#114;;;;;;;;;;;;;x
province_nasrani;Nasrani;;;;;;;;;;;;;x
province_nasrani_desc;The population of this province is predominantly Nasrani.;;;;;;;;;;;;;x
#115;;;;;;;;;;;;;x
province_neoplato;Neoplatonic;;;;;;;;;;;;;x
province_neoplato_desc;The population of this province is predominantly Neoplatonic.;;;;;;;;;;;;;x
#116;;;;;;;;;;;;;x
province_nestorian;Nestorian;;;;;;;;;;;;;x
province_nestorian_desc;The population of this province is predominantly Nestorian.;;;;;;;;;;;;;x
#117;;;;;;;;;;;;;x
province_norse_christ;Scandinist;;;;;;;;;;;;;x
province_norse_christ_desc;The population of this province is predominantly Scandinist.;;;;;;;;;;;;;x
#118;;;;;;;;;;;;;x
province_norse_pagan;Forn Siðric;;;;;;;;;;;;;x
province_norse_pagan_desc;The population of this province is predominantly Forn Siðric.;;;;;;;;;;;;;x
#119;;;;;;;;;;;;;x
province_norse_war;Ófriðartrívaric;;;;;;;;;;;;;x
province_norse_war_desc;The population of this province is predominantly Ófriðartrívaric.;;;;;;;;;;;;;x
#120;;;;;;;;;;;;;x
province_nott;Njóla;;;;;;;;;;;;;x
province_nott_desc;The population of this province is predominantly Njóla.;;;;;;;;;;;;;x
#121;;;;;;;;;;;;;x
province_nyame;Nyame;;;;;;;;;;;;;x
province_nyame_desc;The population of this province is predominantly Nyame.;;;;;;;;;;;;;x
#122;;;;;;;;;;;;;x
province_nyasaye;Nyakalagan;;;;;;;;;;;;;x
province_nyasaye_desc;The population of this province is predominantly Nyakalagan.;;;;;;;;;;;;;x
#123;;;;;;;;;;;;;x
province_nyau;Nyau;;;;;;;;;;;;;x
province_nyau_desc;The population of this province is predominantly Nyau.;;;;;;;;;;;;;x
#124;;;;;;;;;;;;;x
province_orthodox;Orthodox;;;;;;;;;;;;;x
province_orthodox_desc;The population of this province is predominantly Orthodox.;;;;;;;;;;;;;x
#125;;;;;;;;;;;;;x
province_palmyran_pagan;Elohimi;;;;;;;;;;;;;x
province_palmyran_pagan_desc;The population of this province is predominantly Elohimi.;;;;;;;;;;;;;x
#126;;;;;;;;;;;;;x
province_peckols;Peckolsic;;;;;;;;;;;;;x
province_peckols_desc;The population of this province is predominantly Peckolsic.;;;;;;;;;;;;;x
#127;;;;;;;;;;;;;x
province_pelagian;Pelagian;;;;;;;;;;;;;x
province_pelagian_desc;The population of this province is predominantly Pelagian.;;;;;;;;;;;;;x
#128;;;;;;;;;;;;;x
province_perkunas;Perkunan;;;;;;;;;;;;;x
province_perkunas_desc;The population of this province is predominantly Perkunan.;;;;;;;;;;;;;x
#129;;;;;;;;;;;;;x
province_perun;Perunic;;;;;;;;;;;;;x
province_perun_desc;The population of this province is predominantly Perunic.;;;;;;;;;;;;;x
#130;;;;;;;;;;;;;x
province_plato_christ;Platonic Christian;;;;;;;;;;;;;x
province_plato_christ_desc;The population of this province is predominantly Platonic Christian.;;;;;;;;;;;;;x
#131;;;;;;;;;;;;;x
province_plato_islam;Platonic Islamic;;;;;;;;;;;;;x
province_plato_islam_desc;The population of this province is predominantly Platonic Islamic.;;;;;;;;;;;;;x
#132;;;;;;;;;;;;;x
province_plato_pythagorean;Platonic Pythagorean;;;;;;;;;;;;;x
province_plato_pythagorean_desc;The population of this province is predominantly Platonic Pythagorean.;;;;;;;;;;;;;x
#133;;;;;;;;;;;;;x
province_porphyryan;Porphyryan;;;;;;;;;;;;;x
province_porphyryan_desc;The population of this province is predominantly Porphyryan.;;;;;;;;;;;;;x
#134;;;;;;;;;;;;;x
province_priscillian;Priscillian;;;;;;;;;;;;;x
province_priscillian_desc;The population of this province is predominantly Priscillian.;;;;;;;;;;;;;x
#135;;;;;;;;;;;;;x
province_qarmatian;Qarmatian;;;;;;;;;;;;;x
province_qarmatian_desc;The population of this province is predominantly Qarmatian.;;;;;;;;;;;;;x
#136;;;;;;;;;;;;;x
province_ragnarok;Ragnarökic;;;;;;;;;;;;;x
province_ragnarok_desc;The population of this province is predominantly Ragnarökic.;;;;;;;;;;;;;x
#137;;;;;;;;;;;;;x
province_rod;Rodic;;;;;;;;;;;;;x
province_rod_desc;The population of this province is predominantly Rodic.;;;;;;;;;;;;;x
#138;;;;;;;;;;;;;x
province_roman_imperial;Imperial Cultist;;;;;;;;;;;;;x
province_roman_imperial_desc;The population of this province is predominantly Imperial Cultist.;;;;;;;;;;;;;x
#139;;;;;;;;;;;;;x
province_sabellianist;Sabellianist;;;;;;;;;;;;;x
province_sabellianist_desc;The population of this province is predominantly Sabellianist.;;;;;;;;;;;;;x
#140;;;;;;;;;;;;;x
province_saule;Saulic;;;;;;;;;;;;;x
province_saule_desc;The population of this province is predominantly Saulic.;;;;;;;;;;;;;x
#141;;;;;;;;;;;;;x
province_saura;Saura;;;;;;;;;;;;;x
province_saura_desc;The population of this province is predominantly Saura.;;;;;;;;;;;;;x
#142;;;;;;;;;;;;;x
province_semipelagian;Semipelagian;;;;;;;;;;;;;x
province_semipelagian_desc;The population of this province is predominantly Semipelagian.;;;;;;;;;;;;;x
#143;;;;;;;;;;;;;x
province_set;Setite;;;;;;;;;;;;;x
province_set_desc;The population of this province is predominantly Setite.;;;;;;;;;;;;;x
#144;;;;;;;;;;;;;x
province_sethian;Sethoitae;;;;;;;;;;;;;x
province_sethian_desc;The population of this province is predominantly Sethoitae.;;;;;;;;;;;;;x
#145;;;;;;;;;;;;;x
province_shams;Shamsi;;;;;;;;;;;;;x
province_shams_desc;The population of this province is predominantly Shamsi..;;;;;;;;;;;;;x
#146;;;;;;;;;;;;;x
province_shiite;Shia;;;;;;;;;;;;;x
province_shiite_desc;The population of this province is predominantly Shia.;;;;;;;;;;;;;x
#147;;;;;;;;;;;;;x
province_slavic_christian;Slavic Christian;;;;;;;;;;;;;x
province_slavic_christian_desc;The population of this province is predominantly Slavic Christian.;;;;;;;;;;;;;x
#148;;;;;;;;;;;;;x
province_slavic_pagan;Rodnoveric;;;;;;;;;;;;;x
province_slavic_pagan_desc;The population of this province is predominantly Rodnoveric.;;;;;;;;;;;;;x
#149;;;;;;;;;;;;;x
province_sol;Solar-Imperial;;;;;;;;;;;;;x
province_sol_desc;The population of this province is predominantly Solar-Imperial.;;;;;;;;;;;;;x
#150;;;;;;;;;;;;;x
province_sol_apollo;Apollo-Heliosean;;;;;;;;;;;;;x
province_sol_apollo_desc;The population of this province is predominantly Apollo-Heliosean.;;;;;;;;;;;;;x
#151;;;;;;;;;;;;;x
province_sol_boreas;Apollo-Boreasean;;;;;;;;;;;;;x
province_sol_boreas_desc;The population of this province is predominantly Apollo-Boreasean.;;;;;;;;;;;;;x
#152;;;;;;;;;;;;;x
province_sol_christ;Solar-Christian;;;;;;;;;;;;;x
province_sol_christ_desc;The population of this province is predominantly Solar-Christian.;;;;;;;;;;;;;x
#153;;;;;;;;;;;;;x
province_sol_islam;Al-Shams Islamic;;;;;;;;;;;;;x
province_sol_islam_desc;The population of this province is predominantly Al-Shams Islamic.;;;;;;;;;;;;;x
#154;;;;;;;;;;;;;x
province_sol_mani;Solar-Manichaean;;;;;;;;;;;;;x
province_sol_mani_desc;The population of this province is predominantly Solar-Manichaean.;;;;;;;;;;;;;x
#155;;;;;;;;;;;;;x
province_sol_norse;Ódinn-Sólar;;;;;;;;;;;;;x
province_sol_norse_desc;The population of this province is predominantly Ódinn-Sólar.;;;;;;;;;;;;;x
#156;;;;;;;;;;;;;x
province_sol_sahara;Renatus Solisean;;;;;;;;;;;;;x
province_sol_sahara_desc;The population of this province is predominantly Renatus Solisean.;;;;;;;;;;;;;x
#157;;;;;;;;;;;;;x
province_sol_slav;Horsic;;;;;;;;;;;;;x
province_sol_slav_desc;The population of this province is predominantly Horsic.;;;;;;;;;;;;;x
#158;;;;;;;;;;;;;x
