#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hist_agiad_desc;The bloodline of Agis I, son of Eurysthenes, blood of Heracles, King of Sparta has provided Lakedaimon with its senior line of kings for milennia. This is Sparta and Sparta does things differently... The city has two kings, called Arkhagetai, with the two dynastic lines descending from the twins Eurysthenes and Procles. These Heraclidae Kings of Sparta are split into the senior Agiad and junior Eurypontid line. Fueled by the Spartan warrior ethos the Kings of Sparta are legendary figures, from the immortal Leonidas and his 300, to Agesilaus II, Basileus of the Hellenes. Molon labe! the Spartans still shout before being asked to surrender as they inevitably meet some superior force on the battlefield...and then proceed to humble it. While its great traditions never died out. Sparta did lose its glory as the star of Makedon rose, but the Lakedaemonians still managed to hold on to their corner of the Peloponesus. The Romans, great admirers of the Spartan militaristic state allowed them to continue as a vassal kingdom, and the Spartans, ever more insular dedicated themselves to martial perfection. The Spartan Homoioi -those who are the same- fought for the Romans in countless battles, many of them in the shade of clouds of arrows fired by Eastern hosts. The Agiads still rule over the city to this day, and upon their ascension to kingship they go on a sacred pilgrimage to Thermopylae, where they recite the famous epigram of Simonides, so that they might remember what it is to be Spartan: O ksein', angellein Lakedaimoniois hoti teide keimetha, tois keinon rhemasi peithomenoi - Go tell the Spartans, stranger passing by, that here obedient to their laws we lie.;;;;;;;;;;;;;x
hist_karling;Blood of Charlemagne;;;;;;;;;;;;;x
hist_karling_desc;Karolus Magnus, King of the Franks and Imperator Romanorum ruled over a vast, yet fragile Empire. A major architect of this Empire was Pope Leo III, exiled from Rome by the proper Roman Emperor Marcus Aurelius V, the Pope went to the court of the Frankish King and persuaded him to wage a Crusade against the Unholy Empire now found in Rome. In order to give legitimacy to the enterprise Leo had Karolus crowned Sacred Roman Emperor and proclaimed the birth of a new Holy Roman Empire! The crusading armies of this new Holy Roman Empire marched on Rome, but in 802 at the battle of Pavia, an allied Roman coalition led by the Mithraic host of Ravenna defeated the Franks and sent them back over the Alps. The Empire of Karolus Magnus remained a fragmented theoretical state, and upon his death it split into many lesser kingdoms paying only lip service to the new Sacral Emperor reigning in Aachen. The main Karling line retained the fiction of their Holy Roman Imperial title, but little power outside the walls of their Sacral capital. The lesser lines of the Pepinid Karlings and Lotharing Karlings ruling over Austrasia and Lotharingia retain vastly more power than their theoretical overlord. The Emperor himself is nothing but a shadow of the great Karolus, with the great nobility of his inexistent Empire bowing before him in public, yet laughing behind his back. A Karling Restoration is the dream of every Sacral Emperor, and even the lesser bloodlines of the Karlings share it... yet such a dream might be beyond the powers of mere mortal men. A True Sacred Emperor, Karolus Reborn, might be the only one able to fulfill such glory! Can there be such a One? It is the Karling's sacred destiny to find out.;;;;;;;;;;;;;x
hist_merovingian;Blood of Merovech;;;;;;;;;;;;;x
hist_merovingian_desc;The Merovingian Kings of Francia trace their descent from Merovech and Clovis I, the first great Christian King of the Franks. Their Holy Sang Real has ruled over the Franks for hundreds of years, although many of those years were spent as figure-heads, with overpowerful Mayors of the Palace being the actual power of the realm. The Karlings kept the Sang Real on a tight leash, the Merovingian Kings being in truth less than minor aristocrats in their new capital of Paris. Providing little besides overglorified marriage partners for the Karlings and other more powerful dynasties, the Merovingians could have dissapeared into complete irrelevance. Yet this was not to be. Following the great fragmentation of the Karling Empire and The Third Great War of the Princes, an able scion of the Sang Real rose to great power among the feudal nobles of the Holy Roman Empire. His name was Clovis VI and through his marriage to the Karling princess Adelheid, a well-engineered network of alliances, and undisputed martial genious, this later-day Clovis rebuilt a kingdom for his sacred bloodline. Under his descendants, this Sacral Frankish Kingdom became ever more of a theocracy than a feudal state. The Kings of the Sang Real are considered Holy by their subjects and are said to be able to ritually cure sickness by laying on hands. Ever greater belief in their Sacred Mission meant the Merovingians split with Rome establishing their own Gallic Church, based upon the Mystery of the Sang Real and the divine destiny of its heirs. It is said that a Ruler of the Holy Blood will one day rule the world, for the world belongs to the Sacred Sang Real, now and forever!;;;;;;;;;;;;;x
hist_capet;Blood of Hugh Capet;;;;;;;;;;;;;x
hist_capet_desc;"The Capetians trace their descent from Robert the Strong, the first of their line to ascend the throne of Neustria. As Sovereign-Margrave of Neustria, Robert was one of the great feudal lords of the Empire, and following the collapse of Karling power during The First Great War of the Princes, he had himself crowned King. Following his successes in battle against the Vikings, Robert became known as the Strong and he would come to sire a long line of Kings. In spite of his greatness, the dynasty of Neustria now takes its name after Hugh Capet, one of his descendants. This is a result of Hugh's ephemereal elevation as High King of the Franks during his victorious war against the Karling kingdoms. Wielding the Sacred Oriflamme banner of Saint Denis, after having been gifted the banner by his ally, the Merovingian Charibert VIII, the very image of a Warrior King, Hugh led the armies of Neustria to countless victories. Fittingly in 996, Hugh died in battle, surrounded, yet never surrendering, cut down by his own treacherous nobles, even in death still holding on to the sacred Oriflamme banner, and thus ascending into legend. The Kings of Neustria honor his legacy as they go into battle shouting: ""Montjoie! Saint Denis!"" their Host following the Sacred Oriflamme to glory!";;;;;;;;;;;;;x
hist_barcelona;Blood of Bello;;;;;;;;;;;;;x
hist_barcelona_desc;The bloodline of Bello, Lord of Carcassonne since 790 until his death in 810, his descendants, the Bellonids ruled over vast lands in Septimania and Catalonia. The Bellonids became hereditary rulers of the short-lived Spanish March, and under Wilfred the Hairy, Lord of Barcelona, the former territories of the March were reorganized into a powerful Principality. The proud symbol of the Bellonids, the Senyera, the golden flag with four red stripes of the House of Barcelona dates back to Wilfred's participation in the failed Spanish Crusade of Karolus the Bold. Following a great victory against the infidels, the wounded Frankish King smeared four bloodied fingers over Wilfred's golden shield thus giving birth to the eternal symbol of the Catalans. The proud Lords of Barcelona carry the Seyera into battle to this day, ready to add their blood to the golden shield of Wilfred!;;;;;;;;;;;;;x
hist_decebal;Blood of Decebalus;;;;;;;;;;;;;x
hist_decebal_desc;Decebalus, The Brave, King of Dacia, ruled over a vast Dacian state from his great capital of Sarmizegetusa. In 87CE Decebalus destroyed 5 Roman legions at the battle of Tapae, thus earning himself the eternal enmity of Rome. Trajan defeated Decebalus in 102CE and Dacia had to become a client kingdom. As a client of Rome, Dacia became a militaritic buffer state of the Empire, and a recruiting ground for its legions. The Dacians owe their survival to the peculiar nature of their society. As a military client of the Empire, the Dacian state became increasingly more dedicated to warfare. The tarabostes, the warrior nobility, became a meritocratic class whose sole purpose was turned to martial excellence. The Cult of Zalmoxis became a monotheistic religion, with its disciples believing in an afterlife most easily earned by valor in battle. Zamolxianism became the religion of the state, and this warrior-mystical religion helped turn the Dacians into an unconquerable and fearless martial people. The Dacians hold death in contempt, and their fanatic falxmen expect their glorious place in the afterlife in every battle. Every year the Dacians send a warrior to Zalmoxis with their petitions, as he fearlessly throws himself from a great height onto the spears of the assembled host. It is said that Zalmoxis hears this supreme prayer and sends glorious thunder to signal his acceptance of his people's supplication. After gaining the approval of Heaven, the Dacian hosts march behind their Draco banners to the glory none can deny them! Woe to the enemies of Zalmoxis, for the Blood of Decebalus fear nothing!;;;;;;;;;;;;;x
hist_brian;Blood of Brian Boru;;;;;;;;;;;;;x
hist_brian_desc;Brian BÛruma mac CennÈtig, King of Munster was the last Irishman to hold the High Kinghsip of Hibernia. After several succesfull campaigns Brian received the submission of all of the Kings of the island, from the ruthless Norse Ivarrings of Dublin to the proud Conchobairs of Connacht. In a sacred ceremony on the Holy Hill of Tara, Brian drank the royal ale, and married the goddess Medb. It is said that as the ceremony came to a close Brian touched the Lia F·il, the Stone of Destiny, and the stone sang, as it had not since time of C˙chulainn! As the rightful king of Ireland, Brian should have enjoyed a long and prosperous reign, but it was not to be. In 1014, at the Battle of Clontarf, Brian led his Fianna F·il, his warriors of Destiny, against a vast Norse host, and while his army emerged victorious their rightful king fell to treachery. It is said that in Sacred Tara the Lia F·il roared with sorrow, and that since then it has fallen silent once more. Maybe it will come to be, that one day another king of the blood of Brian will become Ard Ri of Hibernia, and go on to Tara so the Stone may roar again! Until then the Lia F·il is waiting in silence.;;;;;;;;;;;;;x
hist_oleg;Blood of Oleg;;;;;;;;;;;;;x
hist_oleg_desc;"Oleg the Seer, the first Great Varangian Prince of Kiev is a figure of legend, credited with great oracular powers. In 912 Oleg, Bane of the Rhomaion, assembled a great Varangian host and went South to besiege Miklagard itself. Unable to penetrate the great walls of the Imperial City, Oleg fixed his shield to the gate of the city. It is said that a prophecy foretold that Oleg would find his death from his own stallion, and so he sent it away, and many years later when the horse had died, he finally went to see its remains. As Oleg touched the skull of his stallion, a snake slithered from inside the skull and bit him. Thus Oleg died fulfilling the prophecy. His descendants are still credited with great oracular power, and are prone to call themselves ""The Seer Princes"" of Kiev. While their dominion is much diminished the Olegovichs of Kiev are still feared by their enemies as they cling on to power in the Seer's capital. The Princes of Kiev have overcome many misfortuners, and have remained steadfast in their resolve, for it is foretold that one day, a King of the Blood of Oleg will march once more on Miklagard and he will affix his shield on the very doors of the Imperial Palace!";;;;;;;;;;;;;x
hist_rurik;Blood of Rurik;;;;;;;;;;;;;x
hist_rurik_desc;Rurik, the Varangian Prince of Holmgardr established a strong Norse state centered around his newly founded capital. One of many Varangian warlords to try their hand at conquest in the East, Rurik's legacy proved to be the most lasting. His heir Ingvar of Holmgardr was acknowledged by the other Varangian Princes as King of Gardariki. His great Varangian host besieged Miklagard on two ocassions in 941 and 944. Not content with his exploits on the Black Sea, Ingvar terrorized the Caspian as well, his Varangians launching a major expedition into Persia and sacking the great city of Arsakia Rhagae. Inspite of his glorious exploits, Ingvar met with an undignified end, as the Drevlyans captured him while attempting to collect tribute. The Drevlyans bent down two birch trees to the ground and tied them to Ingvar's legs, and then they let the trees straighten, thus tearing him apart. His wife Olga extracted merciless revenge, burning their capital of Iskorosten and then salting its very ground, then leveling their other towns so that nothing remained of them, while all Drevlyan men were put to the sword. Rurik's blood lost the High Kingship, but his descendants continued to reign in Holmgardr and elsewhere. After several expeditions to Miklagard, and with many of their warriors having served in the Rhomaion Varangian Guard, the Princes of Holmgardr adopted ”dinn-SÛl as their patron, their very own version of Sol Invictus. It is their dream to build a great Empire of the North, a Third Rome under the auspices of their Invincible Sun, and then one day with the whole might of Gardariki descend upon Miklagard in victory and march on to even greater glory, to Rome and beyond!;;;;;;;;;;;;;x
hist_parmenion;Blood of Parmenion;;;;;;;;;;;;;x
hist_parmenion_desc;"Parmenion, the great general of Philip II of Makedon, and then Megas Alexandros, was one of the greatest of the Makedones. The chief companion of Philip, and then Alexandros's second in command, Parmenion's great wisdom inspired generations of Makedon generals. While some whisper that his steadfast command of the left at the Battle of Issus was the true key to success in that most famous of battles, others choose to remember him for his advice before the battle of Gaugamela. Darius had sent an emissary offering Alexandros half of his entire empire in exchange for peace... Parmenion opined that if he were Alexander, he would have gladly accepted the offer. Alexander only replied, ""And I would too, if I were Parmenion."" The bloodline of Parmenion became Satraps of Ecbatana and stubbornly held on to it as they mastered the art of bowing before the most powerful ruler of the day. Their greatest moment came towards the end of the Seleukid Renaissance. In 102CE Philotas XII, after a famous victory near Arsakia Rhagae, humbled his Parthian Overlord and went on to crown himself King of Media. After a series of whirlwind campaigns, Philotas, now king of Media, Atropatene and Hayasdan marched upon Seleukeia on the Tigris and entered the city in triumph as the Seleukid Basileus Antiochus XVI Epiphanes chose not to give battle. Great celebrations were planned to mark the Restauration of a Hellenic Persian Empire, but on that very night Philotas XII the Conqueror, died chocking on a poisoned cup of wine, and the dream of a restored Arche Makedonia died with him. His descendants did well to hold on to Ecbatana and wither the storms time sent their way. Now Persianized the Parmenions of Ecbatana still hold on to their Satrapy and dream of the Empire that could have been, if not but for a cup of wine!";;;;;;;;;;;;;x
hist_almaqah;Blood of Almaqah;;;;;;;;;;;;;x
hist_almaqah_desc;The Mukarrib Priest Kings of Saba claim their descent from Almaqah the Sun God. Almaqah holds a cluster of lightning bolts in his hand, surrounding a sacred sickle-sword, ready to smite those who would bring Darkness to his Sacred Realm. From their great capital of Ma'rib the Priest Kings of Saba rule over a powerful, unconquerable Realm beloved to the Sun above. Masters of the spice trade their caravans ply the sands of Arabia and beyond, bringing great wealth to the Children of the Sun. Their impregnable Dominion is centered upon great fortified cities where Sun Priests invoke the benevolent grace of Almaqah and merchant princes plan their next trade expeditions. The armies of Almaqah are centered upon the steadfast heavy infantry of Sabaean cities, complemented by the impetous light cavalry of the nobility and desert tribesmen who call the Mukarrib, their Lord. The Sun Lords of Ma'rib have proved their divine heritage as their Glorious Kingdom stands impregnable on the tip of the Arabian Peninsula defying all those who would possess its wealth. From their magnificent Holy City of Ma'rib, the Blood of Almaqah plan great conquests as they wish to go forth in glory over the Ocean of Sand to the North and bring back the worship of the Sun to their errant Northern cousins. Almaqah is ready to embrace all under His benevolent Light and bring forth an Age of Glory!;;;;;;;;;;;;;x
hist_artorius;Blood of Artorius;;;;;;;;;;;;;x
hist_artorius_desc;"The general Lucius Artorius, commander of the Sarmatian Cavalry of Alexandros III, was the bastard son of King Abgar IX of Osroene. In 207 CE, Lucius Artorius was sent at the head of a great Daco-Sarmatian army to Britannia to defeat the Republicans under Clodius Albinus. His defeat of the Republicans in the great battle of Londinium, and the trampling of the body of Clodius Albinus, still clutching the SPQR banner remain the stuff of legend. Alexandros III would fondly call him ""The True Destroyer of the Republic"". His subsequent defeat of the Caledoni and the sacrifice of their King Circennos by his Sarmatian cavalrymen having a Sword of Victory dedicated to the War God thrust in the ground through the still beating heart of the King, would only add to the Artorian myth. Wielding his Sword of Victory Lucius Artorius went on to campaign beyond the Wall, reaching the Northern End of the World, as no civilized man had done before him. Lucius Artorius was later named hereditary Supreme Military governor of Britannia, and his power over the Island was enforced by a vast programme of Daco-Sarmatian colonization. In 259 his descendant Maximus Artorius proclaimed himself Emperor of Britannia, and would go on to become Gallic Emperor and co-Emperor of the Roman Empire. In 500 CE, another Artorian, Magnus Artorius, High King of Britannia won the great Brython victory of Mons Badonicus over the Saxon invaders, thus stopping their Western advance. In 537, he would die killed in sigle combat by his own son Mordred, during the Battle of Camlann. The Artorii would go on to produce many High Kings of the Brythons and lesser kings as well. The senior Sarmato-Brython branch of the family took up the name Pendragon - ""Head Dragon"" - as their Sarmatian Dragon Banners became the symbol of the dynasty. Another symbol of the dynasty remains Lucius Artorius's Sword of Victory, the true symbol of Artorian kingship. Each Artorian King is supposed to sacrifice at least one man to the Sword of the War God throughout his reign in order to be recognized as a True King. The greater the rank of the sacrificed man, the Greater the King, the legend goes, and many great men of Britannia saw their end with the Sword of Victory thrust into the ground through their beating heart. While the power of the Artorii is much diminished, men still tremble at the very sight of the invincible Dragon Banners! It is said that a True King wielding the Sword of Victory will once more humble the West and show himself to the world by having an Emperor sacrificed to the War God. The Sword thirsts for blood and the Dragon Banners are restless! The Horse Lords of the West are ready to ride forth in glory!";;;;;;;;;;;;;x
hist_vespasian;Blood of Vespasian;;;;;;;;;;;;;x
hist_vespasian_desc;"Titus Flavius Caesar Vespasianus Augustus was Roman Emperor from 69 CE to 79 CE. With the support of the East behind him, Vespasian emerged victorious during the Year of the Four Emperors, after Alexandros II had been assassinated by his Nabatean mistress Salome. His son Titus, who would go on to become Emperor himself, subdued Judea, conquered Jerusalem and captured the Jewish fortress of Massada. In 73 CE Vespasian was responsible for the first wave of Jewish resettlement in the Sinai. The last words of the great Emperor, one last joke at the Divine Alexandros II's expense were: ""I think I am turning into a God."" The Vespasiani lost the Imperial throne, but managed to survive as one of the great Roman patrician families. The star of the Vespasiani rose once more in 895 CE as Leo VI the Macedonian appointed Lucius Vespasianus as hereditary Exarch of the restored Exarchate of Africa. The Vespasiani have remained in control of their African dominion ever since, still dreaming of their restoring their line to Imperial glory. Can the descendants of the Great Vespasian be Emperors once more? Only time will tell whether they can actually become Gods in Truth. ";;;;;;;;;;;;;x
hist_kahina;Blood of Kahina;;;;;;;;;;;;;x
hist_kahina_desc;"The Berber Queen Daya Ult Yenfaq Tajrawt, known to the world as Kahina led the Berber resistence against Islam in North Africa. Claiming descent from the Antonii Amanai Berber Princes the Great Warrior Queen of the Berbers proved worthy of her Roman and Divine blood both. Her many victories against Islam and preternatural military talent earned her a reputation for sorcery among the Muslims. In 692 Kahina destroyed a great Islamic army near Biskra and had all captives decapitated, their bodies left to rot on the field. This earned her the dread name of ""Gatherer of Heads"" among the Arabs. Furthermore in 695 Kahina defeated the great Islamic general Hasan ibn al-Numan greatly weakening Islam in North Africa. The Queen swore never to rest till Islam had not been purged from Africa. In 710 CE, the Kahinid prince Amnay founded the Kingdom of Nekor and her descendants have ruled it ever since. Unbent and unbroken, the Berber Kings of Nekor are reputed for their invincible exploits on the battlefield and their talent for sorcery. Arabs and other Berbers alike fear the Sorceror Kings of Nekor and avoid campaigning against their Mountain strongholds. Upon their acension as King, the Kahinid princes are ritually remembered of the Oath of Kahina, and swear never to rest till Islam is purged from Africa.";;;;;;;;;;;;;x
hist_verus;Blood of Verus;;;;;;;;;;;;;x
hist_verus_desc;"Lucius Aurelius Verus Augustus became Roman co-Emperor in 161 CE, signaling the rise to proeminence of the Veri, who would go on to become one of the great Roman patrician Imperial families. His reign as co-Emperor began inauspiciously as Lucius Verus was forced to pay the Praetorian Guard a donative of 20,000 sestertii per capita in exchange for an oath of loyalty. His reign proceeded smoothly after this, and Lucius Verus became much loved by the people, as he lacked Imperial pomp and mingled with them freely. He instituted several programs aimed at taking care of poor children and integrating them from an early age within the military structure of the Empire. He allowed free speech, and was said to enjoy comedians who managed to mock him in intelligent fashion. Lucius Verus proved to be invincible on the battlefield, winning several battles for the Empire, in a quick efficient manner. In his later years, he turned to luxury, gambling and orgies, while still managing to fulfill his duties with great efficiency. He took the divinely beautiful Panthea as a mistress, whose influence over him was so great that comedians came to call him Panthea. The Emperor took this in good humor. Lucius Verus also became known as an avid collector of fossils and ""bones of giants"" and earned a reputation of a pleasure loving scholar, entertaining his guests with his knowledge and magnificent orgies. The other great Verus, Lucius Verus II was one of the greatest martial Emperors, sadly remembered by most only for his execution of the widow of Alexandros IV, Aquilia Severa. The Former Vestal virgin was buried alive according to Roman custom once Lucius took power. Her son Alexandros V would later forgive him, proclaiming it to have been ""the Roman way"". In 428 CE the magnate Quintus Verus was appointed hereditary military governor of Provincia, thus inaugurating the centuries long Veri rule over Provinica. The Veri remain one of the most prestigious and richest Roman aristocratic families, and provided they can sire a new Lucius, Imperial honors could once more be within their grasp!";;;;;;;;;;;;;x
hist_amyntas;Blood of Amyntas;;;;;;;;;;;;;x
hist_amyntas_desc;"Amyntas, Tetrarch of the Trocmi, and King of Galatia was the greatest of all Galatian Kings. After his conquest of Kappadokia, Amyntas defeated Antiochus XIV in battle near Mazaka, had the Seleukid Basileus torn to pieces and went on to besiege Antiocheia. In 34 BCE, Amyntas received the submission of Armenia, and in 32 BCE became Sovereign of Atropatene. His legendary campaign against Parthia was crowned by his defeat of Phraates IV near Hecatompylos. His Tindotae are said to have refused to emasculate the Parthian dead after considering them ""not manly enough to be worth the trouble."" Amyntas entered Hecatompylos in triumph and had himself acclaimed King of Kings. 7 days later he was dead, in mysterious circumstances, and with him died the dream of a Galatian Empire to rival Alexandros's. His descendants continued to rule in Galatia and proved to be major players in Imperial politics as their warlike state became a source of great military strength for those who could command its loyalty. The proud warlike Galatians were also widely used as military colonists throughout the known world, and their heritage can be found from the Pillars of Hercules to Helleno-China. The adoption of the cult of Eosphorus, the Dawn Bringer as the state religion of the Kingdom further strenghtened this unbreakable people. Eosphorus, Lucifer, the True Lord of Hosts commands his subjects to carry on his eternal battle against the False Gods of Darkness, who would enslave Man, subject him to countless indignities and condemn him to eternal servitude, gods such as Yahweh or his son the so-called Christ. The Galatian Kings remember their proud heritage and know their Divine Mission. One day the Dawn Bringer shall topple the False Gods of the Yahwists and Light shall reign in eternal Glory over the Realms of Man!";;;;;;;;;;;;;x
hist_severus;Blood of Severus;;;;;;;;;;;;;x
hist_severus_desc;"Lucius Septimius Severus Augustus started his carreer by campaigning against the Great Abgar Ix of Osroene. He humbled the Armenian Emperor and had him result his role as a petty client of Rome. Following his victories in the East Severus was sent to Hispania to put down a Lusitanian rebellion. In 192 CE, following the death of Commodus, his legions procalimed him Emperor in Hispania. He became a member of the Imperial Triumvirate alongside Clodius Albinus and Alexandros III, his control over Hispania and Africa being confirmed. In 200 CE, while in Rome, Septimius Severus attempted to have himself crowned sole Emperor, and after the refusal of the Senate, he had it disbanded thus sparking the War of the Three Emperors. The Great Champion of the Republicans, Clodius Albinus expelled Severus from Rome and then chased him into Hispania. At the end of the war in 210 CE Alexandros III acknowledged Septimius Severus as Emperor of Hispania, thus starting the long rule of the Severi over their Hispanic possessions, and inaugurating the long lived political entity of the Empire of Hispania. On his deathbed Severus told his sons Geta and Caracalla: ""Be harmonious, make sure to enrich the soldiers, and scorn all other men."" and the Severi have taken this to heart, managing to survive the centuries on pure military strength alone. The Severi slowly lost their hold over Hispania, and in 553 CE Valentia submmited to Belisarius. Justinian had Marius Severus confirmed as hereditary Exarch of Valentia, and thus the once proud Emperors became the unbreakable Exarchs of the West. The Empire of Hispania lived on, as many Gothic High Kings claimed the title for their own. In 707 CE Julius Severus broke off with the Empire proclaiming himself King of Valentia, and the Severi became once more masters of an independent power. Having survived many centuries of adversity, Vandals, Goths and the Rise of Islam, the Severi still hold on to their Kingdom of Valentia and dream of the Empire that is rightfully theirs. With the Immortal Legio VI Hispana at their command, and their great militaristic state ready to raise more legions for their masters, the Severi are ready to once more claim the Empire of Hispania as their own, and if Mithra is willing one day return to Rome and punish the Senate for its ancient, yet never forgiven insolence!";;;;;;;;;;;;;x
hist_muawiyah;Blood of Muawiyah;;;;;;;;;;;;;x
hist_muawiyah_desc;"This character is a descendant of Muawiyah ibn Abi Sufyan, the first Umayyad Caliph. In 657 CE Muawiyah fought Ali in the great Battle of Siffin, a key moment in the dissolution of Islamic unity. The arbitration following the indecisive battle, spelled the beginning of the End for the Rashidun Caliphate. Following Ali's assassination by a Kharijite, Muawiyah became Caliph and ruled over much of the Islamic Realm from Damascus. In 670 CE, Alexandros XVI entreated him to attack Persia, wishing to see him humbled in the process, but his plan backfired as Muawiyah conquered Ctesiphon and had the Persians expelled from Mesopotamia. Alexandros famously proclaimed: ""Never trust a Persian to do your business."" The later years of his rule so the Great Fragmentation of Islam and collapse of any form of central authority. He died assassinated in 680, his death causing further Islamic disunity. In 750 CE Umayyad power in the East collapsed entirely following their defeat in the Battle of the Zab by the new Abbasid Caliphate. The Umayyad Caliph Marwan II barely managed to flee to Damascus and retain rule over the city and its environs. In 755 CE, the Umayyad Abd-ar-Rahman went to Hispania, thus inaugurating the Great Umayyad adventure in the West, culminating in the Establishment of the Caliphate of Cordoba. The Umayyads went on to become great patrons of Ilm, their realms being renowned for their tolerance, scientific advances and patronage of art. The Umayyads might have lost their former glory, but as patrons of Light in a world of Darkness, they still hope that one day they will regain what is rightfully theirs. Maybe, a day will come when Ilm will be the guiding principle of Islam once more, and the Umayyad Caliphs will once more be the focus of the prayers of the faithful, from Mecca to Cordoba and beyond!";;;;;;;;;;;;;x
hist_calgacus;Blood of Calgacus;;;;;;;;;;;;;x
