EVTDESCca.15;[Root.GetTitledName] has converted Rome and Constantinople to [Root.Religion.GetName], earning the achievement §YWhat Schism?§!!;;;;;;;x
EVTDESCca.16;[Root.GetTitledName] has converted Mecca to [Root.Religion.GetName], earning the achievement §YRed Sea Resort§!!;;;;;;;x
EVTDESCca.17a;[Root.GetTitledName] rules both the Persian Empire and the Empire of Rajastan, earning the achievement §YLooking East and West§!!;;;;;;;x
EVTDESCca.17b;[Root.GetTitledName] rules both the Persian Empire and the Empire of India, earning the achievement §YLooking East and West§!!;;;;;;;x
EVTDESCca.18;[Root.GetTitledName] is simultaneously at war with Mongols and Aztecs, earning the achievement §YMedieval Schlieffen§!!;;;;;;;x
EVTDESCca.19;[Root.GetTitledName] has divorced the Lombard princess [From.GetTitledName], earning the achievement §YI'm Sorry, Desiderata§!!;;;;;;;x
EVTDESCca.20;[Root.GetTitledName] has seduced [Root.GetHerHis] tenth paramour through targeted seduction, earning the achievement §YCasanova§!!;;;;;;;x
EVTDESCca.21;[Root.GetTitledName] has successfully slandered 20 people, earning the achievement §YMudslinger§!!;;;;;;;x
EVTDESCca.22;[Root.GetTitledName] has won 7 duels, earning the achievement §YBring It On§!!;;;;;;;x
EVTDESCca.23;[Root.GetTitledName] is friends with 6 close relatives, earning the achievement §YFamily Bliss§!!;;;;;;;x
EVTDESCca.24;[Root.GetTitledName] had [Root.GetHerHis] [From.GetHusbandWife] [From.GetTitledName] killed, earning the achievement §YUntil Death Do Us Part§!!;;;;;;;x
EVTDESCca.25;[Root.GetTitledName] controls all Silk Road ports in India as a merchant republic in [Root.Capital.GetName], earning the achievement §YWho Needs Vasco da Gama?§!!;;;;;;;x
EVTDESCca.26;[Root.GetTitledName] owns 3 fully upgraded trade posts on the Silk Road, earning the achievement §YPax Mongolica§!!;;;;;;;x
EVTDESCca.27;[Root.GetTitledName] allowed the mercenary captain [FromFrom.GetTitledName] to settle in his lands, earning the achievement §YSword to Ploughshare§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_A_POPE_OF_MY_OWN;[GetDateText]: [Root.GetTitledName] set [From.GetTitledName] up as an antipope, and was bestowed the achievement A Pope of My Own.;;;;;;;x
EVTDESCca.30;[Root.GetTitledName] has set up [From.GetTitledName] as an antipope, earning the achievement §YA Pope of My Own§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_ALL_THREE_POPES;[GetDateText]: [Root.GetTitledName] played in a game in which there were 2 simultaneous antipopes, and was bestowed the achievement All Three Popes.;;;;;;;x
EVTDESCca.32;[Root.GetTitledName] is playing in a game with 2 simultaneous antipopes, earning the achievement §YA Pope of My Own§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_BECOME_EXALTED;[GetDateText]: [Root.GetTitledName] achieved [Root.GetHerHis] ambition to Become Exalted, and was bestowed the achievement Exalted Among Men.;;;;;;;x
EVTDESCca.34;[Root.GetTitledName] achieved [Root.GetHerHis] ambition to Become Exalted, earning the achievement §YExalted Among Men§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_CRUSADER;[GetDateText]: [Root.GetTitledName] became a crusader, and was bestowed the achievement Crusader.;;;;;;;x
EVTDESCca.36;[Root.GetTitledName] has become a crusader, earning the achievement §YCrusader§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_BECOME_PARAGON_OF_VIRTUE;[GetDateText]: [Root.GetTitledName] achieved [Root.GetHerHis] ambition to Become Paragon of Virtue, and was bestowed the achievement Paragon of Virtue.;;;;;;;x
EVTDESCca.38;[Root.GetTitledName] achieved [Root.GetHerHis] ambition to Become Paragon of Virtue, earning the achievement §YParagon of Virtue§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_UNITED_THE_KINGDOMS;[GetDateText]: [Root.GetTitledName] held the titles to the kingdoms of England, Scotland, Wales and Ireland, and was bestowed the achievement United the Kingdoms.;;;;;;;x
EVTDESCca.40;[Root.GetTitledName] holds the titles to the kingdoms of England, Scotland, Wales and Ireland, earning the achievement §YUnited the Kingdoms§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_PRESTER_JOHN;[GetDateText]: [Root.GetTitledName] was a Catholic ruler of a realm that bordered Monophysite Abyssinia, and was bestowed the achievement Prester John.;;;;;;;x
EVTDESCca.42;[Root.GetTitledName] is a Catholic ruler of a realm that bordered Monophysite Abyssinia, earning the achievement §YPrester John§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_RUSSKAYA_PRAVDA;[GetDateText]: [Root.GetTitledName] ruled the Kingdom of Russia as a Russian, and was bestowed the achievement Russkaya Pravda.;;;;;;;x
EVTDESCca.44;[Root.GetTitledName] rules the Kingdom of Russia as a Russian, earning the achievement §YRusskaya Pravda§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_PROTECTOR_OF_THE_HOLY_PLACES;[GetDateText]: [Root.GetTitledName] ruled a realm controlling Rome, Jerusalem, Mecca and Medina, and was bestowed the achievement Protector of the Holy Places.;;;;;;;x
EVTDESCca.46;[Root.GetTitledName] rules a realm controlling Rome, Jerusalem, Mecca and Medina, earning the achievement §YProtector of the Holy Places§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_PENTARCH;[GetDateText]: [Root.GetTitledName] was an Orthodox ruler of a realm controlling Rome, Jerusalem, Constantinople, Alexandria and Antioch, and was bestowed the achievement Pentarch.;;;;;;;x
EVTDESCca.48;[Root.GetTitledName] is an Orthodox ruler of a realm controlling Rome, Jerusalem, Constantinople, Alexandria and Antioch, earning the achievement §YPentarch§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_LEGACY_OF_ROME;[GetDateText]: [Root.GetTitledName] restored the Roman Empire, and was bestowed the achievement Legacy of Rome.;;;;;;;x
EVTDESCca.50;[Root.GetTitledName] has restored the Roman Empire, earning the achievement §YLegacy of Rome§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_A_NORMAN_YOKE;[GetDateText]: [Root.GetTitledName] conquered England, and was bestowed the achievement On English Back a Norman Yoke.;;;;;;;x
EVTDESCca.52;[Root.GetTitledName] has conquered England, earning the achievement §YOn English Back a Norman Yoke§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_HARD_RULER;[GetDateText]: [Root.GetTitledName] conquered England, and was bestowed the achievement Hard Ruler.;;;;;;;x
EVTDESCca.54;[Root.GetTitledName] has conquered England, earning the achievement §YHard Ruler§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_ALWAYS_BET_ON_DUKE;[GetDateText]: [Root.GetTitledName] rose from the rank of count to duke, and was bestowed the achievement Always Bet On Duke.;;;;;;;x
EVTDESCca.57;[Root.GetTitledName] has risen from the rank of count to duke, earning the achievement §YAlways Bet On Duke§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_GOOD_TO_BE_KING;[GetDateText]: [Root.GetTitledName] rose from the rank of count to king, and was bestowed the achievement It's Good to be the King.;;;;;;;x
EVTDESCca.59;[Root.GetTitledName] has risen from the rank of count to king, earning the achievement §YIt's Good to be the King§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_BETTER_BE_EMPEROR;[GetDateText]: [Root.GetTitledName] rose from the rank of count to emperor, and was bestowed the achievement It's Better to be the Emperor.;;;;;;;x
EVTDESCca.61;[Root.GetTitledName] has risen from the rank of count to emperor, earning the achievement §YIt's Better to be the Emperor§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_CRUSADER_KING;[GetDateText]: [Root.GetTitledName] held the Kingdom of Jerusalem, and was bestowed the achievement Crusader King.;;;;;;;x
EVTDESCca.63;[Root.GetTitledName] holds the Kingdom of Jerusalem, earning the achievement §YCrusader King§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_THE_OUTSIDE_BET;[GetDateText]: [Root.GetTitledName] conquered England, and was bestowed the achievement The Outside Bet.;;;;;;;x
EVTDESCca.65;[Root.GetTitledName] has conquered England, earning the achievement §YThe Outside Bet§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_SPQR;[GetDateText]: [Root.GetTitledName] reclaimed the ancient Roman Imperial borders, and was bestowed the achievement S.P.Q.R.;;;;;;;x
EVTDESCca.67;[Root.GetTitledName] has reclaimed the ancient Roman Imperial borders, earning the achievement §YS.P.Q.R.§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_BRINGS_BENEFIT;[GetDateText]: [Root.GetTitledName] became the prophesied Saoshyant, and was bestowed the achievement The One Who Brings Benefit.;;;;;;;x
EVTDESCca.69;[Root.GetTitledName] has become the prophesied Saoshyant, earning the achievement §YThe One Who Brings Benefit§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_KINGDOM_OF_DAVID;[GetDateText]: [Root.GetTitledName] created the Kingdom of Israel, and was bestowed the achievement Kingdom of David.;;;;;;;x
EVTDESCca.71;[Root.GetTitledName] has created the Kingdom of Israel, earning the achievement §YKingdom of David§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_NEW_WAYS;[GetDateText]: [Root.GetTitledName] reformed a pagsn religion, and was bestowed the achievement New Ways for Old Gods.;;;;;;;x
EVTDESCca.73;[Root.GetTitledName] has reformed a pagsn religion, earning the achievement §YNew Ways for Old Gods§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_TO_MECCA;[GetDateText]: [Root.GetTitledName] went on a hajj, and was bestowed the achievement To Mecca!;;;;;;;x
EVTDESCca.75;[Root.GetTitledName] has gone on a hajj, earning the achievement §YTo Mecca§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_PILGRIM;[GetDateText]: [Root.GetTitledName] went on a pilgrimage, and was bestowed the achievement Pilgrim.;;;;;;;x
EVTDESCca.77;[Root.GetTitledName] has gone on a pilgrimage, earning the achievement §YPilgrim§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_MERCHANT_PRINCE;[GetDateText]: [Root.GetTitledName] amassed more than 20,000 in wealth, and was bestowed the achievement Merchant Prince.;;;;;;;x
EVTDESCca.79;[Root.GetTitledName] has amassed more than 20,000 in wealth, earning the achievement §YMerchant Prince§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_SAINT;[GetDateText]: [Root.GetTitledName] amassed more than 10,000 in piety, and was bestowed the achievement Saint.;;;;;;;x
EVTDESCca.81;[Root.GetTitledName] has amassed more than 10,000 in piety, earning the achievement §YSaint§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_CELEBRITY;[GetDateText]: [Root.GetTitledName] amassed more than 15,000 in prestige, and was bestowed the achievement Dream Home.;;;;;;;x
EVTDESCca.83;[Root.GetTitledName] has amassed more than 15,000 in prestige, earning the achievement §YCelebrity§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_DREAM_HOME;[GetDateText]: [Root.GetTitledName] fully upgraded [Root.GetHerHis] family palace, and was bestowed the achievement Dream Home.;;;;;;;x
EVTDESCca.85;[Root.GetTitledName] has fully upgraded [Root.GetHerHis] family palace, earning the achievement §YDream Home§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_TRADE_EMPIRE;[GetDateText]: [Root.GetTitledName]'s republic maintained 80 trade posts, and [Root.GetSheHe] was bestowed the achievement Trade Empire.;;;;;;;x
EVTDESCca.87;[Root.GetTitledName]'s republic maintains 80 trade posts, earning [Root.GetHerHim] the achievement §YTrade Empire§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_KHAN_OF_KHANS;[GetDateText]: [Root.GetTitledName] conquered continental western Europe, and was bestowed the achievement Khan of Khans.;;;;;;;x
EVTDESCca.89;[Root.GetTitledName] has conquered continental western Europe, earning the achievement §YKhan of Khans§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_AND_STAY_OUT;[GetDateText]: The Aztecs were thrown back into the sea, and the achievement And Stay Out! was bestowed upon [Root.GetTitledName];;;;;;;x
EVTDESCca.91;The Aztecs have been thrown back into the see, earning [Root.GetTitledName] the achievement §YAnd Stay Out§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_DIVINE_BLOOD;[GetDateText]: [Root.GetTitledName] achieved a score of 100,000, and was bestowed the achievement Divine Blood.;;;;;;;x
EVTDESCca.93;[Root.GetTitledName] has achieved a score of 100,000, earning the achievement §YDivine Blood§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_DRAGON_BLOOD;[GetDateText]: [Root.GetTitledName] achieved a score of 50,000, and was bestowed the achievement Dragon Blood.;;;;;;;x
EVTDESCca.95;[Root.GetTitledName] has achieved a score of 50,000, earning the achievement §YDragon Blood§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_ROYAL_BLOOD;[GetDateText]: [Root.GetTitledName] achieved a score of 10,000, and was bestowed the achievement Royal Blood.;;;;;;;x
EVTDESCca.97;[Root.GetTitledName] has achieved a score of 10,000, earning the achievement §YRoyal Blood§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_CALIPHATE_STRIKES_BACK;[GetDateText]: [Root.GetTitledName] became an independent Emperor, and was bestowed the achievement The Caliphate Strikes Back.;;;;;;;x
EVTDESCca.99;[Root.GetTitledName] has become an indpendent Emperor, earning the achievement §YThe Caliphate Strikes Back§!!;;;;;;;x
EVTOPTCca.1;Congratulations!;;;;;;;x
EVTOPTDca.1;Boo! Hiss! I wanted that achievement, you bum!;;;;;;;x
EVTDESCca.100;To the [GetFromRootCompliment] [Root.GetTitledFirstName],\nCongratulations on your recent achievement.\n\nSincerely,\n[From.GetTitledFirstName] of [From.PrimaryTitle.GetName];;;;;;;x
EVTOPTAca.100;I could not have done it on my own.;;;;;;;x
EVTDESCca.101;To the [GetFromRootInsult] [Root.GetTitledFirstName],\nYou achievement whore! That achievement is rightfully mine!\n\nDisgusted,[From.GetTitledFirstName] of [From.PrimaryTitle.GetName];;;;;;;x
EVTOPTAca.101;He's just jealous.;;;;;;;x
ca.100.tooltip;Send a letter of congratulations.;;;;;;;x
ca.101.tooltip;Send a letter of complaint.;;;;;;;x
CHRONICLE_ACHIEVEMENT_DECADENT_WARRIOR;[GetDateText]: [Root.GetTitledName] crushed a decadence revolt, and was bestowed the achievement Decadent Warrior.;;;;;;;x
EVTDESCca.103;[Root.GetTitledName] has crushed a decadence revolt, earning the achievement §YDecadent Warrior§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_DWARF_FORTRESS;[GetDateText]: [Root.GetTitledName] had 7 dwarf courtiers, and was bestowed the achievement Dwarf Fortress.;;;;;;;x
EVTDESCca.105;[Root.GetTitledName] has 7 dwarf courtiers, earning the achievement §YDwarf Fortress§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_HOLY_SMOKE;[GetDateText]: [Root.GetTitledName] sacrificed the head of another religion, and was bestowed the achievement Holy Smoke.;;;;;;;x
EVTDESCca.107;[Root.GetTitledName] has sacrificed the head of another religion, earning the achievement §YHoly Smoke§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_MY_VERY_OWN_SUBCONTINENT;[GetDateText]: [Root.GetTitledName] became Samrat Chakravartin, and was bestowed the achievement My very own subcontinent.;;;;;;;x
EVTDESCca.109;[Root.GetTitledName] has become Samrat Chakravartin, earning the achievement §YMy very own subcontinent§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_KALI_MAAA;[GetDateText]: [Root.GetTitledName] sacrificed a King or Emperor tier character, and was bestowed the achievement Kali Maaa.;;;;;;;x
EVTDESCca.111;[Root.GetTitledName] has sacrificed a King or Emperor tier character, earning the achievement §YKali Maaa§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_I_CAN_SEE_ITS_STRIPES;[GetDateText]: [Root.GetTitledName] killed a tiger with [Root.GetHerHis] own hands, and was bestowed the achievement I can see its stripes.;;;;;;;x
EVTDESCca.113;[Root.GetTitledName] has killed a tiger with [Root.GetHerHis] own hands, earning the achievement §YI can see its stripes§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_HOLY_AND_ROMAN;[GetDateText]: [Root.GetTitledName] founded the Holy Roman Empire, and was bestowed the achievement Holy and Roman.;;;;;;;x
EVTDESCca.115;[Root.GetTitledName] has founded the Holy Roman Empire, earning the achievement §YHoly and Roman§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_EMPIRE_OF_THE_SUN;[GetDateText]: [Root.GetTitledName] ruled the [Root.PrimaryTitle.GetName] as a [Root.Religion.GetName], and was bestowed the achievement Empire of the Sun.;;;;;;;x
EVTDESCca.117;[Root.GetTitledName] rules the [Root.PrimaryTitle.GetName] as a [Root.Religion.GetName], earning the achievement §YEmpire of the Sun§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_SAXON_BLOOD;[GetDateText]: [Root.GetTitledName] conquered Saxony as a [Root.Culture.GetName] [Root.Religion.GetName], and was bestowed the achievement Empire of the Sun.;;;;;;;x
EVTDESCca.119;[Root.GetTitledName] has conquered Saxony as a [Root.Culture.GetName] [Root.Religion.GetName], earning the achievement §YEmpire of the Sun§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_SAXONS_UNITE;[GetDateText]: [Root.GetTitledName] ruled both England and Saxony as a [Root.Culture.GetName], and was bestowed the achievement Saxons everywhere, unite!;;;;;;;x
EVTDESCca.121;[Root.GetTitledName] rules both England and Saxony as a [Root.Culture.GetName], earning the achievement §YSaxons everywhere, unite!§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_FRISIAN_COAST;[GetDateText]: [Root.GetTitledName] ruled the Atlantic coast from Léon to Jylland as King of Frisia, and was bestowed the achievement The Frisian coast is long.;;;;;;;x
EVTDESCca.123;[Root.GetTitledName] rules the Atlantic coast from Léon to Jylland as King of Frisia, earning the achievement §YThe Frisian coast is long§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_LITTLE_BROTHER;[GetDateText]: [Root.GetTitledName] became Emperor of Francia, and was bestowed the achievement The Frisian coast is long.;;;;;;;x
EVTDESCca.125;[Root.GetTitledName] has become Emperor of Francia, earning the achievement §YThe Frisian coast is long§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_VIKING_UMMAH;[GetDateText]: [Root.GetTitledName] ruled from a [Root.Capital.Culture.GetName] [Root.Capital.Religion.GetName] capital, and was bestowed the achievement Viking Ummah.;;;;;;;x
EVTDESCca.127;[Root.GetTitledName] rules from a [Root.Capital.Culture.GetName] [Root.Capital.Religion.GetName] capital, earning the achievement §YViking Ummah§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_NOT_A_TRIBE;[GetDateText]: [Root.GetTitledName] reformed [Root.GetHerHis] government from tribal to feudal, and was bestowed the achievement Not a Tribe.;;;;;;;x
EVTDESCca.129;[Root.GetTitledName] has reformed [Root.GetHerHis] government from tribal to feudal, earning the achievement §YNot a Tribe§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_RES_PUBLICA;[GetDateText]: [Root.GetTitledName] reformed [Root.GetHerHis] government from tribal to a merchant republic, and was bestowed the achievement Not a Tribe.;;;;;;;x
EVTDESCca.131;[Root.GetTitledName] has reformed [Root.GetHerHis] government from tribal to a merchant republic, earning the achievement §YNot a Tribe§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_GREAT_HUNTER;[GetDateText]: [Root.GetTitledName] killed [Root.GetHerHis] prey in the Great Hunt, and was bestowed the achievement Great Hunter.;;;;;;;x
EVTDESCca.133;[Root.GetTitledName] has killed [Root.GetHerHis] prey in the Great Hunt, earning the achievement §YGreat Hunter§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_WERE_IN_BUSINESS;[GetDateText]: [Root.GetTitledName] established a trade route, and was bestowed the achievement We're In Business.;;;;;;;x
EVTDESCca.135;[Root.GetTitledName] has established a trade route, earning the achievement §YWe're In Business§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_WISE_GUY;[GetDateText]: [Root.GetTitledName] gained Legendary Wisdom, and was bestowed the achievement Wise Guy.;;;;;;;x
EVTDESCca.137;[Root.GetTitledName] has gained Legendary Wisdom, earning the achievement §YWise Guy§!!;;;;;;;x
