temple_barony_of_celtic_pagan;Sacred Grove of;;;;;;;;;;;;;x
temple_count_celtic_pagan;Druid;;;;;;;;;;;;;x
temple_count_female_celtic_pagan;Druidess;;;;;;;;;;;;;x
temple_county_of_celtic_pagan;Temple of;;;;;;;;;;;;;x
temple_duke_celtic_pagan;Head Druid;;;;;;;;;;;;;x
temple_duke_female_celtic_pagan;Head Druidess;;;;;;;;;;;;;x
temple_duchy_of_celtic_pagan;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_celtic_pagan;Archdruid;;;;;;;;;;;;;x
temple_king_female_celtic_pagan;Archdruidess;;;;;;;;;;;;;x
temple_kingdom_of_celtic_pagan;Federation of;;;;;;;;;;;;;x
temple_emperor_celtic_pagan;Myrdynn;;;;;;;;;;;;;x
temple_empire_of_celtic_pagan;Nation of;;;;;;;;;;;;;x
title_pagan_wizard;Court Wizard;;;;;;;;;;;;;x
title_pagan_wizard_desc;An unwashed, mysterious pagan from the countryside, his powers are unclear, but they serve to appease the more occult worries of a ruler.;;;;;;;;;;;;;x
title_royal_champion;Champion;;;;;;;;;;;;;x
title_royal_champion_desc;The best warrior of the land, the title of champion is a great honor among Celtic peoples, their task is to protect their king.;;;;;;;;;;;;;x
title_uchelwr;Uchelwr;;;;;;;;;;;;;x
title_uchelwr_desc;The Teulu (literally meaning "family") are strongly armed and mounted retainers. Known individually as Uchelwr, these upper class warriors favour red tunics, and dress for battle in a similar style to the Frankish knights, although armed with lances, the Uchelwr's throw javelins.;;;;;;;;;;;;;x
title_vates;Vates;;;;;;;;;;;;;x
title_vates_desc;The vates were one of three classes of Celtic priesthood, the other two being the druids and the bards. The Vates had the role of seers and performed sacrifices (in particular administering human sacrifice) under the presidency of a druid.;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;
abdication_gaelic;Abdicate your throne;;;;;;;;;;;;;x
abdication_gaelic_desc;Your injuries are a sign of weakness, following great Nuada's example, it would be wise to abdicate your throne for the safety of your people.;;;;;;;;;;;;;x
gaelic_abdication;For the glory of Éire!;;;;;;;;;;;;;x
unfit_gaelic_king;Unfit to rule;;;;;;;;;;;;;x
unfit_gaelic_king_desc;A serious injury to this ruler's body has made his rule illegitimate in the eyes of his people;;;;;;;;;;;;;x
###### Mercs and holy orders;;;;;;;;;;;;;;x
d_wolftails;Wolftails;;;;;;;;;;;;;x
d_wolftails_adj;Wolftails;;;;;;;;;;;;;x
d_red_dragons;Red Dragon Knights;;;;;;;;;;;;;x
d_red_dragons_adj;Draconic;Draconic;Draconic;;Draconic;;;;;;;;;x
celtic_knight;Dragon;Dragon;;;;;;;;;;;;x
celtic_knight_desc;This character is a veteran of the Red Dragon Knights.;;;;;;;;;;;;;x
d_fianna;Fianna;;;;;;;;;;;;;x
d_fianna_adj;Fennid;Fennid;Fennid;;Fennid;;;;;;;;;x
fian;Fennid;;;;;;;;;;;;;x
fian_desc;This character is a veteran of the Fianna warbands.;;;;;;;;;;;;;x
d_gwydion;Sons of Gwydion;Sons of Gwydion;Sons of Gwydion;;Sons of Gwydion;;;;;;;;;x
d_gwydion_adj;Gwydion;Gwydion;Gwydion;;Gwydion;;;;;;;;;x
wolf;Wolf;;;;;;;;;;;;;x
wolf_desc;This character is a veteran of the Sons of Gwydion.;;;;;;;;;;;;;x
###### Circle of Druids;;;;;;;;;;;;;;x
CIRCLE_OF_DRUIDS;The Circle of Druids;;;;;;;;;;;;;x
NEXT_ARCH_DRUID;Successor;;;;;;;;;;;;;x
title_druid_circle_member;Member of the Circle of Druids;;;;;;;;;;;;;x
best_candidate_title_druid_circle_member;My best candidate;;;;;;;;;;;;;x
best_candidate_title_druid_circle_member_tooltip;Of all the Druids in my realm, this one is the likeliest to enter the Circle of Druids;;;;;;;;;;;;;x
expected_next_title_druid_circle_member;Expected next member;;;;;;;;;;;;;x
expected_next_title_druid_circle_member_tooltip;This druid is probably the next member of the Circle, once a position becomes available;;;;;;;;;;;;;x
#SHOW_COLLEGE_OF_CARDINALS;Religious head electors;;;;;;;;;;;;;x#Duplicate/localization conflict
POPE_VOTE_SCORE;§YReligious head suitability: $SCORE$§!;;;;;;;;;;;;;x
CANDIDATE_SCORE;§YCandidate appointment score§!;;;;;;;;;;;;;x
