#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
dishonorable2_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable3;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable3_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable4;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable4_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable5;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable5_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable6;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable6_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable7;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable7_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable8;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable8_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable9;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable9_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dishonorable10;Dishonorable;Déshonorable;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;;;x
dishonorable10_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;La tendance de ce personnage à user d’assassinats pour résoudre ses problèmes lui vaut une réputation exécrable;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;;;x
dyn_dishonorable1;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;;;x
dyn_dishonorable1_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement connue pour employer des assassins, provoquant crainte et soupçon chez autrui. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;;;x
dyn_dishonorable2;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;;;x
dyn_dishonorable2_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement connue pour employer des assassins, provoquant crainte et soupçon chez autrui. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;;;x
dyn_dishonorable3;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;;;x
dyn_dishonorable3_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement connue pour employer des assassins, provoquant crainte et soupçon chez autrui. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;;;x
dyn_dishonorable4;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;;;x
dyn_dishonorable4_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement connue pour employer des assassins, provoquant crainte et soupçon chez autrui. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;;;x
dyn_dishonorable5;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;;;x
dyn_dishonorable5_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement connue pour employer des assassins, provoquant crainte et soupçon chez autrui. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;;;x
dyn_dishonorable6;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;;;x
dyn_dishonorable6_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement connue pour employer des assassins, provoquant crainte et soupçon chez autrui. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;;;x
dyn_dishonorable7;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;;;x
dyn_dishonorable7_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement connue pour employer des assassins, provoquant crainte et soupçon chez autrui. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;;;x
dyn_dishonorable8;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;;;x
dyn_dishonorable8_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement connue pour employer des assassins, provoquant crainte et soupçon chez autrui. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;;;x
dyn_dishonorable9;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;;;x
dyn_dishonorable9_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement connue pour employer des assassins, provoquant crainte et soupçon chez autrui. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;;;x
dyn_dishonorable10;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;;;x
dyn_dishonorable10_desc;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement connue pour employer des assassins, provoquant crainte et soupçon chez autrui. ;Die Dynastie dieses Charakters ist schon notorisch darin Mörder anzustellen, was andere veranlasst , sie zu fürchten und ihnen zu misstrauen.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;This character's dynasty is notorious for employing assassins, causing others to fear and mistrust them.;;;;;;;;;x
opinion_stay_calm;Truce;Trêve;Waffenruhe;Truce;Truce;;;;;;;;;x
opinion_increased_authority2;Increased Crown Authority;Autorité royale accrue;Erhöhte Autorität der Krone;;Autoridad de la Corona aumentada;;;;;;;;;x
opinion_increased_authority_ai2;Increased Crown Authority;Autorité royale accrue;Erhöhte Autorität der Krone;;Autoridad de la Corona aumentada;;;;;;;;;x
opinion_increased_authority_ai;Increased Crown Authority;Autorité royale accrue;Erhöhte Autorität der Krone;;Autoridad de la Corona aumentada;;;;;;;;;x
true_cognatic_succession;Cognatic;Succession cognatique;Kognatisch;;Cognación;;;;;;;;;x
war_of_independence;War of Independence;Guerre d'indépendance;Unabhängigkeitskrieg;War of Independence;War of Independence;;;;;;;;;x
war_of_independence_desc;Freedom shall be ours!;La liberté est à nous !;Die Freiheit soll unser sein!;Freedom shall be ours!;Freedom shall be ours!;;;;;;;;;x
city_tax_0;Minimal City Taxes;Impôts des villes minimaux;Minimale Stadtsteuern;;Minimal City Taxes;;;;;;;;;x
city_tax_0_option;Min;Minimum;Minimal;;Mín.;;;;;;;;;x
city_tax_0_desc;The Burghers are expected to make a minimal financial contribution to the greater good of the realm.;On attend une contribution financière minimale de la part des bourgeois pour le bien du Royaume.;Wie man erwartet, leisten die Bürger einen minimalen Finanzbeitrag zum größeren Nutzen des Bereichs.;;The Burghers are expected to make a minimal financial contribution to the greater good of the realm.;;;;;;;;;x
city_tax_1;Small City Taxes;Impôts des villes faibles;Kleine Stadtsteuern;;Small City Taxes;;;;;;;;;x
city_tax_1_option;Small;Faibles;Klein;;Small.;;;;;;;;;x
city_tax_1_desc;The Burghers are expected to make a small financial contribution to the greater good of the realm.;On attend une faible contribution financière minimale de la part des bourgeois pour le bien du Royaume.;Wie man erwartet, leisten die Bürger einen kleinen Finanzbeitrag zum größeren Nutzen des Bereichs.;;The Burghers are expected to make a small financial contribution to the greater good of the realm.;;;;;;;;;x
city_tax_2;Medium City Taxes;Impôts des villes normaux;Mittlere Stadtsteuern;;Medium City Taxes;;;;;;;;;x
city_tax_2_option;Medium;Normaux;Mittel;;Moderado;;;;;;;;;x
city_tax_2_desc;The Burghers are expected to make a moderate financial contribution to the greater good of the realm.;On attend une contribution financière normale de la part des bourgeois pour le bien du Royaume.;Wie man erwartet, leisten die Bürger einen gemäßigten Finanzbeitrag zum größeren Nutzen des Bereichs.;;The Burghers are expected to make a moderate financial contribution to the greater good of the realm.;;;;;;;;;x
city_tax_3;Large City Tax;Impôts des villes importants.;Hohe Stadtsteuern;;Large City Tax;;;;;;;;;x
city_tax_3_option;Large;Importants;Hoch;;Alto;;;;;;;;;x
