#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCplot_buy_loyalty.3;[Root.GetTitledFirstName],  You and your agents make a convincing argument, but alas I am unsure. I will have to ponder before I can be sure this is right thing to do.\n\n Regards,\n [From.GetTitledFirstName];[Root.GetTitledFirstName],  vous et vos agents avez des arguments convaincants, mais malheureusement je ne pas sûr. Je vais devoir encore réfléchir avant d'être certain qu'il s'agit de la bonne chose à faire.\n\n Cordialement,\n [From.GetTitledFirstName];;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.3;Some gold should convince [From.GetHerHim];Un peu d'or devrait  le(a) convaincre;;;;;;;;;;;;x
EVTOPTBplot_buy_loyalty.3;Keep trying to persuade [From.GetHerHim];Continuer d'esssayer de le(a) convaincre;;;;;;;;;;;;x
EVTOPTCplot_buy_loyalty.3;Forget it;Oubliez;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.7;will receive my gift and respond;va recevoir votre cadeau et vous répondre;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.8;will continue to be cajoled;va continué d'être cajolé;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.4;[Root.GetTitledFirstName], I'm afraid I don't see eye to eye with you on this, I will not conspire against my liege with you. Be thankful that I choose not to inform my liege of this attempted treachery.\n\n Regards,\n [From.GetTitledFirstName];;;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.4;Fine, [From.GetHerHis] loss.;[Root.GetTitledFirstName], j'ai bien peur de n'avoir pas les mêmes vues que vous, je ne conspirerais pas contre mon seigneur avec vous. Estimez vous heureux que je ne choissse pas d'informer mon seigneur de cette tentative de trahison.\n\n Cordialement,\n [From.GetTitledFirstName];;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.5;Grave news!\n[From.GetTitledFirstName] has rebuffed my attempts to cajole [From.GetHerHim] into my loyalty. \nWhat is worse is that [From.GetHerHis] liege has learned of this!;Mauvaise nouvelle, [From.GetTitledFirstName] a rejeté vos tentatives d'acheter sa loyauté. Le pire est qu'[From.GetSheHe] a informé son seigneur de votre trahison! ;;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.5;Oh, this is not good.;De sacrés ennuis en perspective;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.6;[Root.PrimaryTitle.GetFOA], I regret to inform you that [FromFrom.GetTitledFirstName] has attempted to bribe their way into my loyalty in order to conspire against you. I'm sure you appreciate me telling you as soon as this dishonourable proposal was presented to me. \n\n Regards,\n [From.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], je suis dans le regret de vous informer que [FromFrom.GetTitledFirstName] a tenter de me corrompre et de gagner ma loyauté dans le but de conspirer contre vous. J'espère que vous apprécierez ma conduite, vous ayant informer dès que cette proposition déshonorante me fut présentée.  \n\n Cordialement,\n [From.GetTitledFirstName];;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.6;Oh, what a vile creature [FromFrom.GetFirstName] is!;Quelle trahison!;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.7;[Root.GetTitledFirstName], I'm glad we have a common interest in this matter, here is a gift as a token of my goodwill. \n\n Regards,\n [From.GetTitledFirstName];[Root.GetTitledFirstName], je suis heureux que nous ayons un intérêt commun dans cette affaire, voici un cadeau comme gage de ma bonne volonté. \n\n Cordialement,\n [From.GetTitledFirstName];;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.7;I'm convinced.;Je suis convaincu;;;;;;;;;;;;x
EVTOPTBplot_buy_loyalty.7;This is just too risky.;C'est simplement trop risqué;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.8;[From.GetTitledFirstName]'s agents continue to cajole me, in order to try and win my loyalty. They do make some convincing arguments to conspire with [From.GetHerHim], but they want my commitment soon.;Les agents de [From.GetTitledFirstName] continuent de m'approcher, dans le but de tester et gagner ma loyauté. Ils ont des arguments très convaincants pour que je conspire avec [From.GetHerHim], mais ils veulent que je m'engage rapidement. ;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.9;[Root.GetTitledFirstName],  I have decided that working together in our common interest is the right thing to do. My loyalty is yours to this end. \n\n Regards,\n [From.GetTitledFirstName];[Root.GetTitledFirstName], j'ai décidé que travailler ensemble à notre intérêt commun est la bonne à faire. Ma loyauté est votre à cette fin.\n\n Cordialement,\n [From.GetTitledFirstName];;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.9;[From.GetSheHeCap] is wise;[From.GetSheHeCap] est sage;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.10;[Root.GetTitledFirstName],  I have decided that conspiring with you against [From.Liege.GetTitledFirstName] is not in my best interest. I do not want to be approached by your agents again.\n\n Regards,\n [From.GetTitledFirstName];[Root.GetTitledFirstName], j'ai décidé que conspirer avec vous contre [From.Liege.GetTitledFirstName] n'est pas dans mon intérêt. Je ne veux plus être approché par vos agents.\n\n Cordialement,\n [From.GetTitledFirstName];;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.10;Fine, [From.GetHerHis] loss.;Bien, c'est son erreur;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.11;[Root.GetTitledFirstName], you are most wise, here is your gift as requested. I hope our relationship will be fruitful. \n\n Regards,\n [From.GetTitledFirstName];[Root.GetTitledFirstName], vous êtes le plus sage, voici le cadeau que vous aviez demandé. J'espère que nos relations seront des plus fructueuses.\n\n Cordialement,\n [From.GetTitledFirstName];;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.11;So much gold!;Que d'or!;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.12;[Root.GetTitledFirstName], I have decided that conspiring with you against [Root.Liege.GetTitledFirstName] is not in our best interests afterall. \n\n Regards,\n [From.GetTitledFirstName];[Root.GetTitledFirstName], j'ai décidé que conspirer avec vous contre [Root.Liege.GetTitledFirstName] n'est pas dans notre meilleur intérêt après tout. \n\n Cordialement,\n [From.GetTitledFirstName];;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.12;It could of been profitable, oh well;Cela pourrait être profitable;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.1;will be approached by your agents;va être approcher par vos agents;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.13;Good news! The member of [From.GetTitledFirstName]'s council who owes their loyalty to us has somehow managed to have the gates of their liege's keep opened for us. This has made the siege far less bloody for our side.;Bonne nouvelle! Le membre du conseil de [From.GetTitledFirstName] qui nous est loyal a réussit à ouvrir les portes de son seigneur pour nous. Cela va rendre le siège bien moins sanglant pour nous. ;;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.13;[From.job_spiritual.GetTitledFirstName] has served us well;[From.job_spiritual.GetTitledFirstName] nous a bien servi;;;;;;;;;;;;x
#EVTOPTBplot_buy_loyalty.13;[From.job_castellan.GetTitledFirstName] has served us well;[From.job_castellan.GetTitledFirstName] nous a bien servi;;;;;;;;;;;;x
EVTOPTCplot_buy_loyalty.13;[From.job_spymaster.GetTitledFirstName] has served us well;[From.job_spymaster.GetTitledFirstName] nous a bien servi;;;;;;;;;;;;x
EVTOPTDplot_buy_loyalty.13;[From.job_marshal.GetTitledFirstName] has served us well;[From.job_marshal.GetTitledFirstName] nous a bien servi;;;;;;;;;;;;x
EVTOPTEplot_buy_loyalty.13;[From.job_chancellor.GetTitledFirstName] has served us well;[From.job_chancellor.GetTitledFirstName] nous a bien servi;;;;;;;;;;;;x
EVTOPTFplot_buy_loyalty.13;[From.job_treasurer.GetTitledFirstName] has served us well;[From.job_treasurer.GetTitledFirstName] nous a bien servi;;;;;;;;;;;;x
opinion_betrayed_loyalty;Betrayed;Trahi;;;;;;;;;;;;x
opinion_impressed_loyalty;Impressed;Impressionné;;;;;;;;;;;;x
opinion_mildly_impressed_loyalty;Impressed;Impressionné;;;;;;;;;;;;x
opinion_unimpressed_loyalty;Unimpressed;Pas impressionné;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.14;AI event: decide to try and improve loyalty or not;AI event: décider de tester et d'améliorer la loyauté ou non ;;;;;;;;;;;;x
EVTOPTC20800000;Assign bought councillor a mission;Assigner une mission à un conceiller acheté ;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.15;You can assign [FromFrom.GetTitledFirstName], whose loyalty you have bought, one of these missions.;Vous pouvez assignez à [FromFrom.GetTitledFirstName], dont la loyauté a été acheté, l'un de ces missions. ;;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.15;Get [FromFrom.GetHerHim] to improve your relations with their liege;L'envoyer pour améliroer vos relations avec son seigneur;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.16;will attempt to improve your relations with [FromFrom.Liege.GetTitledFirstName];va tenter d'aéliorer vos relations avec [FromFrom.Liege.GetTitledFirstName];;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.16;As part of our arrangement, [From.GetTitledFirstName] has asked me to try and make my liege lord see the better side of [From.GetHerHim]. I could try and convince [Root.Liege.GetTitledFirstName] at our next council meeting...;Dans le cadre de notre arrangement, [From.GetTitledFirstName] m'a demandé de le faire mieux voir auprès de mon seigneur. Je pourrais convaincre [Root.Liege.GetTitledFirstName] au prochain conseil… ;;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.16;I must be loyal.;Je doit être loyal;;;;;;;;;;;;x
EVTOPTBplot_buy_loyalty.16;This is all too risky.;C'est bien trop risqué;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.17;maybe convinced by you.;va peut être convaincu par vous.;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.18;will no longer be your sponsor and will be angered.;ne va plus vous soutenir et va vous en vouloir.;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.17;At our latest council meeting [From.GetTitledFirstName] has been extolling the virtues and prowess of [FromFrom.GetTitledFirstName], the rest of the council seem quite impressed.;Au dernier conseil [From.GetTitledFirstName] a vanté les vertus et la prouesse de [FromFrom.GetTitledFirstName], le reste du conseil a semblé impressionner.;;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.17;[FromFrom.GetSheHe] sounds wonderful!;[FromFrom.GetSheHe] semble merveilleux!;;;;;;;;;;;;x
EVTOPTBplot_buy_loyalty.17;I suppose [FromFrom.GetSheHe] does a good job.;Je suppose [FromFrom.GetSheHe] fait du bon travail;;;;;;;;;;;;x
EVTOPTCplot_buy_loyalty.17;What ridiculousness.;Quel ridicule;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.19;will be pleased to hear you agree;va être heureux de voir que vous êtes d'accord;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.23;will be disappointed;va être déçu;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.18;[Root.GetTitledFirstName], I'm afraid our arrangement has become to risky and that I cannot do what you ask any longer. I hope you will understand this. \n\n Regards,\n [From.GetTitledFirstName];[Root.GetTitledFirstName], je craint que notre arrangement ne devienne trop risqué et je ne peux plus faire ce que vous me demandez. J'espère que vous comprendrez. \n\n Cordialement,\n [From.GetTitledFirstName];;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.18;But we had an arrangement!;Mais nous avions un arrangement!;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.19;[From.GetTitledFirstName] seemed to be very convinced by you words of praise for [FromFromFrom.GetTitledFirstName], even launching into his own appraisal of their virtues! ;[From.GetTitledFirstName] a être semblé très convaincu de votre éloge de [FromFromFrom.GetTitledFirstName], prenant votre relais en lui trouvant de nouvelles vertus!;;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.19;My work is done.;J'ai fais mon travail;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.20;Good news, [FromFrom.GetTitledFirstName] appears to have ably convinced [From.GetTitledFirstName] of your virtues. [FromFrom.GetFirstName] reports that they agreed fully, and relations have improved greatly.;Bonne nouvelle, [FromFrom.GetTitledFirstName] semble avoir convaincu [From.GetTitledFirstName] que vous étiez vertueux(se) et loyal(e). [FromFrom.GetFirstName] nous rapporte que tout le monde était pleinement d'accord et nos relations se sont grandement améliorées. ;;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.20;[FromFrom.GetSheHe] has done well;[FromFrom.GetSheHe] a bien réussi;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.21;[From.GetTitledFirstName] seemed to be somewhat convinced by you words of praise for [FromFromFrom.GetTitledFirstName], appearing to nod [From.GetHerHis] head in agreement at some points.;[From.GetTitledFirstName] semble quelque peu convaincu par votre éloge de [FromFromFrom.GetTitledFirstName], hochant la tête lors de certaines de vos assertions. ;;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.21;Let us hope it is enough.;Espérons que c'est assez;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.22;[FromFrom.GetTitledFirstName] appears to have somewhat convinced [From.GetTitledFirstName] of your virtues and loyalty. Apparently they appeared to be in agreement when [FromFrom.GetFirstName] spoke highly of you.;[FromFrom.GetTitledFirstName] semble avoir quelque peu convaincu [From.GetTitledFirstName] quant à vos vertus et loyauté. Apparement ils semblent avoir été d'accord lorsque [FromFrom.GetFirstName] a fait votre éloge.;;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.22;It is something.;C'est déjà quelque chose.;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.23;[From.GetTitledFirstName] didn't seemed to be very convinced at all by you words of praise for [FromFromFrom.GetTitledFirstName]. [From.GetSheHeCap] almost seemed annoyed at the suggestion.;[From.GetTitledFirstName] n'a pas semblé très convaincu par votre éloge de [FromFromFrom.GetTitledFirstName]. [From.GetSheHeCap] a presque semblé ennuyé par la question. ;;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.23;Well, I tried;Au moins ais-je essayé;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.24;Grave news, [FromFrom.GetTitledFirstName] appears to have failed miserably in the attempt to convince [From.GetTitledFirstName] of your virtues. If anything, they think less of you now.;Mauvaise nouvelle, [FromFrom.GetTitledFirstName] semble avoir misérablement échoué dans sa tentative de convaincre [From.GetTitledFirstName] que vous étiez une personne vertueuse et loyale. Ils ont bien moins de considération pour vous désormais.;;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.24;Lackwit.;Espèce de sot;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.25;Bizarrely, [From.GetTitledFirstName] has declined to use my close position to [Root.Liege.GetTitledFirstName] to try and improve relations with [Root.Liege.GetHerHim].;Etrangement, [From.GetTitledFirstName] a refusé d'utiliser ma position auprès de [Root.Liege.GetTitledFirstName] pour améliorer les relations avec [Root.Liege.GetHerHim];;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.26;Citadel only event (plot_buy_loyalty.26, plot_events.txt) ;Evènement pour la Citadelle seulement (plot_buy_loyalty.26, plot_events.txt) ;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.27;My loyalty lies with an outside power, in direct betrayal against my liege [Root.Liege.GetTitledFirstName]. This is very risky state of affairs which this power may not understand.;Ma loyauté va à une puissance extérieure, trahissant ainsi mon seigneur [Root.Liege.GetTitledFirstName]. C'est un état très risqué que cette puissance ne peut pas comprendre. ;;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.27;Some more gold would make me feel more safe...;Plus d'or pourrait me faire sentir plus en sécurité. ;;;;;;;;;;;;x
EVTOPTBplot_buy_loyalty.27;I cannot risk this any longer!;Je ne peux plus vivre avec un tel risque;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.28;will respond to your demand;va répondre à votre demande;;;;;;;;;;;;x
EVTOPTCplot_buy_loyalty.27;They appear to be dead anyway;Ils semblent être morts de toute façon;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.28;[Root.GetTitledFirstName], we have been working together in our common interest against [From.Liege.GetTitledFirstName] for many a day now. But alas the risk has become dire, I think some gold would make me feel better about this risk. \n\n Regards,\n [From.GetTitledFirstName];[Root.GetTitledFirstName], nous avons travaillé ensemble à notre intérêt commun contre [From.Liege.GetTitledFirstName] depuis un certain temps maintenant. Mais malheureusement le risque devient trop grand, je pense qu'un peu plus d'or pourrait me faire sentir plus en sécurité. \n\n Cordialement,\n [From.GetTitledFirstName];;;;;;;;;;;;x
EVTOPTBplot_buy_loyalty.28;Greedy bastard!;Avide bâtard!;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.30;will be pleased to continue the arrangement;sera heureux de poursuivre l'arrangement;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.31;will no longer owe you their loyalty;ne va plus vous être loyal;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.29;[Root.GetTitledFirstName],  we have been working together in our common interest against [From.Liege.GetTitledFirstName] for many a day now. But alas the risk has become dire, I think some gold would make me feel better about this risk. \n\n Regards,\n [From.GetTitledFirstName];[Root.GetTitledFirstName], nous avons travaillé ensemble à notre intérêt commun contre [From.Liege.GetTitledFirstName] depuis un certain temps maintenant.Mais malheureusement le risque devient trop grand, je pense qu'un peu plus d'or pourrait me faire sentir plus en sécurité. \n\n Cordialement,\n [From.GetTitledFirstName];;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.30;[Root.GetTitledFirstName], I have decided that our relationship is most valuable and that extra compensation is indeed due to you. \n\n Regards,\n [From.GetTitledFirstName];[Root.GetTitledFirstName], j'ai décidé que notre relation a plus de valeur et cette compensation vous est du. \n\n Cordialement,\n [From.GetTitledFirstName];;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.31;[Root.GetTitledFirstName], I have decided that our relationship is not actually worth the price you set upon it, this arrangement is terminated forthwith. \n\n Regards,\n [From.GetTitledFirstName];[Root.GetTitledFirstName], j'ai décidé que notre raltion ne vaux pas le prix que j'y met, cet arrangement prend fin immédiatement. \n\n Cordialemennt,\n [From.GetTitledFirstName];;;;;;;;;;;;x
EVTOPTDplot_buy_loyalty.27;These fears are unfounded;Ces craintes sont sans fondements;;;;;;;;;;;;x
opinion_fabricate_claims_bribe;Bribed;Corrompu;;;;;;;;;;;;x
EVTOPTBplot_buy_loyalty.15;Sabotage Job Action;Action de Sabotage;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.32a; will be asked to sabotage relations for [FromFrom.Liege.GetTitledFirstName];Nous allons lui demander de saboter les relations avec [FromFrom.Liege.GetTitledFirstName];;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.32b; will be asked to fail to fabricate claims for [FromFrom.Liege.GetTitledFirstName];Nous allons lui demander de fabriquer des revendication sur [FromFrom.Liege.GetTitledFirstName];;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.32;As part of our arrangement, [From.GetTitledFirstName] has asked me to try sabotage the task [Root.Liege.GetTitledFirstName] has assigned me.;Dans le cadre de notre arrangement, [From.GetTitledFirstName] m'a demandé de saboter la tâche que m'a assigné [Root.Liege.GetTitledFirstName].;;;;;;;;;;;;x
EVTTOOLTIP20110;will think less of your liege;va avoir une plus mauvaise opinion de votre seigneur;;;;;;;;;;;;x
EVTDESCplot_buy_loyalty.33;[Root.GetTitledFirstName], Your request to sabotage my work for my liege is a just one, I will endeavor to achieve this. \n\n Regards,\n [From.GetTitledFirstName];[Root.GetTitledFirstName], votre demande de sabotage de la tâche que m'a confié mon seigneur est juste, j'essayerais de le faire. \n\n Cordialement,\n [From.GetTitledFirstName];;;;;;;;;;;;x
EVTOPTAplot_buy_loyalty.33;A cunning scheme!;Un plan rusé!;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.32c;They will be asked to inform local Lords they are trying to sow dissent;Nous allons lui demander d'informer les seigneurs locaux chez qui il tente de semer la discorde;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.32d;They will be asked to provoke unrest in the province where they are squeezing peasants;Nous allons lui demander de provoquer de l'agitation là où les paysans sont sur le point de se révolter;;;;;;;;;;;;x
EVTTOOLTIP20215;will be irritated with your liege;va être irrité de votre seigneur;;;;;;;;;;;;x
EVTTOOLTIP20216;will hear of the unrest in [Root.Location.GetName];va être informé de l'agitation à [Root.Location.GetName];;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.32e;They will be asked to sabotage construction in their location;Nous allons lui demander de saboter les constructions là où il vit;;;;;;;;;;;;x
EVTTOOLTIP20242a;will be informed of sabotage in [Root.Location.GetName];va être informé d'un sabotage à [Root.Location.GetName];;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.32f;They will be asked to put less effort into discovering plots for [FromFrom.Liege.GetTitledFirstName];Nous allons lui demander de mettre moins d'effort dans la recherche de complot pour [FromFrom.Liege.GetTitledFirstName];;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.32g;They will be asked to reveal to the local Lords they are trying to steal technology;Nous allons lui demander d'informer les seigneurs locaux qu'il essaye de voler de la technologie;;;;;;;;;;;;x
EVTTOOLTIP20330a;will be informed of your liege's espionage in [Root.Location.GetName];va être informé de l'espionnage de votre seigneur à [Root.Location.GetName];;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.32h;They will be asked to sabotage their spy network;Nous allons lui demander de saboter le réseau d'espion;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.32i;They will be asked to sabotage their military research;Nous allons lui demander de saboter les recherches militaires;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.32j;They will be asked to sabotage the recruiment of troops;Nous allons lui demander d'entraver le recrutement des troupes;;;;;;;;;;;;x
EVTTOOLTIP20420a;will be provoked into withholding peasant levies;va être provoqué lors des levées de paysans;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.32k;They will be asked to sabotage the educatiion of their liege's children;Nous allons lui demander de saboter l'éducation des enfants de son seigneur;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.32l;They will be asked to sabotage the morale of his liege's troops;Nous allons lui demander de démoraliser les troupes de son seigneur;;;;;;;;;;;;x
EVTTOOLTIPplot_buy_loyalty.32m;They will be asked to sabotage their winter preparations;Nous allons lui demander de saboter leurs réserves pour l'hiver;;;;;;;;;;;;x
