faction_succ_ultimogeniture_ultimatum;Demand Succession by Ultimogeniture;;;;;;;;;;;;;x
faction_succ_tanistry_ultimatum;Demand Succession by Tanistry;;;;;;;;;;;;;x
ai_divorce;;;;;;;;;;;;;;x
assign_griot;;;;;;;;;;;;;;x
EVTDESC2000100;DUMMY;;;;;;;;;;;;;x
EVTOPTA2000100;DUMMY;;;;;;;;;;;;;x
EVTDESC2000103;DUMMY;;;;;;;;;;;;;x
EVTOPTA2000103;DUMMY;;;;;;;;;;;;;x
EVTDESC2000106;DUMMY;;;;;;;;;;;;;x
EVTOPTA2000106;DUMMY;;;;;;;;;;;;;x
EVTDESC312;DUMMY;;;;;;;;;;;;;x
EVTOPTA312;DUMMY;;;;;;;;;;;;;x
EVTDESC318;DUMMY;;;;;;;;;;;;;x
EVTNAMEsacrifice.1;Select A God;;;;;;;;;;;;;x
EVTDESCsacrifice.1;You have decided to make a sacrificial offering to...;;;;;;;;;;;;;x
EVTOPTAsacrifice.1;Sol Invictus, may his unconquered light lead us to further victory!;;;;;;;;;;;;;x
EVTOPTBsacrifice.1;I'm not in the mood for sacrificing.;;;;;;;;;;;;;x
EVTNAMEsacrifice.2;Sacrifice to Sol Invictus;;;;;;;;;;;;;x
EVTDESCsacrifice.2;You go to the temple of Sol Invictus, and proceed with the prescribed rituals.;;;;;;;;;;;;;x
EVTOPTAsacrifice.2;Sol Invictus Aeternam!;;;;;;;;;;;;;x
nick_the_traveller;the Traveller;;;;;;;;;;;;;x
bring_children_to_court;Bring children to court;;;;;;;;;;;;;x
escape_slavery_decision;Escape slavery;;;;;;;;;;;;;x
lower_crown_authority_law_desc;§Y$CLAIMANT$§! can declare war to loosen control of the clans in the §Y$TITLE$§!;;;;;;;;;;;;;x
CB_NAME_LOOSEN_CLAN_CONTROL_LAW;Loosen Clan Control;;;;;;;;;;;;;x
WAR_NAME_LOOSEN_CLAN_CONTROL_LAW;$ORDER$$SECOND_ADJ$ Civil War to loosen control of the clans;;;;;;;;;;;;;x
faction_loosen_clan_control_short;Loosen Control of the Clans;Diminuer l'autorité de la couronne;Schwächere Kronenherrschaft;;Reducir la autoridad de la Corona;;;;;;;;;x;;
faction_loosen_clan_control_title;Lower Control of the Clans in [This.GetName];;;;;;;;;;;;;x;;
faction_loosen_clan_control_desc;Members seek to loosen control of the clans in [This.GetName]. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;;;;;;;;;;;;;x;;
opinion_loosened_clan_control;Recently Loosened Control of the Clans;;;;;;;;;;;;x
loosen_clan_control_law_desc;§Y$CLAIMANT$§! can declare war to lower Control of the Clans in the §Y$TITLE$§!;;;;;;;;;;;;x
faction_loosen_clan_control_ultimatum;Demand Loosen Clan Control;;;;;;;;;;;;x
EVTDESClux8025;For too long, the crown has restricted our historic rights and liberties. The time has come to loosen your control over the clans! Submit to this demand peacefully or face the consequences. Rest assured that I have gathered others who are equally upset...\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x;;
EVTDESClux8094;Under pressure from a powerful Faction, [From.GetTitledName] has agreed to Loosen [From.GetHerHis] Control of the Clans.;;;;;;;;;;;;x
EVTDESClux8095;Rather than letting civil war tear the realm apart, [From.GetTitledName] has agreed to Loosen [From.GetHerHis] Control of the Clans. Your valuable support in this conflict will not be forgotten.\n\nSincerely,\n[FromFrom.GetTitledName];;;;;;;;;;;;x
EVTDESClux8067;Rather than risking civil war that would tear the realm apart, I have decided to give in to your demand and loosen my control over the clans. But this treacherous act of blackmail will not be forgotten...\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;x
CB_NAME_POPULIST_REVOLT;Populist Revolt Against [Title.GetBaseName];;;;;;;;;;;;x
CB_NAME_MARTIAL_REVOLT;Martial Revolt Against [Title.GetBaseName];;;;;;;;;;;;x
CB_NAME_MESSIANIC_REVOLT;Messianic Revolt Against [Title.GetBaseName];;;;;;;;;;;;x
WAR_NAME_POPULIST_REVOLT;$ORDER$$FIRST_ADJ$ Populist Revolt Against $OTHER_TITLE$;;;;;;;;;;;;x
WAR_NAME_MARTIAL_REVOLT;$ORDER$$FIRST_ADJ$ Martial Revolt Against $OTHER_TITLE$;;;;;;;;;;;;x
WAR_NAME_MESSIANIC_REVOLT;$ORDER$$FIRST_ADJ$ Messianic Revolt Against $OTHER_TITLE$;;;;;;;;;;;;x
populist_revolt_desc;Call upon your fellow countrymen to rise up against the unjust rule in this country;;;;;;;;;;;;x
martial_revolt_desc;Call upon your fellow soldiers to rise up against the unjust rule in this country;;;;;;;;;;;;x
messianic_revolt_desc;Call upon all true believers to rise up against the unbelievers ruling this country;;;;;;;;;;;;x
CUSTOMTOOLTIP37;[From.GetBestName] is relieved.;;;;;;;;;;;;x
action_martial_training;Inspire Troops;;;;;;;;;;;;x
action_martial_training_desc;Send your [GetLordSpiritualName] to inspire the troops in this province;;;;;;;;;;;;x
action_academic_conference;Academic Conference;;;;;;;;;;;;x
action_academic_conference_desc;Send your [GetLordSpiritualName] to start a conference with the intellectuals and the wise at this province.;;;;;;;;;;;;x
action_state_rituals;Perform State Rituals;;;;;;;;;;;;x
action_state_rituals_desc;Send your [GetLordSpiritualName] to perform state rituals in this province.;;;;;;;;;;;;x
action_populist_rally;Call a Popular Rally;;;;;;;;;;;;x
action_populist_rally_desc;Send your [GetLordSpiritualName] to incite the masses at this province.;;;;;;;;;;;;x
action_milenarian_mobilization;Mobilize faithful;;;;;;;;;;;;x
action_milenarian_mobilization_desc;Send your [GetLordSpiritualName] to mobilize the believers in this province.;;;;;;;;;;;;x
action_doctrinal_council;Celebrate a Doctrinal Council;;;;;;;;;;;;x
action_doctrinal_council_desc;Send your [GetLordSpiritualName] to reunite with the priesthood of this province to discuss matters of faith.;;;;;;;;;;;;x
EVTDESC3124150;A foreign traveller claiming to arrive from distant lands has found his way to our castle. He is offering his loyal services to the [Root.PrimaryTitle.GetFullName], and demanding only hospitality and protection in return.;;;;;;;;;;;;;x
EVTOPTA3124150;He can surely be of some use. Welcome.;;;;;;;;;;;;;x
EVTOPTB3124150;I do not trust this man. Send him away.;;;;;;;;;;;;;x
EVTOPTC3124150;A spy sent by our enemies! Kill him!;;;;;;;;;;;;;x
EVTOPTD3124150;He is a pagan. He is not welcome here.;;;;;;;;;;;;;x
EVTOPTE3124150;He is a christian. He is not welcome here.;;;;;;;;;;;;;x
EVTOPTC1000109399;Glory to Angra Mainyu;;;;;;;;;;;;;x
nick_the_quarreler;the Quarreler;;;;;;;;;;;;;x
nick_the_red;the Red;;;;;;;;;;;;;x
nick_the_adopted;the Adopted;;;;;;;;;;;;;x
nick_the_merciful;the Merciful;;;;;;;;;;;;;x
nick_the_catholic;the Catholic;;;;;;;;;;;;;x
nick_the_pious;the Pious;;;;;;;;;;;;;x
nick_the_justiciar;the Justiciar;;;;;;;;;;;;;x
nick_the_greymantle;the Greymantle;;;;;;;;;;;;;x
