#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTFtrial_by_combat.4;[Root.Religion.GetRandomGodName] is the champion of House [This.GetOnlyDynastyName]!;Le feu est le champion de la Maison [This.GetOnlyDynastyName].;;;El fuego es el campeón de la Casa [This.GetOnlyDynastyName];;;;;;;;;x
EVTDESCtrial_by_combat.5;In an outrageous contravention of ancient law and custom, [From.GetTitledFirstName] has denied you a trial by combat for your alleged crimes;Foulant au pied l'antique loi et tradition, [From.GetTitledFirstName] vous a refusé un duel judiciaire pour vous défendre des crimes dont on vous accuse;;;;;;;;;;;;x
EVTOPTAtrial_by_combat.5;They will regret this;Ils vont le regretter;;;;;;;;;;;;x
EVTDESCtrial_by_combat.6;Who should be my champion in the trial by combat against [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName]?;Qui veut être mon champion dans le duel judiciaire qui m'oppose à [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName] ?;;;;;;;;;;;;x
EVTOPTAtrial_by_combat.6;He is skilled at arms;Il est habile dans le maniement des armes;;;;;;;;;;;;x
EVTOPTBtrial_by_combat.6;This person will fight bravely;Cette personne va se battre avec bravoure;;;;;;;;;;;;x
EVTOPTCtrial_by_combat.6;He will honour me;Il me fera honneur;;;;;;;;;;;;x
EVTOPTDtrial_by_combat.6;He will do;Il le fera;;;;;;;;;;;;x
TOOLTIPCHOOSETHISPERSON;[This.GetBestName] will champion for you;[This.GetBestName] va être votre champion;;;;;;;;;;;;x
EVTDESCtrial_by_combat.7;I have been selected to champion [From.GetBestName] in a trial by combat against [FromFromFrom.GetName];J'ai été choisi pour être le champion de [From.GetBestName] dans un duel judiciaire contre [FromFromFrom.GetName];;;;;;;;;;;;x
EVTOPTAtrial_by_combat.7;I will honour [From.GetHerHim];Je lui ferai honneur;;;;;;;;;;;;x
EVTDESCtrial_by_combat.8;[From.GetBestName] steps forward. 'I'll stand for you, [Root.PrimaryTitle.GetFOA].';[From.GetBestName] fait un pas en avant. 'Je combattrai pour vous, [Root.PrimaryTitle.GetFOA].' ;;;Hemos decidido que nuestro mejor campeón es [From.GetFullName].;;;;;;;;;x
EVTOPTAtrial_by_combat.8;Fight well [From.GetTitledFirstName].;Combattez vaillamment, [From.GetTitledFirstName].;;;Perfecto, [From.GetFullName] se encargará del prisionero;;;;;;;;;x
EVTDESCtrial_by_combat.9;So, [From.GetTitledFirstName] has acceded to my demand for a trial by combat and has chosen his champion, now the trial begins...;[From.GetTitledFirstName] m'a donc accordé un duel judiciaire et a choisi son champion, le combat peut commencer... ;;;;;;;;;;;;x
EVTOPTAtrial_by_combat.9;This will be hard fought;Le combat sera acharné;;;;;;;;;;;;x
EVTDESCtrial_by_combat.10;[FromFrom.GetTitledFirstName] has decreed the start of the trial. Single combat with [From.GetBestName] to the death it shall be...;[FromFrom.GetTitledFirstName] a annoncé le début du jugement. Cela sera un combat à mort avec [From.GetBestName]...;;;;;;;;;;;;x
EVTOPTAtrial_by_combat.10;The trial begins...;Le duel judiciaire commence...;;;;;;;;;;;;x
EVTDESCtrial_by_combat.11;[FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName] has been defeated at the hands of [From.GetBestName], [FromFrom.GetHerHis] final plan failed.;[FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName] a été abattu par [From.GetBestName], son dernier recours a échoué. ;;;Tu prisionero [From.GetFullName] yace muerto. La justicia ha triunfado;;;;;;;;;x
EVTOPTAtrial_by_combat.11;[From.GetTitledFirstName] slew [FromFrom.GetHerHim], the Gods were in my favour;Parfait.;;;Perfecto;;;;;;;;;x
EVTDESCtrial_by_combat.12;You watch in horror as [FromFrom.GetBestName] falls to the floor, [From.GetFirstName] [From.GetOnlyDynastyName]'s sword grievously wounding [FromFrom.GetHerHim]. The prisoner takes [FromFrom.GetHerHis] leave, walking out the doors with a smile on [FromFrom.GetHerHis] face as the entire court looks on in disbelief.;Vous regardez avec horreur [FromFrom.GetBestName] s’effondrer dans un flot de sang, l’épée de [From.GetFirstName] [From.GetOnlyDynastyName] enfoncée dans sa poitrine. L’ex-prisonnier quitte la pièce avec un immense sourire, sous les yeux incrédules de l’ensemble de votre cour. ;;;Tu prisionero [FromFrom.GetFullName] ha sido liberado. ¿Cómo ha podido derrotar a nuestro campeón [From.GetFullName]?;;;;;;;;;x
EVTOPTAtrial_by_combat.12;This can't be happening!;Ce n'est pas bon.;;;Esto no es bueno;;;;;;;;;x
EVTDESCtrial_by_combat.13;The guards drag [From.GetFirstName] [From.GetOnlyDynastyName] up from [From.GetHerHis] cell and throw [From.GetHerHim] at your feet. 'I've come for justice,' [From.GetSheHe] says, 'By right of birth and blood, I demand trial by combat. [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName] will be my champion.';Les gardes extirpent [From.GetFirstName] [From.GetOnlyDynastyName] de sa cellule pour l’amener devant vous. ‘Je réclame justice,’ dit-[From.GetSheHe], ‘Par droit de naissance et de sang, j’exige un duel judiciaire. [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName] sera mon champion.';;;Tu prisionero [FromFrom.GetFullName] ha solicitado un Juicio por Combate y su campeón será tu [GetFromRelation] [From.GetFullName].;;;;;;;;;x
EVTDESCtrial_by_combat.14;I have been selected to champion [From.GetTitledFirstName] in a trial by combat against [FromFrom.GetBestName]'s champion [FromFromFrom.GetBestName];J'ai été choisi comme champion de [From.GetTitledFirstName] dans un duel judiciaire contre le champion de [FromFrom.GetBestName], [FromFromFrom.GetBestName];;;;;;;;;;;;x
EVTDESCtrial_by_combat.15;[From.GetBestName] steps forward. 'I'll stand for you, [Root.PrimaryTitle.GetFOA].';[From.GetBestName] fait un pas en avant. 'Je combattrai pour vous, [Root.PrimaryTitle.GetFOA].' ;;;Hemos decidido que nuestro mejor campeón es [From.GetFullName].;;;;;;;;;x
EVTOPTAtrial_by_combat.15;Fight well [From.GetTitledFirstName].;Combattez vaillamment, [From.GetTitledFirstName].;;;Perfecto, [From.GetFullName] se encargará del prisionero;;;;;;;;;x
EVTDESCtrial_by_combat.16;[From.GetTitledFirstName] has chosen [FromFrom.GetBestName] to face my champion in the trial by combat;[From.GetTitledFirstName] a choisi [FromFrom.GetBestName] pour affronter mon champion lors du duel judiciaire ;;;;;;;;;;;;x
EVTOPTAtrial_by_combat.16;Let us hope the Gods are with him;Espérons que les Dieux sont avec lui;;;;;;;;;;;;x
EVTDESCtrial_by_combat.17;In a stunningly audacious move, [From.GetTitledFirstName] has chosen [From.GetHerHim]self to face my champion in the trial by combat;C'est avec une audace stupéfiante que [From.GetTitledFirstName] a choisi d'affronter en personne mon champion lors du duel judiciaire ;;;;;;;;;;;;x
EVTOPTAtrial_by_combat.17;[From.GetSheHeCap] risks [From.GetHerHis] own life?;[From.GetSheHeCap] risque sa propre vie? ;;;;;;;;;;;;x
EVTDESCtrial_by_combat.18;[From.GetFirstName] [From.GetOnlyDynastyName]'s trial by combat is ready to begin, I must fight bravely against [From.Host.GetTitledFirstName]'s champion.;Le jugement de [From.GetFirstName] [From.GetOnlyDynastyName] est prêt à débuter, je dois me battre avec bravoure contre le champion de [From.Host.GetTitledFirstName].;;;;;;;;;;;;x
EVTOPTAtrial_by_combat.18;The trial begins...;Le jugement commence...;;;;;;;;;;;;x
EVTDESCtrial_by_combat.19;The trial by combat between [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName] and [FromFrom.Host.GetTitledFirstName] is ready to begin. I must prevail against [From.GetBestName]...;Le duel judiciaire entre [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName] et [FromFrom.Host.GetTitledFirstName] est prêt à débuter. Je dois vaincre [From.GetBestName]...;;;;;;;;;;;;x
EVTOPTAtrial_by_combat.19;Let the duel begin!;Que le duel commence !;;;;;;;;;;;;x
EVTDESCtrial_by_combat.20;Your champion [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName] falls at the hands of [From.GetBestName]. You have been found guilty.;Votre champion [From.GetFullName] s’effondre, abattu par [From.GetBestName]. Vous avez été reconnu coupable.;;;Tu campeón [From.GetFullName] yace muerto. Eso determina que eres culpable.;;;;;;;;;x
EVTOPTAtrial_by_combat.20;And now you shall be judged...;Et maintenant c'est votre tour de mourir.;;;Y ahora es tu turno de morir;;;;;;;;;x
EVTDESCtrial_by_combat.21;You watch with glee as [FromFrom.GetBestName] drives [FromFrom.GetHerHis] sword relentlessly at [From.GetFirstName] [From.GetOnlyDynastyName]'s champion, beating them into submission. The Gods have cast their judgment, and the prisoner is guilty.;Vous jubilez tandis que [FromFrom.GetBestName] passe le champion de [From.GetFirstName] [From.GetOnlyDynastyName] au fil de l’épée. Les dieux ont rendu leur jugement, le prisonnier est reconnu coupable. ;;;[From.GetFullName] ha sido encontrado culpable y ejecutado después de que [FromFrom.GetFullName] muriera durante el juicio por combate.;;;;;;;;;x
EVTOPTAtrial_by_combat.21;Execute [From.GetHerHim], the Gods command it!;Exécutez-le(a), telle est la volonté des Dieux !;;;;;;;;;;;;x
EVTOPTBtrial_by_combat.11;Execute [FromFrom.GetHerHim], the Gods command it!;Exécutez-le(a), telle est la volonté des Dieux !;;;;;;;;;;;;x
EVTOPTBtrial_by_combat.21;I shall be merciful, send [From.GetHerHim] to the Wall;Je vais être miséricordieux(se), qu'on l'envoi au Mur !;;;;;;;;;;;;x
EVTOPTCtrial_by_combat.11;I shall be merciful, send [FromFrom.GetHerHim] to the wall;Je vais être miséricordieux(se), qu'on l'envoi au Mur !;;;;;;;;;;;;x
EVTOPTCtrial_by_combat.21;Let [From.GetHerHim] rot in the cells;Laissez-le(a) pourrir au cachot !;;;;;;;;;;;;x
EVTOPTDtrial_by_combat.11;Let [FromFrom.GetHerHim] rot in the cells;Laissez-le(a) pourrir au cachot !;;;;;;;;;;;;x
EVTOPTDtrial_by_combat.21;[From.GetSheHeCap] can stay here as my 'guest';"[From.GetSheHeCap] peut demeurer ici, comme mon ""invité"". ";;;;;;;;;;;;x
EVTOPTEtrial_by_combat.11;[FromFrom.GetSheHeCap] can stay here as my 'guest';"[FromFrom.GetSheHeCap] peut demeurer ici, comme mon ""invité"". ";;;;;;;;;;;;x
TOOLTIPtrial_by_combat.121;shall be executed;sera exécuté(e);;;;;;;;;;;;x
TOOLTIPtrial_by_combat.123;shall be sent back to the dungeon;retournera au cachot;;;;;;;;;;;;x
TOOLTIPtrial_by_combat.124;shall be kept under house arrest;sera gardé en résidence surveillée;;;;;;;;;;;;x
EVTDESCtrial_by_combat.121;[Root.GetFirstName] [Root.GetOnlyDynastyName], You have been found guilty in sight of [Root.Religion.GetRandomGodName], and as such [From.GetTitle] [From.GetFirstName] has decreed that you shall be immediately executed.\nThis is the judgement of [From.GetTitledFirstName], [From.GetTitle] of [From.PrimaryTitle.GetName];[Root.GetFirstName] [Root.GetOnlyDynastyName], vous avez été jugé coupable par les dieux, aussi [From.GetTitle] [From.GetFirstName] a décidé que vous serez immédiatement exécuté.\n\nTel est le jugement de [From.GetTitledFirstName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;;;;;;;;;;x
EVTDESCtrial_by_combat.122;[Root.GetFirstName] [Root.GetOnlyDynastyName], You have been found guilty in sight of [Root.Religion.GetRandomGodName], but [From.GetTitle] [From.GetFirstName] has decided to be merciful. You are hereby banished to the Night's Watch, where you shall take the oath of a black brother and protect the realm for the rest of your days.\nThis is the judgement of [From.GetTitledFirstName], [From.GetTitle] of [From.PrimaryTitle.GetName];[Root.GetFirstName] [Root.GetOnlyDynastyName], vous avez été jugé coupable par les dieux, mais [From.GetTitle] [From.GetFirstName] a décidé d'être miséricordieux(se). Vous serez envoyé au Mur pour prendre le noir et jurer votre foi à la Garde de Nuit, protégeant le royaume jusqu'à la fin de vos jours.\n\nTel est le jugement de [From.GetTitledFirstName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;;;;;;;;;;x
EVTDESCtrial_by_combat.123;[Root.GetFirstName] [Root.GetOnlyDynastyName], You have been found guilty in sight of [Root.Religion.GetRandomGodName]. [From.GetTitle] [From.GetFirstName] has issued a command for you immediate imprisonment in the dungeons, where you shall reside until you are deemed to have recieved punishment.\nThis is the judgement of [From.GetTitledFirstName], [From.GetTitle] of [From.PrimaryTitle.GetName];[Root.GetFirstName] [Root.GetOnlyDynastyName], vous avez été jugé coupable par les dieux. [From.GetTitle] [From.GetFirstName] a donné l'ordre de vos renvoyer aux cachots, où vous resterez jusqu'à l'expiation de vos crimes.\n\nTel est le jugement de [From.GetTitledFirstName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;;;;;;;;;;x
EVTDESCtrial_by_combat.124;[Root.GetFirstName] [Root.GetOnlyDynastyName], You have been found guilty in sight of [Root.Religion.GetRandomGodName]. [From.GetTitle] [From.GetFirstName] has decreed that you are to remain in [From.GetHerHis] custody, where you shall recieve provision and housing befitting of your rank and status.\nThis is the judgement of [From.GetTitledFirstName], [From.GetTitle] of [From.PrimaryTitle.GetName];[Root.GetFirstName] [Root.GetOnlyDynastyName], vous avez été jugé coupable par les dieux. [From.GetTitle] [From.GetFirstName] a décidé que vous resterez sous sa garde, avec des appartements et des serviteurs à la hauteur de votre rang.\n\nTel est le jugement de [From.GetTitledFirstName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;;;;;;;;;;x
EVTOPTAtrial_by_combat.123;Will I see light again?;C'est donc ainsi que tout d'achève ?;;;;;;;;;;;;x
EVTOPTAtrial_by_combat.124;I still have my head at least;Au moins ai-je conservé ma tête...;;;;;;;;;;;;x
EVTDESCtrial_by_combat.22;You watch with a queer mix of glee and relief as [From.GetFirstName] [From.GetOnlyDynastyName] drives [From.GetHerHis] sword relentlessly at [FromFrom.GetBestName], beating [FromFrom.GetHerHim] into submission. The Gods have cast their judgment, and I have be found innocent.;C'est avec une certaine joie mêlée d'un sentiment de soulagement que vous voyez [From.GetFirstName] [From.GetOnlyDynastyName] transpercer la chair de [FromFrom.GetBestName] avec son épée. Les dieux ont rendu leur jugement et vous ont déclaré innocent. ;;;;;;;;;;;;x
EVTOPTAtrial_by_combat.22;A just outcome;Une fin logique;;;;;;;;;;;;x
EVTDESCtrial_by_combat.23;It is done. Your champion lies dead in a pool of their own blood, and [FromFrom.GetBestName] stands victorious. You quiver with fury as you watch him and the prisoner [From.GetFirstName] [From.GetOnlyDynastyName] walk free;C'est fait. Votre champion gît dans une marre de sang et [FromFrom.GetBestName] est victorieux. Vous tremblez de fureur tandis que vous voyez le prisonnier [From.GetFirstName] [From.GetOnlyDynastyName] s'en aller librement. ;;;;;;;;;;;;x
EVTOPTAtrial_by_combat.23;Curse them all!;Qu'ils soient tous maudits !;;;;;;;;;;;;x
EVTDESCtrial_by_combat.24;[From.GetTitledFirstName] grins far too wide for comfort. 'Very well,' [From.GetSheHe] says, 'Now, let me name MY champion. The champion of House [From.GetOnlyDynastyName], of course, is [Root.Religion.GetRandomGodName]. Guards, prepare [FromFrom.Host.GetHerHim] for sacrifice!';Le large sourire qu’arbore [From.GetTitledFirstName] n’a rien de rassurant. ‘Fort bien,’ dit-[From.GetSheHe], ‘c’est maintenant mon tour de désigner MON champion. Le champion de la Maison [From.GetOnlyDynastyName] est, bien sûr, le feu. Gardes, allumez le bûcher !’;;;El cruel [From.GetTitledName] ha decidido que el fuego sea su campeón y todo lo que debo hacer es evitar quemarme vivo...;;;;;;;;;x
EVTOPTAtrial_by_combat.24;That bastard!;Le maudit bâtard !;;;Maldito bastardo;;;;;;;;;x
EVTDESCtrial_by_combat.25;The cruel [FromFrom.GetTitledName] has put my [GetFromRelation] [From.GetFirstName] to death by sacrificing him to his gods!;Le cruel [FromFrom.GetTitledName] a tué mon(a) [GetFromRelation] [From.GetFirstName] en le(a) brûlant vif(ve)!;;;El cruel [FromFrom.GetTitledName] ha quemado vivo a mi [GetFromRelation] [From.GetFirstName];;;;;;;;;x
EVTDESCtrial_by_combat.26;[From.GetTitledFirstName] grins far too wide for comfort. 'Very well,' [From.GetSheHe] says, 'Now, let me name MY champion. The champion of House [From.GetOnlyDynastyName], of course, is [Root.Religion.GetRandomGodName]. Guards, prepare [FromFrom.Host.GetHerHim] fro sacrifice!';Le large sourire qu’arbore [From.GetTitledFirstName] n’a rien de rassurant. ‘Fort bien,’ dit-[From.GetSheHe], ‘c’est maintenant mon tour de désigner MON champion. Le champion de la Maison [From.GetOnlyDynastyName] est, bien sûr, le feu. Gardes, allumez le bûcher !’;;;El cruel [FromFrom.GetTitledName] ha decretado que l fuego sea su campeón y ha quemado vivo a mi campeón [FromFrom.GetFirstName];;;;;;;;;x
EVTOPTAtrial_by_combat.26;This means the block for me;C'est la fin...;;;Estoy muerto;;;;;;;;;x
EVTTOOLTIPtrial_by_combat.24;will be sacrificed to [Root.Religion.GetRandomGodName];Va être brûlé vif(ve).;;;Arderá vivo;;;;;;;;;x
EVTTOOLTIPtrial_by_combat.26;Will be judged.;Va être exécuté.;;;Será ejecutado;;;;;;;;;x
TOOLTIPEVTtrial_by_combat.26;[This.GetBestName] will be sacrificed to [Root.Religion.GetRandomGodName];[This.GetBestName] va être brûlé vif(ve);;;;;;;;;;;;x
TOOLTIPtrial_by_combat.5;will be outraged at your denial of their rights;va être outragé de votre déni de ses droits;;;;;;;;;;;;x
TOOLTIPFIGHTTHISPERSON_HOST;You will commence combat with [This.GetTitledFirstName] themself;Vous allez commencez le combat avec [This.GetTitledFirstName] lui(elle)-même;;;;;;;;;;;;x
TOOLTIPFIGHTTHISPERSON;You will commence combat with [This.GetBestName];Vous allez commencez le combat avec [This.GetBestName];;;;;;;;;;;;x
TOOLTIPEVTOPTD250299;[This.GetBestName] will be sacrificed to [Root.Religion.GetRandomGodName] ;[This.GetBestName] va être brûlé vif(ve);;;;;;;;;;;;x
TOOLTIPFIGHTTHISPERSON_HOST_CHAMP;[This.GetBestName] will commence combat with [From.GetBestName];[This.GetBestName] va commencer le combat avec [From.GetBestName];;;;;;;;;;;;x
TOOLTIPFIGHTTHISPERSON_CHAMP;[This.GetBestName] will commence combat with [FromFrom.GetBestName];[This.GetBestName] va commencer le combat avec [FromFrom.GetBestName];;;;;;;;;;;;x
host_of_prisoner;In Trial by Combat;Dans un duel judiciaire;;;;;;;;;;;;x
trial_champion;Trial Champion;Champion d'un duel judiciaire;;;;;;;;;;;;x
demand_trial_by_combat;Demand a Trial by Combat;Demander un duel judiciaire;;;;;;;;;;;;x
demand_trial_by_combat_desc;As a prisoner and a person of high birth, you are entitled to a trial by combat from you captor;En tant que prisonnier et personne de haute naissance, vous avez le droit de demander un duel judiciaire;;;;;;;;;;;;x
TOOLTIPTRIALBYCOMBAT1;You will proceed to nominate who is to fight for your cause;Vous allez pouvoir faire appel à quelqu'un qui se battra pour votre cause;;;;;;;;;;;;x
tbc_fight_personally;Offer to fight in your trial personally;Demander à vous battre personnellement;;;;;;;;;;;;x
tbc_fight_personally_desc;Any noble Lord has the right to defend themselves in their trial, Inform [Root.Host.GetBestName] that you will do so.;Chaque noble a le droit de se défendre lui-même durant le duel judiciaire, informez [Root.Host.GetBestName] que tel est votre choix. ;;;;;;;;;;;;x
TOOLTIPTRIALBYCOMBAT2;Your captor, [Root.Host.GetBestName], will hear your demand for a trial by combat;La personne qui vous a emprionné, [Root.Host.GetBestName], va examiner votre demande pour un duel judiciaire ;;;;;;;;;;;;x
tbc_dynasty_champion;Ask [Root.GetFirstName] [Root.GetOnlyDynastyName] to be your champion;Demander à [Root.GetFirstName] [Root.GetOnlyDynastyName] d'être votre champion;;;;;;;;;;;;x
tbc_dynasty_champion_desc;Any noble Lord has the right nominate a champion to defend them in a trial by combat, you can ask [Root.GetBestName] to do so for you.;Tout individu de sang noble a le droit de nommer un champion pour le défendre dans un duel judiciaire, vous pouvez demander à [Root.GetBestName] de s'en charger pour vous. ;;;;;;;;;;;;x
TOOLTIPTRIALBYCOMBAT3;[Root.GetBestName] will consider your request to be your champion;[Root.GetBestName] va décider s'il sera votre champion ou pas;;;;;;;;;;;;x
tbc_vassal_champion;Ask [Root.GetFirstName] [Root.GetOnlyDynastyName] to be your champion;Demander à [Root.GetFirstName] [Root.GetOnlyDynastyName] d'être votre champion;;;;;;;;;;;;x
tbc_vassal_champion_desc;Any noble Lord has the right nominate a champion to defend them in a trial by combat, you can ask [Root.GetBestName] to do so for you.;Tout individu de sang noble a le droit de nommer un champion pour le défendre dans un duel judiciaire, vous pouvez demander à [Root.GetBestName] de s'en charger pour vous. ;;;;;;;;;;;;x
champion_of_liege;Trial Champion;Champion d'un duel judiciaire;;;;;;;;;;;;x
refused_championing;Refused to be Champion;A refusé d'être le champion;;;;;;;;;;;;x
denied_trial_by_combat;Denied trial by combat;Refusé un duel judiciaire;;;;;;;;;;;;x
champion_of_relative;Trial Champion;Champion d'un duel judiciaire;;;;;;;;;;;;x
TOOLTIPAtrial_by_combat.7;shall be your champion;sera notre champion;;;;;;;;;;;;x
EVTDESCtrial.22;A verdict has been reached and [FromFrom.GetTitledFirstName] has found you to be GUILTY. \n\n[From.GetBestName] points to you and announces 'I sentence you to death.';Le verdict est tombé et vous avez été jugé COUPABLE. \n\n[From.GetBestName] se tourne vers vous et annonce 'Je vous condamne à mort.';;;;;;;;;;;;x
EVTOPTAtrial.22;NO! NOOOO! THIS CAN'T BE HAPPENING!;NON ! NOOOON ! CELA NE PEUT SE PASSER AINSI !;;;;;;;;;;;;x
EVTDESCtrial_by_combat.27;AI Option;;;;;;;;;;;;x
